iteration,dna,fitness,training_log.win-rate,training_log.total,training_log.PNL,testing_log.win-rate,testing_log.total,testing_log.PNL,parameters.ott_len,parameters.ott_percent,parameters.risk_reward,parameters.chop_rsi_len,parameters.chop_bandwidth
2040,YcwOk,0.049825487272329896,43,44,22.84,33,6,1.48,47,623,80,26,214
2100,VKPOM,0.7901734653119713,37,90,56.11,30,13,-0.21,45,410,45,26,122
2100,3B:Op,0.35321612966023025,45,71,34.02,25,12,1.89,12,330,26,26,229
2100,EAnK*,0.19339581621126514,40,133,29.11,64,14,9.67,29,322,72,23,16
2100,5J:VV,0.139295329530691,40,133,50.61,35,20,10.61,14,401,26,30,150
2100,1kjOa,0.12055204623529814,30,82,19.22,33,9,-1.21,10,694,68,26,183
2100,VKQ<P,0.10787479697765427,37,87,52.3,30,13,-0.21,45,410,46,14,132
2100,NX3KB,0.10418772780905547,33,87,13.38,36,11,2.11,37,525,20,23,89
2100,VPPOm,0.10313845171940833,37,58,42.08,50,8,12.05,45,454,45,26,220
2100,VLhOP,0.09652865921907469,37,83,37.98,30,13,-1.04,45,419,67,26,132
2100,NL3OB,0.08987451696644695,35,102,41.88,57,14,11.99,37,419,20,26,89
2100,kHPOm,0.08958633383776463,37,53,16.67,57,7,9.35,64,384,45,26,220
2100,N73VI,0.08911467144510618,42,160,32.11,45,20,11.75,37,233,20,30,110
2100,wc:OV,0.08865478401750085,39,51,46.69,37,8,9.36,75,623,26,26,150
2100,5@:VV,0.08558567400009613,39,159,28.2,36,25,4.44,14,313,26,30,150
2100,5I:OV,0.0823016829674512,36,139,35.65,38,21,7.59,14,392,26,26,150
2100,N4M<B,0.07299345003161488,42,168,45.53,45,22,16.29,37,206,43,14,89
2100,N83VI,0.07264668921869347,40,161,26.39,47,19,14.01,37,242,20,30,110
2100,VGhVM,0.07032901576344835,35,100,35.58,42,14,1.93,45,375,67,30,122
2100,3c3OB,0.0701726677855733,26,106,31.05,23,17,4.39,12,623,20,26,89
2100,3c3OB,0.0701726677855733,26,106,31.05,23,17,4.39,12,623,20,26,89
2100,-oLOS,0.06466012202497844,22,111,24.31,42,14,3.78,7,729,42,26,141
2100,?c3KB,0.06173149952604932,27,95,10.17,27,11,2.77,23,623,20,23,89
2100,qc3KB,0.06104448495017888,35,60,9.57,28,7,2.18,69,623,20,23,89
2100,_IhOM,0.06076560475345411,35,90,31.39,50,14,0.77,53,392,67,26,122
2100,[5wOk,0.060171016909959595,51,88,23.47,50,10,5.41,49,215,80,26,214
2100,8chOM,0.05890661003430533,34,93,29.85,41,12,7.14,17,623,67,26,122
2100,Fj:VV,0.058308219529148816,31,64,20.75,33,9,3.72,30,685,26,30,150
2100,@cPOm,0.055309719617751905,33,53,7.85,42,7,2.05,24,623,45,26,220
2100,5c:*V,0.055079415427238126,31,92,21.85,31,16,7.95,14,623,26,3,150
2100,V@Q<P,0.05293272669866934,39,110,20.93,47,17,14.75,45,313,46,14,132
2160,VKPOM,0.7901734653119713,37,90,56.11,30,13,-0.21,45,410,45,26,122
2160,3B:Op,0.35321612966023025,45,71,34.02,25,12,1.89,12,330,26,26,229
2160,EAnK*,0.19339581621126514,40,133,29.11,64,14,9.67,29,322,72,23,16
2160,5J:VV,0.139295329530691,40,133,50.61,35,20,10.61,14,401,26,30,150
2160,VKQ<P,0.10787479697765427,37,87,52.3,30,13,-0.21,45,410,46,14,132
2160,VPPOm,0.10313845171940833,37,58,42.08,50,8,12.05,45,454,45,26,220
2160,VLhOP,0.09652865921907469,37,83,37.98,30,13,-1.04,45,419,67,26,132
2160,NM3VI,0.0902912600914313,35,97,36.3,57,14,9.37,37,428,20,30,110
2160,NL3OB,0.08987451696644695,35,102,41.88,57,14,11.99,37,419,20,26,89
2160,kHPOm,0.08958633383776463,37,53,16.67,57,7,9.35,64,384,45,26,220
2160,N73VI,0.08911467144510618,42,160,32.11,45,20,11.75,37,233,20,30,110
2160,wc:OV,0.08865478401750085,39,51,46.69,37,8,9.36,75,623,26,26,150
2160,5@:VV,0.08558567400009613,39,159,28.2,36,25,4.44,14,313,26,30,150
2160,VGhVM,0.07032901576344835,35,100,35.58,42,14,1.93,45,375,67,30,122
2160,3c3OB,0.0701726677855733,26,106,31.05,23,17,4.39,12,623,20,26,89
2160,3c3OB,0.0701726677855733,26,106,31.05,23,17,4.39,12,623,20,26,89
2160,-oLOS,0.06466012202497844,22,111,24.31,42,14,3.78,7,729,42,26,141
2160,?c3KB,0.06173149952604932,27,95,10.17,27,11,2.77,23,623,20,23,89
2160,qc3KB,0.06104448495017888,35,60,9.57,28,7,2.18,69,623,20,23,89
2160,_IhOM,0.06076560475345411,35,90,31.39,50,14,0.77,53,392,67,26,122
2160,[5wOk,0.060171016909959595,51,88,23.47,50,10,5.41,49,215,80,26,214
2160,8chOM,0.05890661003430533,34,93,29.85,41,12,7.14,17,623,67,26,122
2160,Fj:VV,0.058308219529148816,31,64,20.75,33,9,3.72,30,685,26,30,150
2160,@cPOm,0.055309719617751905,33,53,7.85,42,7,2.05,24,623,45,26,220
2160,5c:*V,0.055079415427238126,31,92,21.85,31,16,7.95,14,623,26,3,150
2160,Bn3VI,0.05356233379954041,26,78,20.0,30,10,9.32,26,720,20,30,110
2160,V@Q<P,0.05293272669866934,39,110,20.93,47,17,14.75,45,313,46,14,132
2160,5j`VV,0.05073168969967472,28,92,11.81,27,11,-0.04,14,685,60,30,150
2160,ToPOM,0.05067566360709287,33,62,7.37,57,7,8.14,43,729,45,26,122
2160,YcwOk,0.049825487272329896,43,44,22.84,33,6,1.48,47,623,80,26,214
2220,VKPOM,0.7901734653119713,37,90,56.11,30,13,-0.21,45,410,45,26,122
2220,3B:Op,0.35321612966023025,45,71,34.02,25,12,1.89,12,330,26,26,229
2220,>@PVp,0.2636974891685421,46,58,28.97,25,8,2.51,22,313,45,30,229
2220,>LPVp,0.2113735727371244,42,47,18.83,55,9,10.51,22,419,45,30,229
2220,>LPVp,0.2113735727371244,42,47,18.83,55,9,10.51,22,419,45,30,229
2220,EAnK*,0.19339581621126514,40,133,29.11,64,14,9.67,29,322,72,23,16
2220,>IPVp,0.1598250191465023,38,54,17.52,55,9,-0.46,22,392,45,30,229
2220,>]PVp,0.14511272623207702,45,40,20.64,83,6,12.15,22,570,45,30,229
2220,voPVp,0.14216205048795874,40,25,22.91,25,4,-3.59,74,729,45,30,229
2220,5J:VV,0.139295329530691,40,133,50.61,35,20,10.61,14,401,26,30,150
2220,>oPVJ,0.1237935990745739,29,75,21.58,50,8,7.44,22,729,45,30,113
2220,>oPV(,0.1237935990745739,29,75,21.58,50,8,7.44,22,729,45,30,10
2220,>oPV1,0.1237935990745739,29,75,21.58,50,8,7.44,22,729,45,30,37
2220,>oPVK,0.1237935990745739,29,75,21.58,50,8,7.44,22,729,45,30,116
2220,>oPV7,0.1237935990745739,29,75,21.58,50,8,7.44,22,729,45,30,56
2220,>oPVC,0.1237935990745739,29,75,21.58,50,8,7.44,22,729,45,30,92
2220,>RPVp,0.11410351534925071,45,42,13.3,37,8,1.06,22,472,45,30,229
2220,MoPVp,0.11162279112592512,38,34,23.04,33,3,1.74,36,729,45,30,229
2220,>fPVp,0.10963563855042248,35,40,12.02,40,5,3.24,22,649,45,30,229
2220,VKQ<P,0.10787479697765427,37,87,52.3,30,13,-0.21,45,410,46,14,132
2220,VLhOP,0.09652865921907469,37,83,37.98,30,13,-1.04,45,419,67,26,132
2220,NM3VI,0.0902912600914313,35,97,36.3,57,14,9.37,37,428,20,30,110
2220,NL3OB,0.08987451696644695,35,102,41.88,57,14,11.99,37,419,20,26,89
2220,5@:VV,0.08558567400009613,39,159,28.2,36,25,4.44,14,313,26,30,150
2220,>+PVp,0.07947565219334664,45,31,6.55,33,9,-0.51,22,127,45,30,229
2220,>EPVp,0.07693243945615205,46,49,9.63,44,9,8.88,22,357,45,30,229
2220,>(PVp,0.07454396091866526,44,25,4.75,36,11,0.56,22,100,45,30,229
2220,>oPVN,0.07426629629164581,27,74,12.59,50,8,7.44,22,729,45,30,125
2220,VGhVM,0.07032901576344835,35,100,35.58,42,14,1.93,45,375,67,30,122
2220,3c3OB,0.0701726677855733,26,106,31.05,23,17,4.39,12,623,20,26,89
2280,VKPOM,0.7901734653119713,37,90,56.11,30,13,-0.21,45,410,45,26,122
2280,3B:Op,0.35321612966023025,45,71,34.02,25,12,1.89,12,330,26,26,229
2280,>@PVp,0.2636974891685421,46,58,28.97,25,8,2.51,22,313,45,30,229
2280,>nP4p,0.23584073011724163,36,68,32.17,50,8,2.74,22,720,45,9,229
2280,>LPVp,0.2113735727371244,42,47,18.83,55,9,10.51,22,419,45,30,229
2280,>LPVp,0.2113735727371244,42,47,18.83,55,9,10.51,22,419,45,30,229
2280,EAnK*,0.19339581621126514,40,133,29.11,64,14,9.67,29,322,72,23,16
2280,">,PVp",0.18389867794420597,50,34,15.41,33,9,-5.08,22,135,45,30,229
2280,>]PVp,0.14511272623207702,45,40,20.64,83,6,12.15,22,570,45,30,229
2280,voPVp,0.14216205048795874,40,25,22.91,25,4,-3.59,74,729,45,30,229
2280,">nP,p",0.14042625864344277,35,68,19.96,28,7,-3.08,22,720,45,4,229
2280,>oPV(,0.1237935990745739,29,75,21.58,50,8,7.44,22,729,45,30,10
2280,>oPV1,0.1237935990745739,29,75,21.58,50,8,7.44,22,729,45,30,37
2280,>oPVK,0.1237935990745739,29,75,21.58,50,8,7.44,22,729,45,30,116
2280,>oPV7,0.1237935990745739,29,75,21.58,50,8,7.44,22,729,45,30,56
2280,>oPVC,0.1237935990745739,29,75,21.58,50,8,7.44,22,729,45,30,92
2280,>RPVp,0.11410351534925071,45,42,13.3,37,8,1.06,22,472,45,30,229
2280,MoPVp,0.11162279112592512,38,34,23.04,33,3,1.74,36,729,45,30,229
2280,FnPVp,0.11087445384654532,39,41,14.72,50,4,2.02,30,720,45,30,229
2280,>fPVp,0.10963563855042248,35,40,12.02,40,5,3.24,22,649,45,30,229
2280,VKQ<P,0.10787479697765427,37,87,52.3,30,13,-0.21,45,410,46,14,132
2280,>2PVp,0.10292252400783958,56,46,7.49,42,7,-0.1,22,189,45,30,229
2280,vnPVp,0.09868225980747274,34,26,19.38,25,4,-1.38,74,720,45,30,229
2280,vnPVp,0.09868225980747274,34,26,19.38,25,4,-1.38,74,720,45,30,229
2280,NM3VI,0.0902912600914313,35,97,36.3,57,14,9.37,37,428,20,30,110
2280,NL3OB,0.08987451696644695,35,102,41.88,57,14,11.99,37,419,20,26,89
2280,5@:VV,0.08558567400009613,39,159,28.2,36,25,4.44,14,313,26,30,150
2280,MnPVp,0.08496326262232197,40,35,16.94,50,4,2.61,36,720,45,30,229
2280,>EPVp,0.07693243945615205,46,49,9.63,44,9,8.88,22,357,45,30,229
2280,PnPVp,0.07575798414640754,38,36,14.19,33,3,1.89,39,720,45,30,229
2340,VKPOM,0.7901734653119713,37,90,56.11,30,13,-0.21,45,410,45,26,122
2340,3B:Op,0.35321612966023025,45,71,34.02,25,12,1.89,12,330,26,26,229
2340,>@PVp,0.2636974891685421,46,58,28.97,25,8,2.51,22,313,45,30,229
2340,>nP4p,0.23584073011724163,36,68,32.17,50,8,2.74,22,720,45,9,229
2340,>LPVp,0.2113735727371244,42,47,18.83,55,9,10.51,22,419,45,30,229
2340,EAnK*,0.19339581621126514,40,133,29.11,64,14,9.67,29,322,72,23,16
2340,">,PVp",0.18389867794420597,50,34,15.41,33,9,-5.08,22,135,45,30,229
2340,voPVp,0.14216205048795874,40,25,22.91,25,4,-3.59,74,729,45,30,229
2340,">nP,p",0.14042625864344277,35,68,19.96,28,7,-3.08,22,720,45,4,229
2340,>oPV(,0.1237935990745739,29,75,21.58,50,8,7.44,22,729,45,30,10
2340,>oPV1,0.1237935990745739,29,75,21.58,50,8,7.44,22,729,45,30,37
2340,>oPVK,0.1237935990745739,29,75,21.58,50,8,7.44,22,729,45,30,116
2340,>oPV7,0.1237935990745739,29,75,21.58,50,8,7.44,22,729,45,30,56
2340,>oPVC,0.1237935990745739,29,75,21.58,50,8,7.44,22,729,45,30,92
2340,>RPVp,0.11410351534925071,45,42,13.3,37,8,1.06,22,472,45,30,229
2340,FnPVp,0.11087445384654532,39,41,14.72,50,4,2.02,30,720,45,30,229
2340,VKQ<P,0.10787479697765427,37,87,52.3,30,13,-0.21,45,410,46,14,132
2340,>2PVp,0.10292252400783958,56,46,7.49,42,7,-0.1,22,189,45,30,229
2340,HE*Vl,0.10045172974894426,46,66,37.53,37,8,0.81,32,357,12,30,217
2340,vnPVp,0.09868225980747274,34,26,19.38,25,4,-1.38,74,720,45,30,229
2340,vnPVp,0.09868225980747274,34,26,19.38,25,4,-1.38,74,720,45,30,229
2340,NL3OB,0.08987451696644695,35,102,41.88,57,14,11.99,37,419,20,26,89
2340,5@:VV,0.08558567400009613,39,159,28.2,36,25,4.44,14,313,26,30,150
2340,MnPVp,0.08496326262232197,40,35,16.94,50,4,2.61,36,720,45,30,229
2340,>EPVp,0.07693243945615205,46,49,9.63,44,9,8.88,22,357,45,30,229
2340,PnPVp,0.07575798414640754,38,36,14.19,33,3,1.89,39,720,45,30,229
2340,>(PVp,0.07454396091866526,44,25,4.75,36,11,0.56,22,100,45,30,229
2340,RnPVp,0.07419125216427841,39,33,13.46,33,3,1.51,41,720,45,30,229
2340,WnPVp,0.07369066986093331,38,34,13.1,25,4,-0.82,45,720,45,30,229
2340,VGhVM,0.07032901576344835,35,100,35.58,42,14,1.93,45,375,67,30,122
2400,VKPOM,0.7901734653119713,37,90,56.11,30,13,-0.21,45,410,45,26,122
2400,3B:Op,0.35321612966023025,45,71,34.02,25,12,1.89,12,330,26,26,229
2400,>@PVp,0.2636974891685421,46,58,28.97,25,8,2.51,22,313,45,30,229
2400,>nP4p,0.23584073011724163,36,68,32.17,50,8,2.74,22,720,45,9,229
2400,>LPVp,0.2113735727371244,42,47,18.83,55,9,10.51,22,419,45,30,229
2400,EAnK*,0.19339581621126514,40,133,29.11,64,14,9.67,29,322,72,23,16
2400,">,PVp",0.18389867794420597,50,34,15.41,33,9,-5.08,22,135,45,30,229
2400,voPVp,0.14216205048795874,40,25,22.91,25,4,-3.59,74,729,45,30,229
2400,">nP,p",0.14042625864344277,35,68,19.96,28,7,-3.08,22,720,45,4,229
2400,>oPV(,0.1237935990745739,29,75,21.58,50,8,7.44,22,729,45,30,10
2400,>oPV1,0.1237935990745739,29,75,21.58,50,8,7.44,22,729,45,30,37
2400,>oPVK,0.1237935990745739,29,75,21.58,50,8,7.44,22,729,45,30,116
2400,>oPV7,0.1237935990745739,29,75,21.58,50,8,7.44,22,729,45,30,56
2400,>oPVC,0.1237935990745739,29,75,21.58,50,8,7.44,22,729,45,30,92
2400,>RPVp,0.11410351534925071,45,42,13.3,37,8,1.06,22,472,45,30,229
2400,FnPVp,0.11087445384654532,39,41,14.72,50,4,2.02,30,720,45,30,229
2400,VKQ<P,0.10787479697765427,37,87,52.3,30,13,-0.21,45,410,46,14,132
2400,>2PVp,0.10292252400783958,56,46,7.49,42,7,-0.1,22,189,45,30,229
2400,HE*Vl,0.10045172974894426,46,66,37.53,37,8,0.81,32,357,12,30,217
2400,vnPVp,0.09868225980747274,34,26,19.38,25,4,-1.38,74,720,45,30,229
2400,vnPVp,0.09868225980747274,34,26,19.38,25,4,-1.38,74,720,45,30,229
2400,/o*<l,0.09240881318280297,31,106,40.92,23,13,-2.1,8,729,12,14,217
2400,NL3OB,0.08987451696644695,35,102,41.88,57,14,11.99,37,419,20,26,89
2400,5@:VV,0.08558567400009613,39,159,28.2,36,25,4.44,14,313,26,30,150
2400,MnPVp,0.08496326262232197,40,35,16.94,50,4,2.61,36,720,45,30,229
2400,>EPVp,0.07693243945615205,46,49,9.63,44,9,8.88,22,357,45,30,229
2400,PnPVp,0.07575798414640754,38,36,14.19,33,3,1.89,39,720,45,30,229
2400,>(PVp,0.07454396091866526,44,25,4.75,36,11,0.56,22,100,45,30,229
2400,RnPVp,0.07419125216427841,39,33,13.46,33,3,1.51,41,720,45,30,229
2400,WnPVp,0.07369066986093331,38,34,13.1,25,4,-0.82,45,720,45,30,229
2460,VKPOM,0.7901734653119713,37,90,56.11,30,13,-0.21,45,410,45,26,122
2460,3B:Op,0.35321612966023025,45,71,34.02,25,12,1.89,12,330,26,26,229
2460,>@PVp,0.2636974891685421,46,58,28.97,25,8,2.51,22,313,45,30,229
2460,>nP4p,0.23584073011724163,36,68,32.17,50,8,2.74,22,720,45,9,229
2460,>LPVp,0.2113735727371244,42,47,18.83,55,9,10.51,22,419,45,30,229
2460,">,PVp",0.18389867794420597,50,34,15.41,33,9,-5.08,22,135,45,30,229
2460,voPVp,0.14216205048795874,40,25,22.91,25,4,-3.59,74,729,45,30,229
2460,">nP,p",0.14042625864344277,35,68,19.96,28,7,-3.08,22,720,45,4,229
2460,>oPV1,0.1237935990745739,29,75,21.58,50,8,7.44,22,729,45,30,37
2460,>oPVK,0.1237935990745739,29,75,21.58,50,8,7.44,22,729,45,30,116
2460,>oPV7,0.1237935990745739,29,75,21.58,50,8,7.44,22,729,45,30,56
2460,>oPVC,0.1237935990745739,29,75,21.58,50,8,7.44,22,729,45,30,92
2460,>RPVp,0.11410351534925071,45,42,13.3,37,8,1.06,22,472,45,30,229
2460,FnPVp,0.11087445384654532,39,41,14.72,50,4,2.02,30,720,45,30,229
2460,VKQ<P,0.10787479697765427,37,87,52.3,30,13,-0.21,45,410,46,14,132
2460,>2PVp,0.10292252400783958,56,46,7.49,42,7,-0.1,22,189,45,30,229
2460,HE*Vl,0.10045172974894426,46,66,37.53,37,8,0.81,32,357,12,30,217
2460,vnPVp,0.09868225980747274,34,26,19.38,25,4,-1.38,74,720,45,30,229
2460,vnPVp,0.09868225980747274,34,26,19.38,25,4,-1.38,74,720,45,30,229
2460,/o*<l,0.09240881318280297,31,106,40.92,23,13,-2.1,8,729,12,14,217
2460,5@:VV,0.08558567400009613,39,159,28.2,36,25,4.44,14,313,26,30,150
2460,MnPVp,0.08496326262232197,40,35,16.94,50,4,2.61,36,720,45,30,229
2460,>EPVp,0.07693243945615205,46,49,9.63,44,9,8.88,22,357,45,30,229
2460,>(PVp,0.07454396091866526,44,25,4.75,36,11,0.56,22,100,45,30,229
2460,RnPVp,0.07419125216427841,39,33,13.46,33,3,1.51,41,720,45,30,229
2460,WnPVp,0.07369066986093331,38,34,13.1,25,4,-0.82,45,720,45,30,229
2460,3c3OB,0.0701726677855733,26,106,31.05,23,17,4.39,12,623,20,26,89
2460,3c3OB,0.0701726677855733,26,106,31.05,23,17,4.39,12,623,20,26,89
2460,H8*<l,0.06959767590506805,46,139,29.06,56,16,7.84,32,242,12,14,217
2460,wnPVp,0.06898894922287784,26,26,9.96,25,4,-1.87,75,720,45,30,229
2520,VKPOM,0.7901734653119713,37,90,56.11,30,13,-0.21,45,410,45,26,122
2520,3B:Op,0.35321612966023025,45,71,34.02,25,12,1.89,12,330,26,26,229
2520,>@PVp,0.2636974891685421,46,58,28.97,25,8,2.51,22,313,45,30,229
2520,>nP4p,0.23584073011724163,36,68,32.17,50,8,2.74,22,720,45,9,229
2520,>LPVp,0.2113735727371244,42,47,18.83,55,9,10.51,22,419,45,30,229
2520,">,PVp",0.18389867794420597,50,34,15.41,33,9,-5.08,22,135,45,30,229
2520,voPVp,0.14216205048795874,40,25,22.91,25,4,-3.59,74,729,45,30,229
2520,">nP,p",0.14042625864344277,35,68,19.96,28,7,-3.08,22,720,45,4,229
2520,>oPV1,0.1237935990745739,29,75,21.58,50,8,7.44,22,729,45,30,37
2520,>oPVK,0.1237935990745739,29,75,21.58,50,8,7.44,22,729,45,30,116
2520,>oPV7,0.1237935990745739,29,75,21.58,50,8,7.44,22,729,45,30,56
2520,>oPVC,0.1237935990745739,29,75,21.58,50,8,7.44,22,729,45,30,92
2520,>RPVp,0.11410351534925071,45,42,13.3,37,8,1.06,22,472,45,30,229
2520,FnPVp,0.11087445384654532,39,41,14.72,50,4,2.02,30,720,45,30,229
2520,VKQ<P,0.10787479697765427,37,87,52.3,30,13,-0.21,45,410,46,14,132
2520,>2PVp,0.10292252400783958,56,46,7.49,42,7,-0.1,22,189,45,30,229
2520,HE*Vl,0.10045172974894426,46,66,37.53,37,8,0.81,32,357,12,30,217
2520,vnPVp,0.09868225980747274,34,26,19.38,25,4,-1.38,74,720,45,30,229
2520,vnPVp,0.09868225980747274,34,26,19.38,25,4,-1.38,74,720,45,30,229
2520,/o*<l,0.09240881318280297,31,106,40.92,23,13,-2.1,8,729,12,14,217
2520,5@:VV,0.08558567400009613,39,159,28.2,36,25,4.44,14,313,26,30,150
2520,MnPVp,0.08496326262232197,40,35,16.94,50,4,2.61,36,720,45,30,229
2520,>EPVp,0.07693243945615205,46,49,9.63,44,9,8.88,22,357,45,30,229
2520,>(PVp,0.07454396091866526,44,25,4.75,36,11,0.56,22,100,45,30,229
2520,RnPVp,0.07419125216427841,39,33,13.46,33,3,1.51,41,720,45,30,229
2520,WnPVp,0.07369066986093331,38,34,13.1,25,4,-0.82,45,720,45,30,229
2520,3c3OB,0.0701726677855733,26,106,31.05,23,17,4.39,12,623,20,26,89
2520,3c3OB,0.0701726677855733,26,106,31.05,23,17,4.39,12,623,20,26,89
2520,H8*<l,0.06959767590506805,46,139,29.06,56,16,7.84,32,242,12,14,217
2520,wnPVp,0.06898894922287784,26,26,9.96,25,4,-1.87,75,720,45,30,229
2580,VKPOM,0.7901734653119713,37,90,56.11,30,13,-0.21,45,410,45,26,122
2580,3B:Op,0.35321612966023025,45,71,34.02,25,12,1.89,12,330,26,26,229
2580,>@PVp,0.2636974891685421,46,58,28.97,25,8,2.51,22,313,45,30,229
2580,>nP4p,0.23584073011724163,36,68,32.17,50,8,2.74,22,720,45,9,229
2580,>LPVp,0.2113735727371244,42,47,18.83,55,9,10.51,22,419,45,30,229
2580,">,PVp",0.18389867794420597,50,34,15.41,33,9,-5.08,22,135,45,30,229
2580,voPVp,0.14216205048795874,40,25,22.91,25,4,-3.59,74,729,45,30,229
2580,">nP,p",0.14042625864344277,35,68,19.96,28,7,-3.08,22,720,45,4,229
2580,>oPV1,0.1237935990745739,29,75,21.58,50,8,7.44,22,729,45,30,37
2580,>oPVK,0.1237935990745739,29,75,21.58,50,8,7.44,22,729,45,30,116
2580,>oPV7,0.1237935990745739,29,75,21.58,50,8,7.44,22,729,45,30,56
2580,>oPVC,0.1237935990745739,29,75,21.58,50,8,7.44,22,729,45,30,92
2580,>RPVp,0.11410351534925071,45,42,13.3,37,8,1.06,22,472,45,30,229
2580,FnPVp,0.11087445384654532,39,41,14.72,50,4,2.02,30,720,45,30,229
2580,VKQ<P,0.10787479697765427,37,87,52.3,30,13,-0.21,45,410,46,14,132
2580,>2PVp,0.10292252400783958,56,46,7.49,42,7,-0.1,22,189,45,30,229
2580,HE*Vl,0.10045172974894426,46,66,37.53,37,8,0.81,32,357,12,30,217
2580,vnPVp,0.09868225980747274,34,26,19.38,25,4,-1.38,74,720,45,30,229
2580,/o*<l,0.09240881318280297,31,106,40.92,23,13,-2.1,8,729,12,14,217
2580,5@:VV,0.08558567400009613,39,159,28.2,36,25,4.44,14,313,26,30,150
2580,MnPVp,0.08496326262232197,40,35,16.94,50,4,2.61,36,720,45,30,229
2580,>EPVp,0.07693243945615205,46,49,9.63,44,9,8.88,22,357,45,30,229
2580,>(PVp,0.07454396091866526,44,25,4.75,36,11,0.56,22,100,45,30,229
2580,RnPVp,0.07419125216427841,39,33,13.46,33,3,1.51,41,720,45,30,229
2580,WnPVp,0.07369066986093331,38,34,13.1,25,4,-0.82,45,720,45,30,229
2580,3c3OB,0.0701726677855733,26,106,31.05,23,17,4.39,12,623,20,26,89
2580,3c3OB,0.0701726677855733,26,106,31.05,23,17,4.39,12,623,20,26,89
2580,H8*<l,0.06959767590506805,46,139,29.06,56,16,7.84,32,242,12,14,217
2580,wnPVp,0.06898894922287784,26,26,9.96,25,4,-1.87,75,720,45,30,229
2580,(]hVM,0.06629560048433177,27,232,26.32,25,40,13.91,2,570,67,30,122
2640,VKPOM,0.7901734653119713,37,90,56.11,30,13,-0.21,45,410,45,26,122
2640,3B:Op,0.35321612966023025,45,71,34.02,25,12,1.89,12,330,26,26,229
2640,>@PVp,0.2636974891685421,46,58,28.97,25,8,2.51,22,313,45,30,229
2640,>nP4p,0.23584073011724163,36,68,32.17,50,8,2.74,22,720,45,9,229
2640,VUhV4,0.18899433021734388,36,73,25.72,33,12,9.94,45,499,67,30,46
2640,">,PVp",0.18389867794420597,50,34,15.41,33,9,-5.08,22,135,45,30,229
2640,voPVp,0.14216205048795874,40,25,22.91,25,4,-3.59,74,729,45,30,229
2640,>oPV1,0.1237935990745739,29,75,21.58,50,8,7.44,22,729,45,30,37
2640,>oPVK,0.1237935990745739,29,75,21.58,50,8,7.44,22,729,45,30,116
2640,>oPV7,0.1237935990745739,29,75,21.58,50,8,7.44,22,729,45,30,56
2640,>oPVC,0.1237935990745739,29,75,21.58,50,8,7.44,22,729,45,30,92
2640,>RPVp,0.11410351534925071,45,42,13.3,37,8,1.06,22,472,45,30,229
2640,FnPVp,0.11087445384654532,39,41,14.72,50,4,2.02,30,720,45,30,229
2640,VKQ<P,0.10787479697765427,37,87,52.3,30,13,-0.21,45,410,46,14,132
2640,>2PVp,0.10292252400783958,56,46,7.49,42,7,-0.1,22,189,45,30,229
2640,HE*Vl,0.10045172974894426,46,66,37.53,37,8,0.81,32,357,12,30,217
2640,vnPVp,0.09868225980747274,34,26,19.38,25,4,-1.38,74,720,45,30,229
2640,/o*<l,0.09240881318280297,31,106,40.92,23,13,-2.1,8,729,12,14,217
2640,5@:VV,0.08558567400009613,39,159,28.2,36,25,4.44,14,313,26,30,150
2640,MnPVp,0.08496326262232197,40,35,16.94,50,4,2.61,36,720,45,30,229
2640,>EPVp,0.07693243945615205,46,49,9.63,44,9,8.88,22,357,45,30,229
2640,V[hV4,0.07531272783721017,36,71,14.91,30,10,-3.9,45,552,67,30,46
2640,>(PVp,0.07454396091866526,44,25,4.75,36,11,0.56,22,100,45,30,229
2640,RnPVp,0.07419125216427841,39,33,13.46,33,3,1.51,41,720,45,30,229
2640,WnPVp,0.07369066986093331,38,34,13.1,25,4,-0.82,45,720,45,30,229
2640,3c3OB,0.0701726677855733,26,106,31.05,23,17,4.39,12,623,20,26,89
2640,3c3OB,0.0701726677855733,26,106,31.05,23,17,4.39,12,623,20,26,89
2640,H8*<l,0.06959767590506805,46,139,29.06,56,16,7.84,32,242,12,14,217
2640,wnPVp,0.06898894922287784,26,26,9.96,25,4,-1.87,75,720,45,30,229
2640,<]hVU,0.06471674601611548,36,82,27.0,63,11,10.54,20,570,67,30,147
2700,VKPOM,0.7901734653119713,37,90,56.11,30,13,-0.21,45,410,45,26,122
2700,3B:Op,0.35321612966023025,45,71,34.02,25,12,1.89,12,330,26,26,229
2700,VIhV4,0.27790591769443945,37,94,25.63,46,15,2.14,45,392,67,30,46
2700,VIhV4,0.27790591769443945,37,94,25.63,46,15,2.14,45,392,67,30,46
2700,>@PVp,0.2636974891685421,46,58,28.97,25,8,2.51,22,313,45,30,229
2700,wnhV4,0.250390719070395,48,50,33.77,28,7,5.88,75,720,67,30,46
2700,>nP4p,0.23584073011724163,36,68,32.17,50,8,2.74,22,720,45,9,229
2700,VUhV4,0.18899433021734388,36,73,25.72,33,12,9.94,45,499,67,30,46
2700,">,PVp",0.18389867794420597,50,34,15.41,33,9,-5.08,22,135,45,30,229
2700,AnhV4,0.17111454868098053,33,75,26.93,50,8,7.79,25,720,67,30,46
2700,AnhV4,0.17111454868098053,33,75,26.93,50,8,7.79,25,720,67,30,46
2700,voPVp,0.14216205048795874,40,25,22.91,25,4,-3.59,74,729,45,30,229
