iteration,dna,fitness,training_log.win-rate,training_log.total,training_log.PNL,testing_log.win-rate,testing_log.total,testing_log.PNL,parameters.ott_len,parameters.ott_percent,parameters.risk_reward,parameters.chop_rsi_len,parameters.chop_bandwidth
6960,=>jUI,0.20276260250547395,38,162,32.56,40,22,6.38,21,295,68,29,110
6960,=>jUI,0.20276260250547395,38,162,32.56,40,22,6.38,21,295,68,29,110
6960,Gl)Vw,0.17318066639732177,41,31,17.85,0,2,-2.46,31,703,11,30,250
6960,=Fjk6,0.1253699250874146,41,134,48.52,36,19,-0.31,21,366,68,43,53
6960,HedAl,0.12182174189249738,36,61,39.74,28,7,1.04,32,641,63,17,217
6960,GKPVI,0.09655193931192202,38,113,45.99,38,18,3.51,31,410,45,30,110
6960,=Cj7I,0.09578166806229149,37,145,42.22,47,19,-0.15,21,339,68,11,110
6960,r`W*I,0.0850865680101897,40,55,40.8,62,8,4.99,70,596,52,3,110
6960,.XVgI,0.0827082105358924,33,143,54.06,33,27,4.58,8,525,51,40,110
6960,>cCPI,0.08012718038268918,32,90,34.58,40,10,7.63,22,623,34,26,110
6960,N5VVI,0.07845352501330455,41,168,32.29,45,22,14.76,37,215,51,30,110
6960,HDa9l,0.07825175398141099,35,101,29.19,50,14,5.7,32,348,61,12,217
6960,r4WUI,0.07560943085550906,45,128,27.07,64,17,16.54,70,206,52,29,110
6960,<9W4I,0.07358577820507008,45,192,42.37,36,36,-0.09,20,251,52,9,110
6960,NZVVI,0.07280413498135632,34,79,31.43,44,9,6.18,37,543,51,30,110
6960,r=WUI,0.07182228579418345,39,102,25.4,47,17,12.32,70,286,52,29,110
6960,rKWVI,0.07143720378458493,37,77,30.14,35,14,4.25,70,410,52,30,110
6960,=Sj7I,0.07108587446670704,34,112,29.53,46,15,6.96,21,481,68,11,110
6960,=djUI,0.06944000547138733,31,89,10.39,40,10,7.79,21,632,68,29,110
6960,H)a]l,0.06306558609051668,60,48,19.02,44,9,0.78,32,109,61,34,217
6960,1`WVI,0.06288205499557262,28,113,25.44,38,18,4.79,10,596,52,30,110
6960,GlQVI,0.06246880464105363,29,68,11.68,50,8,7.31,31,703,46,30,110
6960,=:jUI,0.06234290820773819,41,181,10.62,42,26,7.05,21,259,68,29,110
6960,=cj.6,0.06084185585159855,30,92,22.87,44,9,9.02,21,623,68,6,53
6960,Gl?VI,0.05558695459364488,30,69,10.07,33,9,5.66,31,703,30,30,110
6960,=Yj:I,0.05424765954056838,39,88,24.01,46,13,8.16,21,534,68,13,110
6960,=FjUI,0.052949066527453854,40,130,8.59,36,19,-0.31,21,366,68,29,110
7020,VKPOM,0.7901734653119713,37,90,56.11,30,13,-0.21,45,410,45,26,122
7020,G8)VI,0.2867336660113177,45,168,38.45,45,24,0.21,31,242,11,30,110
7020,=>jUI,0.20276260250547395,38,162,32.56,40,22,6.38,21,295,68,29,110
7020,=>jUI,0.20276260250547395,38,162,32.56,40,22,6.38,21,295,68,29,110
7020,Gl)Vw,0.17318066639732177,41,31,17.85,0,2,-2.46,31,703,11,30,250
7020,=Fjk6,0.1253699250874146,41,134,48.52,36,19,-0.31,21,366,68,43,53
7020,HedAl,0.12182174189249738,36,61,39.74,28,7,1.04,32,641,63,17,217
7020,GKPVI,0.09655193931192202,38,113,45.99,38,18,3.51,31,410,45,30,110
7020,=Cj7I,0.09578166806229149,37,145,42.22,47,19,-0.15,21,339,68,11,110
7020,r`W*I,0.0850865680101897,40,55,40.8,62,8,4.99,70,596,52,3,110
7020,.XVgI,0.0827082105358924,33,143,54.06,33,27,4.58,8,525,51,40,110
7020,>cCPI,0.08012718038268918,32,90,34.58,40,10,7.63,22,623,34,26,110
7020,N5VVI,0.07845352501330455,41,168,32.29,45,22,14.76,37,215,51,30,110
7020,HDa9l,0.07825175398141099,35,101,29.19,50,14,5.7,32,348,61,12,217
7020,r4WUI,0.07560943085550906,45,128,27.07,64,17,16.54,70,206,52,29,110
7020,<9W4I,0.07358577820507008,45,192,42.37,36,36,-0.09,20,251,52,9,110
7020,NZVVI,0.07280413498135632,34,79,31.43,44,9,6.18,37,543,51,30,110
7020,r=WUI,0.07182228579418345,39,102,25.4,47,17,12.32,70,286,52,29,110
7020,rKWVI,0.07143720378458493,37,77,30.14,35,14,4.25,70,410,52,30,110
7020,=Sj7I,0.07108587446670704,34,112,29.53,46,15,6.96,21,481,68,11,110
7020,=djUI,0.06944000547138733,31,89,10.39,40,10,7.79,21,632,68,29,110
7020,H)a]l,0.06306558609051668,60,48,19.02,44,9,0.78,32,109,61,34,217
7020,1`WVI,0.06288205499557262,28,113,25.44,38,18,4.79,10,596,52,30,110
7020,r9WgI,0.06271759502875952,42,117,26.44,57,19,17.11,70,251,52,40,110
7020,GlQVI,0.06246880464105363,29,68,11.68,50,8,7.31,31,703,46,30,110
7020,=:jUI,0.06234290820773819,41,181,10.62,42,26,7.05,21,259,68,29,110
7020,=cj.6,0.06084185585159855,30,92,22.87,44,9,9.02,21,623,68,6,53
7020,r>WgI,0.05969874602964,39,102,24.77,46,15,4.35,70,295,52,40,110
7020,r?WgI,0.05687360235149603,42,99,23.27,43,16,0.74,70,304,52,40,110
7020,Gl?VI,0.05558695459364488,30,69,10.07,33,9,5.66,31,703,30,30,110
7080,VKPOM,0.7901734653119713,37,90,56.11,30,13,-0.21,45,410,45,26,122
7080,G8)VI,0.2867336660113177,45,168,38.45,45,24,0.21,31,242,11,30,110
7080,=>jUI,0.20276260250547395,38,162,32.56,40,22,6.38,21,295,68,29,110
7080,Gl)Vw,0.17318066639732177,41,31,17.85,0,2,-2.46,31,703,11,30,250
7080,=Fjk6,0.1253699250874146,41,134,48.52,36,19,-0.31,21,366,68,43,53
7080,HedAl,0.12182174189249738,36,61,39.74,28,7,1.04,32,641,63,17,217
7080,GKPVI,0.09655193931192202,38,113,45.99,38,18,3.51,31,410,45,30,110
7080,=Cj7I,0.09578166806229149,37,145,42.22,47,19,-0.15,21,339,68,11,110
7080,NMLkI,0.08818464031992423,37,94,46.77,41,12,0.9,37,428,42,43,110
7080,r`W*I,0.0850865680101897,40,55,40.8,62,8,4.99,70,596,52,3,110
7080,.XVgI,0.0827082105358924,33,143,54.06,33,27,4.58,8,525,51,40,110
7080,>cCPI,0.08012718038268918,32,90,34.58,40,10,7.63,22,623,34,26,110
7080,N5VVI,0.07845352501330455,41,168,32.29,45,22,14.76,37,215,51,30,110
7080,HDa9l,0.07825175398141099,35,101,29.19,50,14,5.7,32,348,61,12,217
7080,r4WUI,0.07560943085550906,45,128,27.07,64,17,16.54,70,206,52,29,110
7080,<9W4I,0.07358577820507008,45,192,42.37,36,36,-0.09,20,251,52,9,110
7080,NZVVI,0.07280413498135632,34,79,31.43,44,9,6.18,37,543,51,30,110
7080,r=WUI,0.07182228579418345,39,102,25.4,47,17,12.32,70,286,52,29,110
7080,rKWVI,0.07143720378458493,37,77,30.14,35,14,4.25,70,410,52,30,110
7080,=Sj7I,0.07108587446670704,34,112,29.53,46,15,6.96,21,481,68,11,110
7080,=djUI,0.06944000547138733,31,89,10.39,40,10,7.79,21,632,68,29,110
7080,H)a]l,0.06306558609051668,60,48,19.02,44,9,0.78,32,109,61,34,217
7080,1`WVI,0.06288205499557262,28,113,25.44,38,18,4.79,10,596,52,30,110
7080,r9WgI,0.06271759502875952,42,117,26.44,57,19,17.11,70,251,52,40,110
7080,=:jUI,0.06234290820773819,41,181,10.62,42,26,7.05,21,259,68,29,110
7080,=cj.6,0.06084185585159855,30,92,22.87,44,9,9.02,21,623,68,6,53
7080,r>WgI,0.05969874602964,39,102,24.77,46,15,4.35,70,295,52,40,110
7080,Gl?VI,0.05558695459364488,30,69,10.07,33,9,5.66,31,703,30,30,110
7080,NcLkh,0.05325127655197941,40,37,33.53,50,4,2.64,37,623,42,43,204
7080,<cLkI,0.05299904594156148,29,88,25.07,36,11,9.78,20,623,42,43,110
7140,VKPOM,0.7901734653119713,37,90,56.11,30,13,-0.21,45,410,45,26,122
7140,G8)VI,0.2867336660113177,45,168,38.45,45,24,0.21,31,242,11,30,110
7140,=>jUI,0.20276260250547395,38,162,32.56,40,22,6.38,21,295,68,29,110
7140,Gl)Vw,0.17318066639732177,41,31,17.85,0,2,-2.46,31,703,11,30,250
7140,=Fjk6,0.1253699250874146,41,134,48.52,36,19,-0.31,21,366,68,43,53
7140,HedAl,0.12182174189249738,36,61,39.74,28,7,1.04,32,641,63,17,217
7140,GKPVI,0.09655193931192202,38,113,45.99,38,18,3.51,31,410,45,30,110
7140,=Cj7I,0.09578166806229149,37,145,42.22,47,19,-0.15,21,339,68,11,110
7140,r`W*I,0.0850865680101897,40,55,40.8,62,8,4.99,70,596,52,3,110
7140,.XVgI,0.0827082105358924,33,143,54.06,33,27,4.58,8,525,51,40,110
7140,>cCPI,0.08012718038268918,32,90,34.58,40,10,7.63,22,623,34,26,110
7140,HDa9l,0.07825175398141099,35,101,29.19,50,14,5.7,32,348,61,12,217
7140,r4WUI,0.07560943085550906,45,128,27.07,64,17,16.54,70,206,52,29,110
7140,<9W4I,0.07358577820507008,45,192,42.37,36,36,-0.09,20,251,52,9,110
7140,NZVVI,0.07280413498135632,34,79,31.43,44,9,6.18,37,543,51,30,110
7140,r=WUI,0.07182228579418345,39,102,25.4,47,17,12.32,70,286,52,29,110
7140,rKWVI,0.07143720378458493,37,77,30.14,35,14,4.25,70,410,52,30,110
7140,=Sj7I,0.07108587446670704,34,112,29.53,46,15,6.96,21,481,68,11,110
7140,=djUI,0.06944000547138733,31,89,10.39,40,10,7.79,21,632,68,29,110
7140,NYLsI,0.0688877023968999,37,81,37.07,40,10,8.04,37,534,42,48,110
7140,H)a]l,0.06306558609051668,60,48,19.02,44,9,0.78,32,109,61,34,217
7140,1`WVI,0.06288205499557262,28,113,25.44,38,18,4.79,10,596,52,30,110
7140,r9WgI,0.06271759502875952,42,117,26.44,57,19,17.11,70,251,52,40,110
7140,=:jUI,0.06234290820773819,41,181,10.62,42,26,7.05,21,259,68,29,110
7140,=cj.6,0.06084185585159855,30,92,22.87,44,9,9.02,21,623,68,6,53
7140,r>WgI,0.05969874602964,39,102,24.77,46,15,4.35,70,295,52,40,110
7140,N6LsI,0.0577932036790526,42,159,27.82,45,20,20.37,37,224,42,48,110
7140,NcLkh,0.05325127655197941,40,37,33.53,50,4,2.64,37,623,42,43,204
7140,<cLkI,0.05299904594156148,29,88,25.07,36,11,9.78,20,623,42,43,110
7140,=FjUI,0.052949066527453854,40,130,8.59,36,19,-0.31,21,366,68,29,110
7200,VKPOM,0.7901734653119713,37,90,56.11,30,13,-0.21,45,410,45,26,122
7200,N[L9I,0.3867945442066095,36,77,40.41,40,10,5.7,37,552,42,12,110
7200,N6L9I,0.28957864577771986,44,163,41.67,47,21,20.58,37,224,42,12,110
7200,N4L9I,0.24782851626286415,42,165,35.8,47,21,18.71,37,206,42,12,110
7200,N?L9I,0.21823390298323858,42,126,35.61,58,17,19.67,37,304,42,12,110
7200,N@L9I,0.2021432854074091,41,126,32.65,50,16,8.36,37,313,42,12,110
7200,N@L9I,0.2021432854074091,41,126,32.65,50,16,8.36,37,313,42,12,110
7200,NZL9I,0.20056366235612014,34,79,27.98,40,10,7.35,37,543,42,12,110
7200,Gl)Vw,0.17318066639732177,41,31,17.85,0,2,-2.46,31,703,11,30,250
7200,=Fjk6,0.1253699250874146,41,134,48.52,36,19,-0.31,21,366,68,43,53
7200,ElL9I,0.12224085310343921,30,69,23.16,33,9,8.42,29,703,42,12,110
7200,HedAl,0.12182174189249738,36,61,39.74,28,7,1.04,32,641,63,17,217
7200,GKPVI,0.09655193931192202,38,113,45.99,38,18,3.51,31,410,45,30,110
7200,=Cj7I,0.09578166806229149,37,145,42.22,47,19,-0.15,21,339,68,11,110
7200,r`W*I,0.0850865680101897,40,55,40.8,62,8,4.99,70,596,52,3,110
7200,.XVgI,0.0827082105358924,33,143,54.06,33,27,4.58,8,525,51,40,110
7200,>cCPI,0.08012718038268918,32,90,34.58,40,10,7.63,22,623,34,26,110
7200,HDa9l,0.07825175398141099,35,101,29.19,50,14,5.7,32,348,61,12,217
7200,r4WUI,0.07560943085550906,45,128,27.07,64,17,16.54,70,206,52,29,110
7200,<9W4I,0.07358577820507008,45,192,42.37,36,36,-0.09,20,251,52,9,110
7200,NZVVI,0.07280413498135632,34,79,31.43,44,9,6.18,37,543,51,30,110
7200,r=WUI,0.07182228579418345,39,102,25.4,47,17,12.32,70,286,52,29,110
7200,rKWVI,0.07143720378458493,37,77,30.14,35,14,4.25,70,410,52,30,110
7200,=Sj7I,0.07108587446670704,34,112,29.53,46,15,6.96,21,481,68,11,110
7200,=djUI,0.06944000547138733,31,89,10.39,40,10,7.79,21,632,68,29,110
7200,NYLsI,0.0688877023968999,37,81,37.07,40,10,8.04,37,534,42,48,110
7200,NQL9I,0.06811665995364911,31,87,7.45,46,13,0.68,37,463,42,12,110
7200,rlL9I,0.0655632120854665,41,51,10.58,33,6,5.4,70,703,42,12,110
7200,H)a]l,0.06306558609051668,60,48,19.02,44,9,0.78,32,109,61,34,217
7200,1`WVI,0.06288205499557262,28,113,25.44,38,18,4.79,10,596,52,30,110
7260,VKPOM,0.7901734653119713,37,90,56.11,30,13,-0.21,45,410,45,26,122
7260,N[L9I,0.3867945442066095,36,77,40.41,40,10,5.7,37,552,42,12,110
7260,N6L9I,0.28957864577771986,44,163,41.67,47,21,20.58,37,224,42,12,110
7260,N4L9I,0.24782851626286415,42,165,35.8,47,21,18.71,37,206,42,12,110
7260,N?L9I,0.21823390298323858,42,126,35.61,58,17,19.67,37,304,42,12,110
7260,N@L9I,0.2021432854074091,41,126,32.65,50,16,8.36,37,313,42,12,110
7260,N@L9I,0.2021432854074091,41,126,32.65,50,16,8.36,37,313,42,12,110
7260,NZL9I,0.20056366235612014,34,79,27.98,40,10,7.35,37,543,42,12,110
7260,Gl)Vw,0.17318066639732177,41,31,17.85,0,2,-2.46,31,703,11,30,250
7260,=Fjk6,0.1253699250874146,41,134,48.52,36,19,-0.31,21,366,68,43,53
7260,ElL9I,0.12224085310343921,30,69,23.16,33,9,8.42,29,703,42,12,110
7260,HedAl,0.12182174189249738,36,61,39.74,28,7,1.04,32,641,63,17,217
7260,GKPVI,0.09655193931192202,38,113,45.99,38,18,3.51,31,410,45,30,110
7260,=Cj7I,0.09578166806229149,37,145,42.22,47,19,-0.15,21,339,68,11,110
7260,NMLUI,0.08675465864228617,37,94,46.77,46,13,1.45,37,428,42,29,110
7260,r`W*I,0.0850865680101897,40,55,40.8,62,8,4.99,70,596,52,3,110
7260,.XVgI,0.0827082105358924,33,143,54.06,33,27,4.58,8,525,51,40,110
7260,>cCPI,0.08012718038268918,32,90,34.58,40,10,7.63,22,623,34,26,110
7260,r4WUI,0.07560943085550906,45,128,27.07,64,17,16.54,70,206,52,29,110
7260,<9W4I,0.07358577820507008,45,192,42.37,36,36,-0.09,20,251,52,9,110
7260,r=WUI,0.07182228579418345,39,102,25.4,47,17,12.32,70,286,52,29,110
7260,rKWVI,0.07143720378458493,37,77,30.14,35,14,4.25,70,410,52,30,110
7260,=Sj7I,0.07108587446670704,34,112,29.53,46,15,6.96,21,481,68,11,110
7260,=djUI,0.06944000547138733,31,89,10.39,40,10,7.79,21,632,68,29,110
7260,NYLUI,0.06914383077594749,37,81,37.07,40,10,8.04,37,534,42,29,110
7260,NYLsI,0.0688877023968999,37,81,37.07,40,10,8.04,37,534,42,48,110
7260,NPLUI,0.06808017623824264,35,87,35.64,50,12,5.92,37,454,42,29,110
7260,rlL9I,0.0655632120854665,41,51,10.58,33,6,5.4,70,703,42,12,110
7260,H)a]l,0.06306558609051668,60,48,19.02,44,9,0.78,32,109,61,34,217
7260,1`WVI,0.06288205499557262,28,113,25.44,38,18,4.79,10,596,52,30,110
7320,VKPOM,0.7901734653119713,37,90,56.11,30,13,-0.21,45,410,45,26,122
7320,N[L9I,0.3867945442066095,36,77,40.41,40,10,5.7,37,552,42,12,110
7320,N6L9I,0.28957864577771986,44,163,41.67,47,21,20.58,37,224,42,12,110
7320,N?L9I,0.21823390298323858,42,126,35.61,58,17,19.67,37,304,42,12,110
7320,N@L9I,0.2021432854074091,41,126,32.65,50,16,8.36,37,313,42,12,110
7320,N@L9I,0.2021432854074091,41,126,32.65,50,16,8.36,37,313,42,12,110
7320,NZL9I,0.20056366235612014,34,79,27.98,40,10,7.35,37,543,42,12,110
7320,Gl)Vw,0.17318066639732177,41,31,17.85,0,2,-2.46,31,703,11,30,250
7320,=Fjk6,0.1253699250874146,41,134,48.52,36,19,-0.31,21,366,68,43,53
7320,@eCUI,0.12522318457342174,33,87,49.75,36,11,6.19,24,641,34,29,110
7320,ElL9I,0.12224085310343921,30,69,23.16,33,9,8.42,29,703,42,12,110
7320,HedAl,0.12182174189249738,36,61,39.74,28,7,1.04,32,641,63,17,217
7320,GKPVI,0.09655193931192202,38,113,45.99,38,18,3.51,31,410,45,30,110
7320,=Cj7I,0.09578166806229149,37,145,42.22,47,19,-0.15,21,339,68,11,110
7320,@<CUI,0.09446376081161566,41,162,35.06,40,22,13.74,24,277,34,29,110
7320,NMLUI,0.08675465864228617,37,94,46.77,46,13,1.45,37,428,42,29,110
7320,r`W*I,0.0850865680101897,40,55,40.8,62,8,4.99,70,596,52,3,110
7320,.XVgI,0.0827082105358924,33,143,54.06,33,27,4.58,8,525,51,40,110
7320,>cCPI,0.08012718038268918,32,90,34.58,40,10,7.63,22,623,34,26,110
7320,r4WUI,0.07560943085550906,45,128,27.07,64,17,16.54,70,206,52,29,110
7320,<9W4I,0.07358577820507008,45,192,42.37,36,36,-0.09,20,251,52,9,110
7320,r=WUI,0.07182228579418345,39,102,25.4,47,17,12.32,70,286,52,29,110
7320,rKWVI,0.07143720378458493,37,77,30.14,35,14,4.25,70,410,52,30,110
7320,=Sj7I,0.07108587446670704,34,112,29.53,46,15,6.96,21,481,68,11,110
7320,=djUI,0.06944000547138733,31,89,10.39,40,10,7.79,21,632,68,29,110
7320,NYLUI,0.06914383077594749,37,81,37.07,40,10,8.04,37,534,42,29,110
7320,NYLsI,0.0688877023968999,37,81,37.07,40,10,8.04,37,534,42,48,110
7320,NPLUI,0.06808017623824264,35,87,35.64,50,12,5.92,37,454,42,29,110
7320,rlL9I,0.0655632120854665,41,51,10.58,33,6,5.4,70,703,42,12,110
7320,H)a]l,0.06306558609051668,60,48,19.02,44,9,0.78,32,109,61,34,217
7380,VKPOM,0.7901734653119713,37,90,56.11,30,13,-0.21,45,410,45,26,122
7380,N[L9I,0.3867945442066095,36,77,40.41,40,10,5.7,37,552,42,12,110
7380,N6L9I,0.28957864577771986,44,163,41.67,47,21,20.58,37,224,42,12,110
7380,N?L9I,0.21823390298323858,42,126,35.61,58,17,19.67,37,304,42,12,110
7380,N@L9I,0.2021432854074091,41,126,32.65,50,16,8.36,37,313,42,12,110
7380,N@L9I,0.2021432854074091,41,126,32.65,50,16,8.36,37,313,42,12,110
7380,NZL9I,0.20056366235612014,34,79,27.98,40,10,7.35,37,543,42,12,110
7380,Gl)Vw,0.17318066639732177,41,31,17.85,0,2,-2.46,31,703,11,30,250
7380,=Fjk6,0.1253699250874146,41,134,48.52,36,19,-0.31,21,366,68,43,53
7380,@eCUI,0.12522318457342174,33,87,49.75,36,11,6.19,24,641,34,29,110
7380,ElL9I,0.12224085310343921,30,69,23.16,33,9,8.42,29,703,42,12,110
7380,HedAl,0.12182174189249738,36,61,39.74,28,7,1.04,32,641,63,17,217
7380,=Cj7I,0.09578166806229149,37,145,42.22,47,19,-0.15,21,339,68,11,110
7380,@<CUI,0.09446376081161566,41,162,35.06,40,22,13.74,24,277,34,29,110
7380,NMLUI,0.08675465864228617,37,94,46.77,46,13,1.45,37,428,42,29,110
7380,r`W*I,0.0850865680101897,40,55,40.8,62,8,4.99,70,596,52,3,110
7380,.XVgI,0.0827082105358924,33,143,54.06,33,27,4.58,8,525,51,40,110
7380,>cCPI,0.08012718038268918,32,90,34.58,40,10,7.63,22,623,34,26,110
7380,r4WUI,0.07560943085550906,45,128,27.07,64,17,16.54,70,206,52,29,110
7380,<9W4I,0.07358577820507008,45,192,42.37,36,36,-0.09,20,251,52,9,110
7380,r=WUI,0.07182228579418345,39,102,25.4,47,17,12.32,70,286,52,29,110
7380,rKWVI,0.07143720378458493,37,77,30.14,35,14,4.25,70,410,52,30,110
7380,=Sj7I,0.07108587446670704,34,112,29.53,46,15,6.96,21,481,68,11,110
7380,=djUI,0.06944000547138733,31,89,10.39,40,10,7.79,21,632,68,29,110
7380,NYLUI,0.06914383077594749,37,81,37.07,40,10,8.04,37,534,42,29,110
7380,NYLsI,0.0688877023968999,37,81,37.07,40,10,8.04,37,534,42,48,110
7380,NPLUI,0.06808017623824264,35,87,35.64,50,12,5.92,37,454,42,29,110
7380,rlL9I,0.0655632120854665,41,51,10.58,33,6,5.4,70,703,42,12,110
7380,H)a]l,0.06306558609051668,60,48,19.02,44,9,0.78,32,109,61,34,217
7380,1`WVI,0.06288205499557262,28,113,25.44,38,18,4.79,10,596,52,30,110
7440,VKPOM,0.7901734653119713,37,90,56.11,30,13,-0.21,45,410,45,26,122
7440,N[L9I,0.3867945442066095,36,77,40.41,40,10,5.7,37,552,42,12,110
7440,N6L9I,0.28957864577771986,44,163,41.67,47,21,20.58,37,224,42,12,110
7440,N?L9I,0.21823390298323858,42,126,35.61,58,17,19.67,37,304,42,12,110
7440,N@L9I,0.2021432854074091,41,126,32.65,50,16,8.36,37,313,42,12,110
7440,N@L9I,0.2021432854074091,41,126,32.65,50,16,8.36,37,313,42,12,110
7440,=Fjk6,0.1253699250874146,41,134,48.52,36,19,-0.31,21,366,68,43,53
7440,@eCUI,0.12522318457342174,33,87,49.75,36,11,6.19,24,641,34,29,110
7440,HedAl,0.12182174189249738,36,61,39.74,28,7,1.04,32,641,63,17,217
7440,=Cj7I,0.09578166806229149,37,145,42.22,47,19,-0.15,21,339,68,11,110
7440,@<CUI,0.09446376081161566,41,162,35.06,40,22,13.74,24,277,34,29,110
7440,NMLUI,0.08675465864228617,37,94,46.77,46,13,1.45,37,428,42,29,110
7440,r`W*I,0.0850865680101897,40,55,40.8,62,8,4.99,70,596,52,3,110
7440,.XVgI,0.0827082105358924,33,143,54.06,33,27,4.58,8,525,51,40,110
7440,>cCPI,0.08012718038268918,32,90,34.58,40,10,7.63,22,623,34,26,110
7440,r4WUI,0.07560943085550906,45,128,27.07,64,17,16.54,70,206,52,29,110
7440,<9W4I,0.07358577820507008,45,192,42.37,36,36,-0.09,20,251,52,9,110
7440,r=WUI,0.07182228579418345,39,102,25.4,47,17,12.32,70,286,52,29,110
7440,rKWVI,0.07143720378458493,37,77,30.14,35,14,4.25,70,410,52,30,110
7440,=Sj7I,0.07108587446670704,34,112,29.53,46,15,6.96,21,481,68,11,110
7440,=djUI,0.06944000547138733,31,89,10.39,40,10,7.79,21,632,68,29,110
7440,NYLUI,0.06914383077594749,37,81,37.07,40,10,8.04,37,534,42,29,110
7440,NYLsI,0.0688877023968999,37,81,37.07,40,10,8.04,37,534,42,48,110
7440,NPLUI,0.06808017623824264,35,87,35.64,50,12,5.92,37,454,42,29,110
7440,rlL9I,0.0655632120854665,41,51,10.58,33,6,5.4,70,703,42,12,110
7440,H)a]l,0.06306558609051668,60,48,19.02,44,9,0.78,32,109,61,34,217
7440,1`WVI,0.06288205499557262,28,113,25.44,38,18,4.79,10,596,52,30,110
7440,=:jUI,0.06234290820773819,41,181,10.62,42,26,7.05,21,259,68,29,110
7440,N^L9I,0.0621101201396767,32,73,7.61,40,10,7.18,37,578,42,12,110
7440,NYL:\,0.053969985311277065,36,79,33.52,40,10,8.04,37,534,42,13,168
7500,VKPOM,0.7901734653119713,37,90,56.11,30,13,-0.21,45,410,45,26,122
7500,N[L9I,0.3867945442066095,36,77,40.41,40,10,5.7,37,552,42,12,110
7500,N6L9I,0.28957864577771986,44,163,41.67,47,21,20.58,37,224,42,12,110
7500,N?L9I,0.21823390298323858,42,126,35.61,58,17,19.67,37,304,42,12,110
7500,N@L9I,0.2021432854074091,41,126,32.65,50,16,8.36,37,313,42,12,110
7500,N@L9I,0.2021432854074091,41,126,32.65,50,16,8.36,37,313,42,12,110
7500,@eCUI,0.12522318457342174,33,87,49.75,36,11,6.19,24,641,34,29,110
7500,=Cj7I,0.09578166806229149,37,145,42.22,47,19,-0.15,21,339,68,11,110
7500,@<CUI,0.09446376081161566,41,162,35.06,40,22,13.74,24,277,34,29,110
7500,NMLUI,0.08675465864228617,37,94,46.77,46,13,1.45,37,428,42,29,110
7500,r`W*I,0.0850865680101897,40,55,40.8,62,8,4.99,70,596,52,3,110
7500,.XVgI,0.0827082105358924,33,143,54.06,33,27,4.58,8,525,51,40,110
7500,>cCPI,0.08012718038268918,32,90,34.58,40,10,7.63,22,623,34,26,110
7500,r4WUI,0.07560943085550906,45,128,27.07,64,17,16.54,70,206,52,29,110
7500,<9W4I,0.07358577820507008,45,192,42.37,36,36,-0.09,20,251,52,9,110
7500,r=WUI,0.07182228579418345,39,102,25.4,47,17,12.32,70,286,52,29,110
7500,rKWVI,0.07143720378458493,37,77,30.14,35,14,4.25,70,410,52,30,110
7500,=Sj7I,0.07108587446670704,34,112,29.53,46,15,6.96,21,481,68,11,110
7500,=djUI,0.06944000547138733,31,89,10.39,40,10,7.79,21,632,68,29,110
7500,NYLUI,0.06914383077594749,37,81,37.07,40,10,8.04,37,534,42,29,110
7500,NYLsI,0.0688877023968999,37,81,37.07,40,10,8.04,37,534,42,48,110
7500,NPLUI,0.06808017623824264,35,87,35.64,50,12,5.92,37,454,42,29,110
7500,rlL9I,0.0655632120854665,41,51,10.58,33,6,5.4,70,703,42,12,110
7500,H)a]l,0.06306558609051668,60,48,19.02,44,9,0.78,32,109,61,34,217
7500,1`WVI,0.06288205499557262,28,113,25.44,38,18,4.79,10,596,52,30,110
7500,=:jUI,0.06234290820773819,41,181,10.62,42,26,7.05,21,259,68,29,110
7500,@dCUI,0.053763445051076005,29,88,17.85,40,10,7.05,24,632,34,29,110
7500,<cLkI,0.05299904594156148,29,88,25.07,36,11,9.78,20,623,42,43,110
7500,=c>k6,0.05287273204429318,28,95,21.39,40,10,7.47,21,623,29,43,53
7500,.-VgI,0.05265246481460887,38,421,31.1,28,76,-10.13,8,144,51,40,110
7560,VKPOM,0.7901734653119713,37,90,56.11,30,13,-0.21,45,410,45,26,122
7560,N6L9I,0.28957864577771986,44,163,41.67,47,21,20.58,37,224,42,12,110
7560,N?L9I,0.21823390298323858,42,126,35.61,58,17,19.67,37,304,42,12,110
7560,N@L9I,0.2021432854074091,41,126,32.65,50,16,8.36,37,313,42,12,110
7560,N@L9I,0.2021432854074091,41,126,32.65,50,16,8.36,37,313,42,12,110
7560,@eCUI,0.12522318457342174,33,87,49.75,36,11,6.19,24,641,34,29,110
7560,=Kj:/,0.09964800853305048,34,116,45.79,52,19,7.53,21,410,68,13,31
7560,=Cj7I,0.09578166806229149,37,145,42.22,47,19,-0.15,21,339,68,11,110
7560,@<CUI,0.09446376081161566,41,162,35.06,40,22,13.74,24,277,34,29,110
7560,NMLUI,0.08675465864228617,37,94,46.77,46,13,1.45,37,428,42,29,110
7560,r`W*I,0.0850865680101897,40,55,40.8,62,8,4.99,70,596,52,3,110
7560,.XVgI,0.0827082105358924,33,143,54.06,33,27,4.58,8,525,51,40,110
7560,=Lj:/,0.08124321028058887,35,118,35.18,50,20,6.67,21,419,68,13,31
7560,r4WUI,0.07560943085550906,45,128,27.07,64,17,16.54,70,206,52,29,110
7560,<9W4I,0.07358577820507008,45,192,42.37,36,36,-0.09,20,251,52,9,110
7560,*lj:/,0.07274386730818584,25,162,26.5,34,23,4.09,4,703,68,13,31
