'Pair','TF','Dna','StartDate','EndDate','TotalTrades','TotalNetProfit','Max.DD','AnnualProfit','Winrate','Sharpe','Calmar','WinningStrike','LosingStrike','LargestWinning','LargestLosing','Num.ofWins','Num.ofLoses','MarketChange'
'LUNA-USD','5m','LUNA-USD','2021-08-01','2021-09-26','86','-34.55','-38.16',-93,'33','-7.21','-2.45','4','7',495,-530,'28','58','258.16'
'RAY-USD','5m','RAY-USD','2021-08-01','2021-09-26','67','-15.49','-26.92',-66,'36','-2.39','-2.45','3','6',496,-685,'24','43','181.09'
'COMP-USD','5m','COMP-USD','2021-08-01','2021-09-26','74','-9.33','-18.95',-47,'31','-1.16','-2.46','2','7',807,-351,'23','51','-18.71'
'STORJ-USD','5m','STORJ-USD','2021-08-01','2021-09-26','78','-11.15','-21.56',-53,'35','-2.23','-2.46','2','6',693,-252,'27','51','4.85'
'DODO-USD','5m','DODO-USD','2021-08-01','2021-09-26','88','-30.14','-36.15',-90,'33','-3.65','-2.49','3','8',833,-355,'29','59','-1.02'
'AMPL-USD','5m','AMPL-USD','2021-08-01','2021-09-26','99','-38.15','-38.15',-95,'26','-11.15','-2.5','3','11',152,-266,'26','73','-4.8'
'CREAM-USD','5m','CREAM-USD','2021-08-01','2021-09-26','96','-32.65','-36.72',-92,'25','-7.76','-2.51','2','13',424,-199,'24','72','-24.56'
'THETA-USD','5m','THETA-USD','2021-08-01','2021-09-26','80','-9.16','-17.99',-46,'35','-1.37','-2.55','2','8',568,-352,'28','52','-16.38'
'SKL-USD','5m','SKL-USD','2021-08-01','2021-09-26','83','-11.18','-20.83',-53,'36','-1.51','-2.55','5','7',684,-426,'30','53','20.33'
'ENJ-USD','5m','ENJ-USD','2021-08-01','2021-09-26','60','-12.88','-22.89',-59,'35','-2.74','-2.56','6','15',441,-200,'21','39','-7.37'
'WAVES-USD','5m','WAVES-USD','2021-08-01','2021-09-26','82','-22.27','-31.08',-80,'30','-4.18','-2.58','3','10',624,-305,'25','57','46.28'
'CHZ-USD','5m','CHZ-USD','2021-08-01','2021-09-26','59','-26.36','-32.86',-86,'25','-6.59','-2.61','3','18',295,-294,'15','44','0.22'
'SECO-USD','5m','SECO-USD','2021-08-01','2021-09-26','72','-11.13','-20.25',-53,'38','-1.66','-2.62','4','6',575,-345,'27','45','176.02'
'PROM-USD','5m','PROM-USD','2021-08-01','2021-09-26','77','-19.95','-28.56',-76,'27','-1.31','-2.66','3','10',2277,-609,'21','56','26.65'
'YFI-USD','5m','YFI-USD','2021-08-01','2021-09-26','77','-19.16','-27.62',-74,'27','-4.3','-2.69','3','9',560,-181,'21','56','-8.88'
'DOT-USD','5m','DOT-USD','2021-08-01','2021-09-26','80','-13.5','-22.14',-60,'36','-1.92','-2.73','5','14',739,-245,'29','51','77.95'
'MATIC-USD','5m','MATIC-USD','2021-08-01','2021-09-26','67','-22.92','-29.56',-81,'33','-4.85','-2.74','4','8',418,-274,'22','45','3.85'
'DAWN-USD','5m','DAWN-USD','2021-08-01','2021-09-26','92','-21.27','-28.54',-78,'28','-4.03','-2.75','2','10',494,-246,'26','66','-28.63'
'ALGO-USD','5m','ALGO-USD','2021-08-01','2021-09-26','80','-33.22','-33.37',-92,'34','-7.01','-2.77','3','11',265,-254,'27','53','105.99'
'ALPHA-USD','5m','ALPHA-USD','2021-08-01','2021-09-26','67','-15.49','-23.85',-66,'33','-2.51','-2.77','7','8',741,-329,'22','45','33.88'
'FLOW-USD','5m','FLOW-USD','2021-08-01','2021-09-26','96','-22.77','-29.04',-81,'32','-3.69','-2.78','4','9',648,-216,'31','65','-31.0'
'PUNDIX-USD','5m','PUNDIX-USD','2021-08-01','2021-09-26','79','-9.53','-16.9',-47,'35','-1.62','-2.8','3','7',852,-438,'28','51','-13.83'
'AR-USD','5m','AR-USD','2021-08-01','2021-09-26','83','-23.71','-29.21',-82,'37','-2.68','-2.82','3','9',1114,-459,'31','52','284.7'
'ZEC-USD','5m','ZEC-USD','2021-08-01','2021-09-26','65','-13.08','-20.84',-59,'35','-2.58','-2.84','3','8',366,-225,'23','42','-0.57'
'YFII-USD','5m','YFII-USD','2021-08-01','2021-09-26','77','-11.66','-19.31',-55,'36','-1.45','-2.84','3','6',630,-457,'28','49','14.46'
'ROOK-USD','5m','ROOK-USD','2021-08-01','2021-09-26','75','-14.26','-22.09',-63,'40','-2.43','-2.84','4','10',614,-251,'30','45','-10.9'
'MTA-USD','5m','MTA-USD','2021-08-01','2021-09-26','93','-31.37','-31.72',-91,'33','-7.22','-2.87','3','10',532,-243,'31','62','-19.04'
'FLM-USD','5m','FLM-USD','2021-08-01','2021-09-26','98','-29.22','-31.02',-89,'34','-5.4','-2.87','2','7',657,-248,'33','65','-3.65'
'KSM-USD','5m','KSM-USD','2021-08-01','2021-09-26','81','-21.87','-27.56',-79,'28','-2.55','-2.88','3','7',1296,-348,'23','58','64.76'
'HOLY-USD','5m','HOLY-USD','2021-08-01','2021-09-26','117','-31.55','-31.55',-91,'26','-5.65','-2.89','2','8',789,-297,'30','87','137.74'
'ORBS-USD','5m','ORBS-USD','2021-08-01','2021-09-26','77','-25.29','-29.07',-85,'27','-5.11','-2.91','3','10',361,-280,'21','56','24.08'
'FIDA-USD','5m','FIDA-USD','2021-08-01','2021-09-26','72','-17.42','-24.11',-71,'36','-3.34','-2.93','5','6',392,-239,'26','46','189.43'
'TRX-USD','5m','TRX-USD','2021-08-01','2021-09-26','84','-19.77','-25.49',-76,'31','-4.73','-2.96','2','8',466,-226,'26','58','41.46'
'ATOM-USD','5m','ATOM-USD','2021-08-01','2021-09-26','59','-29.49','-30.07',-89,'31','-4.79','-2.97','5','10',437,-228,'18','41','212.87'
'BNT-USD','5m','BNT-USD','2021-08-01','2021-09-26','91','-18.76','-24.66',-74,'31','-4.01','-2.98','3','9',612,-167,'28','63','-2.03'
'TRYB-USD','5m','TRYB-USD','2021-08-01','2021-09-26','23','-1.61','-3.3',-10,'22','-1.46','-2.98','2','12',111,-79,'5','18','-5.79'
'CEL-USD','5m','CEL-USD','2021-08-01','2021-09-26','105','-30.11','-30.11',-90,'21','-8.17','-2.99','2','11',190,-276,'22','83','-19.26'
'DEFI-USD','5m','DEFI-USD','2021-08-01','2021-09-26','74','-18.16','-23.99',-72,'30','-3.51','-3.01','2','10',450,-212,'22','52','26.24'
'UNI-USD','5m','UNI-USD','2021-08-01','2021-09-26','84','-12.67','-19.13',-58,'36','-2.29','-3.03','4','5',564,-235,'30','54','-10.42'
'EOS-USD','5m','EOS-USD','2021-08-01','2021-09-26','72','-16.93','-22.47',-70,'28','-2.49','-3.09','2','9',818,-236,'20','52','-1.49'
'REEF-USD','5m','REEF-USD','2021-08-01','2021-09-26','70','-17.07','-22.51',-70,'34','-3.22','-3.1','3','4',634,-232,'24','46','21.18'
'STMX-USD','5m','STMX-USD','2021-08-01','2021-09-26','82','-21.74','-25.45',-79,'30','-2.84','-3.11','3','7',711,-232,'25','57','7.12'
'ALT-USD','5m','ALT-USD','2021-08-01','2021-09-26','77','-27.1','-27.73',-87,'26','-7.42','-3.13','2','8',396,-211,'20','57','29.18'
'DENT-USD','5m','DENT-USD','2021-08-01','2021-09-26','66','-14.91','-20.51',-64,'33','-2.42','-3.14','5','7',820,-452,'22','44','66.33'
'HUM-USD','5m','HUM-USD','2021-08-01','2021-09-26','94','-16.27','-21.65',-68,'35','-2.35','-3.14','4','8',675,-238,'33','61','12.87'
'MVDA10-USD','5m','MVDA10-USD','2021-08-01','2021-09-26','93','-7.88','-12.99',-41,'32','-1.55','-3.15','6','7',519,-195,'30','63','19.18'
'RSR-USD','5m','RSR-USD','2021-08-01','2021-09-26','71','-27.43','-27.53',-87,'32','-5.93','-3.17','4','8',432,-260,'23','48','-1.15'
'FTM-USD','5m','FTM-USD','2021-08-01','2021-09-26','68','-18.87','-23.2',-74,'38','-2.87','-3.18','2','9',809,-1114,'26','42','385.12'
'NEO-USD','5m','NEO-USD','2021-08-01','2021-09-26','80','-15.84','-20.99',-67,'29','-2.22','-3.18','3','7',600,-218,'23','57','-14.81'
'HOT-USD','5m','HOT-USD','2021-08-01','2021-09-26','76','-17.06','-21.71',-70,'39','-2.77','-3.21','4','4',753,-329,'30','46','26.08'
'MER-USD','5m','MER-USD','2021-08-01','2021-09-26','53','-10.09','-15.38',-49,'28','-2.14','-3.21','3','9',426,-186,'15','38','21.64'
'SNX-USD','5m','SNX-USD','2021-08-01','2021-09-26','63','-9.7','-14.8',-48,'30','-1.31','-3.24','3','11',1177,-344,'19','44','0.52'
'KNC-USD','5m','KNC-USD','2021-08-01','2021-09-26','71','-17.7','-21.95',-71,'27','-2.65','-3.25','2','10',1120,-263,'19','52','-12.03'
'UNISWAP-USD','5m','UNISWAP-USD','2021-08-01','2021-09-26','92','-22.92','-24.98',-81,'25','-4.45','-3.25','3','8',766,-171,'23','69','78.37'
'LEO-USD','5m','LEO-USD','2021-08-01','2021-09-26','75','-23.31','-25.12',-82,'21','-7.74','-3.25','3','24',226,-233,'16','59','-7.11'
'ETC-USD','5m','ETC-USD','2021-08-01','2021-09-26','68','-10.92','-16.06',-52,'35','-1.85','-3.26','3','7',620,-233,'24','44','-7.96'
'BTT-USD','5m','BTT-USD','2021-08-01','2021-09-26','83','-12.61','-17.37',-58,'34','-2.38','-3.33','3','6',726,-281,'28','55','13.94'
'SUSHI-USD','5m','SUSHI-USD','2021-08-01','2021-09-26','78','-14.19','-18.49',-62,'37','-1.86','-3.38','4','7',1064,-291,'29','49','7.17'
'SC-USD','5m','SC-USD','2021-08-01','2021-09-26','67','-17.27','-20.67',-70,'33','-4.16','-3.4','3','6',343,-205,'22','45','-17.86'
'EGLD-USD','5m','EGLD-USD','2021-08-01','2021-09-26','64','-11.75','-16.14',-55,'34','-2.68','-3.41','3','10',505,-282,'22','42','151.35'
'VET-USD','5m','VET-USD','2021-08-01','2021-09-26','77','-24.2','-24.22',-83,'34','-6.36','-3.43','2','5',386,-251,'26','51','0.37'
'SAND-USD','5m','SAND-USD','2021-08-01','2021-09-26','74','-18.12','-20.05',-72,'28','-2.18','-3.6','4','13',785,-228,'21','53','4.25'
'HBAR-USD','5m','HBAR-USD','2021-08-01','2021-09-26','76','-17.14','-19.37',-70,'36','-2.84','-3.61','5','6',478,-208,'27','49','59.85'
'TOMO-USD','5m','TOMO-USD','2021-08-01','2021-09-26','73','-17.5','-19.43',-71,'41','-2.79','-3.64','5','6',702,-359,'30','43','-20.88'
'BSV-USD','5m','BSV-USD','2021-08-01','2021-09-26','66','-10.11','-13.57',-49,'30','-1.96','-3.65','3','6',618,-180,'20','46','-4.55'
'SHIB-USD','5m','SHIB-USD','2021-08-01','2021-09-26','62','-19.17','-20.05',-74,'27','-3.18','-3.71','3','8',730,-236,'17','45','17.12'
'ZIL-USD','5m','ZIL-USD','2021-08-01','2021-09-26','74','-16.3','-18.3',-68,'39','-2.89','-3.72','5','6',833,-225,'29','45','0.41'
'1INCH-USD','5m','1INCH-USD','2021-08-01','2021-09-26','72','-13.61','-16.23',-61,'40','-2.76','-3.75','4','6',270,-230,'29','43','4.7'
'AUDIO-USD','5m','AUDIO-USD','2021-08-01','2021-09-26','68','-17.27','-18.49',-70,'41','-3.15','-3.8','4','9',642,-394,'28','40','78.83'
'HNT-USD','5m','HNT-USD','2021-08-01','2021-09-26','71','-16.13','-17.61',-68,'39','-2.02','-3.84','7','14',767,-308,'28','43','27.13'
'SXP-USD','5m','SXP-USD','2021-08-01','2021-09-26','75','-19.35','-19.35',-75,'28','-2.3','-3.86','3','10',759,-335,'21','54','-1.97'
'GRT-USD','5m','GRT-USD','2021-08-01','2021-09-26','81','-15.91','-16.5',-67,'36','-2.81','-4.06','3','7',781,-392,'29','52','9.37'
'MVDA25-USD','5m','MVDA25-USD','2021-08-01','2021-09-26','87','-12.45','-13.6',-57,'33','-2.69','-4.21','3','9',691,-205,'29','58','37.97'
'XAUT-USD','5m','XAUT-USD','2021-08-01','2021-09-26','16','-3.65','-4.34',-21,'6','-4.8','-4.88','1','12',127,-97,'1','15','-3.7'
'BRZ-USD','5m','BRZ-USD','2021-08-01','2021-09-26','28','-3.62','-3.85',-21,'18','-3.11','-5.46','2','8',75,-74,'5','23','-2.44'
