'Time','ETH-USDT','NEO-USDT','QTUM-USDT','LTC-USDT','ETC-USDT','TRX-USDT','FIL-USDT','LINK-USDT','ADA-USDT','Mean'
'24/08/2021',2.138,1.902,1.902,1.902,1.902,1.902,2.142,1.902,2.05,1.971,0.167,-0.069,-0.069,-0.069,-0.069,-0.069,0.171,-0.069,0.079,1.236,1.0,1.0,1.0,1.0,1.0,1.24,1.0,1.148,9.624
'25/08/2021',2.12,1.902,2.138,2.138,2.138,2.138,2.138,2.138,2.05,2.1,0.02,-0.198,0.038,0.038,0.038,0.038,0.038,0.038,-0.05,1.218,1.0,1.236,1.236,1.236,1.236,1.236,1.236,1.148,10.782
'26/08/2021',2.12,2.12,2.12,2.12,2.12,2.12,2.138,2.12,2.12,2.122,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,0.016,-0.002,-0.002,1.0,1.0,1.0,1.0,1.0,1.0,1.018,1.0,1.0,9.018
'27/08/2021',2.153,2.12,1.948,2.12,1.948,2.12,2.138,1.948,1.948,2.049,0.104,0.071,-0.101,0.071,-0.101,0.071,0.089,-0.101,-0.101,1.205,1.172,1.0,1.172,1.0,1.172,1.19,1.0,1.0,9.911
'28/08/2021',2.027,2.12,1.948,2.153,1.948,2.153,2.138,1.948,2.153,2.065,-0.038,0.055,-0.117,0.088,-0.117,0.088,0.073,-0.117,0.088,1.079,1.172,1.0,1.205,1.0,1.205,1.19,1.0,1.205,10.056
'29/08/2021',1.926,2.027,2.027,2.153,2.027,2.153,2.027,1.948,2.027,2.035,-0.109,-0.008,-0.008,0.118,-0.008,0.118,-0.008,-0.087,-0.008,1.0,1.101,1.101,1.227,1.101,1.227,1.101,1.022,1.101,9.981
'30/08/2021',1.646,1.926,2.027,1.926,2.027,2.153,1.926,1.926,2.027,1.954,-0.308,-0.028,0.073,-0.028,0.073,0.199,-0.028,-0.028,0.073,1.0,1.28,1.381,1.28,1.381,1.507,1.28,1.28,1.381,11.77
'31/08/2021',1.599,1.646,2.027,1.646,1.646,1.646,1.646,1.646,1.646,1.683,-0.084,-0.037,0.344,-0.037,-0.037,-0.037,-0.037,-0.037,-0.037,1.0,1.047,1.428,1.047,1.047,1.047,1.047,1.047,1.047,9.757
'01/09/2021',1.271,1.599,1.599,1.599,1.599,1.599,1.599,1.599,1.599,1.563,-0.292,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,1.0,1.328,1.328,1.328,1.328,1.328,1.328,1.328,1.328,11.624
'02/09/2021',1.271,1.271,1.271,1.271,1.271,1.271,1.271,1.599,1.271,1.308,-0.037,-0.037,-0.037,-0.037,-0.037,-0.037,-0.037,0.291,-0.037,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.328,1.0,9.328
'03/09/2021',1.271,1.623,1.271,1.623,1.623,1.623,1.271,1.599,1.623,1.503,-0.232,0.12,-0.232,0.12,0.12,0.12,-0.232,0.096,0.12,1.0,1.352,1.0,1.352,1.352,1.352,1.0,1.328,1.352,11.088
'04/09/2021',1.639,1.623,1.558,1.558,1.558,1.623,1.271,1.558,1.623,1.557,0.082,0.066,0.001,0.001,0.001,0.066,-0.286,0.001,0.066,1.368,1.352,1.287,1.287,1.287,1.352,1.0,1.287,1.352,11.572
'05/09/2021',1.528,1.639,1.639,1.558,1.639,1.639,1.271,1.639,1.639,1.577,-0.049,0.062,0.062,-0.019,0.062,0.062,-0.306,0.062,0.062,1.257,1.368,1.368,1.287,1.368,1.368,1.0,1.368,1.368,11.752
'06/09/2021',1.528,1.639,1.639,1.528,1.528,1.528,1.528,1.528,1.639,1.565,-0.037,0.074,0.074,-0.037,-0.037,-0.037,-0.037,-0.037,0.074,1.0,1.111,1.111,1.0,1.0,1.0,1.0,1.0,1.111,9.333
'07/09/2021',1.539,1.639,1.639,1.711,1.528,1.711,1.528,1.528,1.711,1.615,-0.076,0.024,0.024,0.096,-0.087,0.096,-0.087,-0.087,0.096,1.011,1.111,1.111,1.183,1.0,1.183,1.0,1.0,1.183,9.782
'08/09/2021',1.66,1.539,1.539,1.711,1.539,1.539,1.528,1.528,1.539,1.569,0.091,-0.03,-0.03,0.142,-0.03,-0.03,-0.041,-0.041,-0.03,1.132,1.011,1.011,1.183,1.011,1.011,1.0,1.0,1.011,9.37
