'Pair','TF','StartDate','EndDate','TotalTrades','TotalNetProfit','Max.DD','AnnualProfit','Winrate','Sharpe','Calmar','WinningStrike','LosingStrike','LargestWinning','LargestLosing','Num.ofWins','Num.ofLosses','MarketChange'
'AAVE-USDT','5m','2021-05-27','2021-06-16','29','4.01','-7.2',258,'41','2.62','35.86','2','4',349,-284,'12','17','-24.81'
'AAVE-USDT','5m','2021-07-30','2021-08-19','25','5.24','-7.03',234,'52','2.56','33.35','4','3',364,-334,'13','12','21.52'
'AAVE-USDT','5m','2021-05-07','2021-05-27','12','1.23','-4.81',155,'33','3.18','32.2','2','4',330,-283,'4','8','-8.47'
'AAVE-USDT','5m','2021-05-18','2021-06-07','19','-0.97','-7.2',83,'37','1.62','11.58','2','4',346,-232,'7','12','-36.58'
'AAVE-USDT','5m','2021-09-03','2021-09-23','24','0.91','-8.5',52,'42','1.11','6.06','6','4',319,-285,'10','14','-24.65'
'AAVE-USDT','5m','2021-05-05','2021-05-25','14','-1.77','-8.43',30,'36','0.89','3.5','2','5',322,-285,'5','9','-13.39'
'AAVE-USDT','5m','2021-07-31','2021-08-20','29','-1.31','-10.71',10,'45','0.43','0.95','4','6',356,-327,'13','16','26.65'
'AAVE-USDT','5m','2021-08-13','2021-09-02','28','-4.19','-14.1',-22,'39','-0.23','-1.57','3','10',346,-318,'11','17','5.3'
'AAVE-USDT','5m','2021-08-13','2021-09-02','28','-4.19','-14.1',-22,'39','-0.23','-1.57','3','10',346,-318,'11','17','5.3'
'AAVE-USDT','5m','2021-08-02','2021-08-22','29','-3.0','-13.11',-26,'45','-0.3','-2.01','4','8',358,-329,'13','16','26.51'
'AAVE-USDT','5m','2021-08-12','2021-09-01','29','-5.1','-14.1',-34,'38','-0.55','-2.43','4','10',346,-318,'11','18','-2.55'
'AAVE-USDT','5m','2021-08-04','2021-08-24','29','-3.77','-14.1',-39,'41','-0.64','-2.77','4','10',354,-325,'12','17','32.34'
'AAVE-USDT','5m','2021-08-20','2021-09-09','21','-9.27','-12.45',-72,'29','-2.66','-5.76','2','5',324,-264,'6','15','-18.43'
