'Pair','TF','StartDate','EndDate','TotalTrades','TotalNetProfit','Max.DD','AnnualProfit','Winrate','Sharpe','Calmar','WinningStrike','LosingStrike','LargestWinning','LargestLosing','Num.ofWins','Num.ofLosses','MarketChange'
'AAVE-USDT','5m','2021-07-25','2021-08-14','20','9.49','-4.47',447,'55','4.47','99.87','4','2',369,-263,'11','9','48.53'
'AAVE-USDT','5m','2021-08-15','2021-09-04','18','6.74','-2.33',229,'50','4.97','98.17','3','2',379,-253,'9','9','-4.69'
'AAVE-USDT','5m','2021-08-12','2021-09-01','19','8.16','-3.67',318,'53','4.68','86.74','3','2',357,-247,'10','9','-2.55'
'AAVE-USDT','5m','2021-08-07','2021-08-27','21','6.68','-3.67',240,'52','4.04','65.32','3','2',358,-247,'11','10','-5.05'
'AAVE-USDT','5m','2021-08-20','2021-09-09','15','4.79','-2.32',135,'60','3.44','58.16','3','2',361,-239,'9','6','-18.43'
'AAVE-USDT','5m','2021-08-05','2021-08-25','19','5.97','-3.67',201,'47','3.66','54.72','2','2',356,-246,'9','10','11.31'
'AAVE-USDT','5m','2021-09-09','2021-09-29','22','5.84','-4.33',205,'55','2.78','47.44','4','2',365,-407,'12','10','-20.98'
'AAVE-USDT','5m','2021-08-29','2021-09-18','17','5.23','-3.97',176,'53','3.25','44.28','3','2',356,-239,'9','8','-3.77'
'AAVE-USDT','5m','2021-09-01','2021-09-21','18','5.36','-4.33',181,'50','2.46','41.85','4','2',365,-275,'9','9','-25.31'
'AAVE-USDT','5m','2021-09-08','2021-09-28','22','5.23','-4.33',175,'55','2.54','40.47','4','2',365,-407,'12','10','-21.55'
'AAVE-USDT','5m','2021-07-23','2021-08-12','22','5.32','-4.47',180,'55','2.91','40.37','4','2',365,-260,'12','10','44.42'
'AAVE-USDT','5m','2021-08-03','2021-08-23','20','4.56','-3.67',136,'40','2.51','36.98','2','2',360,-249,'8','12','25.28'
'AAVE-USDT','5m','2021-09-23','2021-10-13','15','2.62','-2.11',60,'53','2.42','28.63','3','2',353,-384,'8','7','-5.7'
'AAVE-USDT','5m','2021-09-24','2021-10-14','15','2.62','-2.11',60,'53','2.42','28.63','3','2',353,-384,'8','7','-3.72'
'AAVE-USDT','5m','2021-08-30','2021-09-19','17','3.62','-3.97',109,'53','2.28','27.38','3','2',360,-244,'9','8','-2.34'
'AAVE-USDT','5m','2021-08-28','2021-09-17','16','3.53','-3.97',105,'50','2.38','26.46','2','2',356,-239,'8','8','2.96'
'AAVE-USDT','5m','2021-09-03','2021-09-23','18','3.71','-4.33',111,'56','2.17','25.75','3','2',359,-329,'10','8','-24.65'
'AAVE-USDT','5m','2021-08-18','2021-09-07','15','2.43','-2.33',55,'53','2.15','23.56','3','2',362,-242,'8','7','7.21'
'AAVE-USDT','5m','2021-06-22','2021-07-12','34','-1.62','-9.15',55,'47','1.18','5.99','5','4',392,-405,'16','18','42.89'
'AAVE-USDT','5m','2021-09-11','2021-10-01','21','0.56','-4.33',20,'52','0.71','4.74','3','2',351,-391,'11','10','-11.7'
'AAVE-USDT','5m','2021-07-28','2021-08-17','20','0.61','-4.47',17,'50','0.6','3.75','2','2',343,-246,'10','10','37.88'
'AAVE-USDT','5m','2021-07-02','2021-07-22','27','-0.86','-9.15',14,'44','0.52','1.56','2','4',364,-383,'12','15','12.2'
'AAVE-USDT','5m','2021-07-04','2021-07-24','30','-0.55','-7.52',10,'50','0.43','1.38','6','3',350,-369,'15','15','12.14'
'AAVE-USDT','5m','2021-06-29','2021-07-19','29','-1.94','-9.15',1,'45','0.22','0.14','3','4',376,-389,'13','16','11.34'
'AAVE-USDT','5m','2021-08-25','2021-09-14','19','-0.77','-3.94',-5,'47','-0.07','-1.3','2','2',356,-239,'9','10','-12.51'
'AAVE-USDT','5m','2021-08-25','2021-09-14','19','-0.77','-3.94',-5,'47','-0.07','-1.3','2','2',356,-239,'9','10','-12.51'
'AAVE-USDT','5m','2021-07-01','2021-07-21','29','-7.24','-9.15',-63,'38','-2.61','-6.9','2','4',358,-371,'11','18','-11.04'
'AAVE-USDT','5m','2021-07-27','2021-08-16','19','-5.89','-7.71',-65,'42','-2.6','-8.48','2','2',329,-421,'8','11','35.61'
