'Pair','TF','StartDate','EndDate','TotalTrades','TotalNetProfit','Max.DD','AnnualProfit','Winrate','Sharpe','Calmar','WinningStrike','LosingStrike','LargestWinning','LargestLosing','Num.ofWins','Num.ofLosses','MarketChange'
'AAVE-USDT','5m','2021-08-09','2021-08-29','14','-3.43','-7.2',-41,'57','-1.78','-5.66','5','4',282,-422,'8','6','1.74'
'AAVE-USDT','5m','2021-04-18','2021-05-08','14','-4.96','-8.8',-54,'50','-1.95','-6.11','2','3',284,-396,'7','7','4.08'
'AAVE-USDT','5m','2021-02-26','2021-03-18','14','-5.5','-6.36',-44,'50','-1.48','-7.0','3','3',266,-351,'7','7','13.43'
'AAVE-USDT','5m','2021-02-17','2021-03-09','16','-12.37','-10.81',-78,'38','-3.86','-7.17','2','6',250,-335,'6','10','0.42'
'AAVE-USDT','5m','2021-02-09','2021-03-01','12','-10.74','-10.65',-77,'33','-4.3','-7.21','2','6',277,-344,'4','8','-28.26'
'AAVE-USDT','5m','2021-02-10','2021-03-02','13','-10.82','-10.65',-77,'31','-4.34','-7.24','2','6',277,-344,'4','9','-21.89'
'AAVE-USDT','5m','2021-08-21','2021-09-10','8','-6.3','-9.06',-66,'38','-3.92','-7.29','2','4',254,-403,'3','5','-19.21'
'AAVE-USDT','5m','2021-02-18','2021-03-10','16','-12.75','-10.81',-79,'38','-4.06','-7.32','2','6',250,-335,'6','10','-1.85'
'AAVE-USDT','5m','2021-02-24','2021-03-16','16','-8.08','-8.89',-66,'44','-2.74','-7.46','3','4',259,-341,'7','9','0.53'
'AAVE-USDT','5m','2021-08-23','2021-09-12','9','-7.08','-9.06',-71,'33','-4.47','-7.82','2','4',254,-403,'3','6','-18.23'
'AAVE-USDT','5m','2021-02-07','2021-02-27','11','-11.76','-7.28',-75,'27','-5.85','-10.28','2','5',275,-343,'3','8','-31.99'
