['Pair', 'TF', 'Dna', 'Start Date', 'End Date', 'Total Trades', 'Total Net Profit', 'Max.DD', 'Annual Profit', 'Winrate', 'Sharpe', 'Calmar', 'Serenity', 'Winning Strike', 'Losing Strike', 'Largest Winning', 'Largest Losing', 'Num. of Wins', 'Num. of Loses', 'Market Change']
['THETA-USDT', '5m', 'THETA-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['EGLD-USDT', '5m', 'EGLD-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['RUNE-USDT', '5m', 'RUNE-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['IOTX-USDT', '5m', 'IOTX-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['C98-USDT', '5m', 'C98-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['TLM-USDT', '5m', 'TLM-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['IOST-USDT', '5m', 'IOST-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['KSM-USDT', '5m', 'KSM-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['SXP-USDT', '5m', 'SXP-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['VET-USDT', '5m', 'VET-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['XLM-USDT', '5m', 'XLM-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['RAY-USDT', '5m', 'RAY-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['GRT-USDT', '5m', 'GRT-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['KAVA-USDT', '5m', 'KAVA-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['MASK-USDT', '5m', 'MASK-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['DODO-USDT', '5m', 'DODO-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['RLC-USDT', '5m', 'RLC-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['1000SHIB-USDT', '5m', '1000SHIB-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['COMP-USDT', '5m', 'COMP-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['WAVES-USDT', '5m', 'WAVES-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['CHR-USDT', '5m', 'CHR-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['XMR-USDT', '5m', 'XMR-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['ICX-USDT', '5m', 'ICX-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['HBAR-USDT', '5m', 'HBAR-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['SAND-USDT', '5m', 'SAND-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['DENT-USDT', '5m', 'DENT-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['NEO-USDT', '5m', 'NEO-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['SNX-USDT', '5m', 'SNX-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['1000XEC-USDT', '5m', '1000XEC-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['ZEC-USDT', '5m', 'ZEC-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['CHZ-USDT', '5m', 'CHZ-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['YFI-USDT', '5m', 'YFI-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['IOTA-USDT', '5m', 'IOTA-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['BAL-USDT', '5m', 'BAL-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['QTUM-USDT', '5m', 'QTUM-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['ZEN-USDT', '5m', 'ZEN-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['DASH-USDT', '5m', 'DASH-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['AKRO-USDT', '5m', 'AKRO-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['MANA-USDT', '5m', 'MANA-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['MKR-USDT', '5m', 'MKR-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['ENJ-USDT', '5m', 'ENJ-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['CTK-USDT', '5m', 'CTK-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['TOMO-USDT', '5m', 'TOMO-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['LINA-USDT', '5m', 'LINA-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['HOT-USDT', '5m', 'HOT-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['ALPHA-USDT', '5m', 'ALPHA-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['SFP-USDT', '5m', 'SFP-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['STORJ-USDT', '5m', 'STORJ-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['CVC-USDT', '5m', 'CVC-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['OGN-USDT', '5m', 'OGN-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['BEL-USDT', '5m', 'BEL-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['KEEP-USDT', '5m', 'KEEP-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['ONT-USDT', '5m', 'ONT-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['AUDIO-USDT', '5m', 'AUDIO-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['BTT-USDT', '5m', 'BTT-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['BAND-USDT', '5m', 'BAND-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['BLZ-USDT', '5m', 'BLZ-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['STMX-USDT', '5m', 'STMX-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['LIT-USDT', '5m', 'LIT-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['SKL-USDT', '5m', 'SKL-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['REEF-USDT', '5m', 'REEF-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['HNT-USDT', '5m', 'HNT-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['TRB-USDT', '5m', 'TRB-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['FLM-USDT', '5m', 'FLM-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['BTS-USDT', '5m', 'BTS-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['MTL-USDT', '5m', 'MTL-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['RVN-USDT', '5m', 'RVN-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['ZIL-USDT', '5m', 'ZIL-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['YFII-USDT', '5m', 'YFII-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['ZRX-USDT', '5m', 'ZRX-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['LRC-USDT', '5m', 'LRC-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['RSR-USDT', '5m', 'RSR-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['NKN-USDT', '5m', 'NKN-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['SC-USDT', '5m', 'SC-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['BAT-USDT', '5m', 'BAT-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['ATA-USDT', '5m', 'ATA-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['GTC-USDT', '5m', 'GTC-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['KNC-USDT', '5m', 'KNC-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['XEM-USDT', '5m', 'XEM-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['OCEAN-USDT', '5m', 'OCEAN-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['CELO-USDT', '5m', 'CELO-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['UNFI-USDT', '5m', 'UNFI-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['ANKR-USDT', '5m', 'ANKR-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['DGB-USDT', '5m', 'DGB-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['DEFI-USDT', '5m', 'DEFI-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['BTCDOM-USDT', '5m', 'BTCDOM-USDT', '2021-01-01', '2021-10-25', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
