['Pair', 'TF', 'Dna', 'Start Date', 'End Date', 'Total Trades', 'Total Net Profit', 'Max.DD', 'Annual Profit', 'Winrate', 'Sharpe', 'Calmar', 'Serenity', 'Winning Strike', 'Losing Strike', 'Largest Winning', 'Largest Losing', 'Num. of Wins', 'Num. of Losses', 'Market Change']
['ETH-USD', '5m', '^<IY^<', '2021-04-01', '2021-10-01', '212', '56.61', '-13.0', 145, '37', '3.33', '2.16', '10.72', '4', '6', 785, -507, '78', '134', '54.76']
['ETH-USD', '5m', 'c3QlIM', '2021-04-01', '2021-10-01', '182', '34.23', '-13.0', 80, '41', '1.67', '1.52', '6.21', '5', '5', 1009, -621, '74', '108', '54.76']
['ETH-USD', '5m', 'b2VH5i', '2021-04-01', '2021-10-01', '80', '69.88', '-7.0', 188, '49', '11.2', '3.59', '27.17', '6', '5', 809, -418, '39', '41', '54.76']
['ETH-USD', '5m', '`:7r6G', '2021-04-01', '2021-10-01', '194', '74.21', '-16.0', 203, '45', '3.03', '2.67', '12.45', '5', '6', 731, -463, '87', '107', '54.76']
['ETH-USD', '5m', 'SI_]gC', '2021-04-01', '2021-10-01', '177', '24.1', '-17.0', 54, '34', '0.7', '1.13', '3.14', '3', '11', 982, -497, '61', '116', '54.76']
['ETH-USD', '5m', 'b3al.i', '2021-04-01', '2021-10-01', '110', '44.01', '-9.0', 107, '44', '3.66', '2.02', '12.12', '4', '6', 1145, -611, '48', '62', '54.76']
['ETH-USD', '5m', '^<IY^-', '2021-04-01', '2021-10-01', '214', '61.82', '-13.0', 161, '37', '3.76', '2.27', '11.95', '4', '6', 826, -534, '79', '135', '54.76']
['ETH-USD', '5m', '^<IY^7', '2021-04-01', '2021-10-01', '214', '61.82', '-13.0', 161, '37', '3.76', '2.27', '11.95', '4', '6', 826, -534, '79', '135', '54.76']
['ETH-USD', '5m', 'bFa7.c', '2021-04-01', '2021-10-01', '110', '34.16', '-15.0', 80, '40', '0.85', '1.87', '5.26', '4', '7', 452, -905, '44', '66', '54.76']
['ETH-USD', '5m', 'b3`l.o', '2021-04-01', '2021-10-01', '87', '70.5', '-9.0', 190, '51', '10.6', '2.91', '21.67', '6', '4', 1606, -643, '44', '43', '54.76']
['ETH-USD', '5m', 'b3aj.o', '2021-04-01', '2021-10-01', '87', '69.15', '-9.0', 185, '51', '10.24', '2.89', '20.97', '6', '4', 1571, -644, '44', '43', '54.76']
['ETH-USD', '5m', 'b3a].o', '2021-04-01', '2021-10-01', '87', '62.38', '-9.0', 163, '51', '8.64', '2.84', '18.46', '6', '4', 1282, -634, '44', '43', '54.76']
['ETH-USD', '5m', 'p3<H5i', '2021-04-01', '2021-10-01', '61', '51.31', '-5.0', 128, '56', '10.28', '3.83', '26.35', '6', '2', 383, -501, '34', '27', '54.76']
['ETH-USD', '5m', 'c3QlI[', '2021-04-01', '2021-10-01', '62', '58.23', '-8.0', 150, '53', '6.93', '3.12', '18.8', '4', '4', 1188, -672, '33', '29', '54.76']
['ETH-USD', '5m', 'TJ[i<S', '2021-04-01', '2021-10-01', '152', '27.94', '-15.0', 63, '33', '0.7', '1.25', '4.17', '3', '6', 1059, -476, '50', '102', '54.76']
['ETH-USD', '5m', 'q3kl7o', '2021-04-01', '2021-10-01', '42', '35.48', '-10.0', 83, '57', '2.14', '2.0', '8.04', '6', '2', 1210, -772, '24', '18', '54.76']
['ETH-USD', '5m', 'c?Qt=K', '2021-04-01', '2021-10-01', '175', '30.36', '-20.0', 70, '39', '0.81', '1.34', '3.57', '5', '8', 1091, -961, '68', '107', '54.76']
['ETH-USD', '5m', 'b3kl7o', '2021-04-01', '2021-10-01', '46', '58.71', '-4.0', 151, '61', '16.24', '3.32', '37.03', '4', '3', 1307, -330, '28', '18', '54.76']
['ETH-USD', '5m', 'l3al.o', '2021-04-01', '2021-10-01', '68', '37.81', '-11.0', 90, '47', '2.38', '1.84', '8.06', '5', '5', 1044, -698, '32', '36', '54.76']
['ETH-USD', '5m', 'b3al6o', '2021-04-01', '2021-10-01', '48', '64.06', '-4.0', 168, '62', '20.57', '3.73', '44.65', '5', '3', 1161, -333, '30', '18', '54.76']
['ETH-USD', '5m', '`;BQR=', '2021-04-01', '2021-10-01', '207', '46.08', '-17.0', 113, '40', '1.91', '1.98', '6.51', '4', '6', 543, -476, '82', '125', '54.76']
['ETH-USD', '5m', 'r3<I5i', '2021-04-01', '2021-10-01', '61', '43.17', '-5.0', 105, '54', '6.76', '3.25', '21.06', '5', '3', 372, -497, '33', '28', '54.76']
['ETH-USD', '5m', '93<I5i', '2021-04-01', '2021-10-01', '146', '29.41', '-7.0', 67, '45', '2.95', '2.14', '9.5', '5', '7', 334, -538, '66', '80', '54.76']
['ETH-USD', '5m', 'N<vT1>', '2021-04-01', '2021-10-01', '247', '31.91', '-24.0', 74, '38', '1.18', '1.22', '3.13', '4', '7', 1126, -417, '93', '154', '54.76']
['ETH-USD', '5m', 'b3aN.o', '2021-04-01', '2021-10-01', '87', '80.57', '-9.0', 225, '51', '11.63', '3.48', '25.51', '6', '4', 1119, -697, '44', '43', '54.76']
['ETH-USD', '5m', 't3GlFA', '2021-04-01', '2021-10-01', '201', '34.28', '-13.0', 80, '40', '1.5', '1.48', '6.33', '5', '5', 837, -600, '81', '120', '54.76']
['ETH-USD', '5m', 'b3al4o', '2021-04-01', '2021-10-01', '55', '55.52', '-5.0', 141, '56', '7.46', '3.22', '25.69', '6', '3', 1126, -378, '31', '24', '54.76']
['ETH-USD', '5m', 'a3<H5i', '2021-04-01', '2021-10-01', '80', '44.65', '-9.0', 109, '50', '4.38', '3.13', '11.77', '6', '5', 371, -351, '40', '40', '54.76']
['ETH-USD', '5m', ':2VH5O', '2021-04-01', '2021-10-01', '431', '24.09', '-18.0', 54, '33', '0.56', '1.18', '3.02', '4', '11', 573, -326, '143', '288', '54.76']
['ETH-USD', '5m', ':2u?5Z', '2021-04-01', '2021-10-01', '330', '32.69', '-18.0', 76, '36', '0.87', '1.51', '4.27', '6', '10', 719, -455, '119', '211', '54.76']
['ETH-USD', '5m', 'b3aM.o', '2021-04-01', '2021-10-01', '87', '77.79', '-9.0', 215, '51', '11.22', '3.39', '24.34', '6', '4', 1078, -694, '44', '43', '54.76']
['ETH-USD', '5m', '@KstuK', '2021-04-01', '2021-10-01', '79', '39.36', '-10.0', 94, '42', '2.37', '2.2', '8.96', '3', '6', 989, -424, '33', '46', '54.76']
['ETH-USD', '5m', '_3kl7o', '2021-04-01', '2021-10-01', '56', '65.52', '-5.0', 173, '57', '17.09', '3.41', '33.62', '6', '4', 1250, -405, '32', '24', '54.76']
['ETH-USD', '5m', 'b3:l.o', '2021-04-01', '2021-10-01', '87', '87.83', '-5.0', 252, '54', '18.19', '4.01', '46.97', '6', '4', 798, -455, '47', '40', '54.76']
['ETH-USD', '5m', '53al.o', '2021-04-01', '2021-10-01', '298', '9.31', '-13.0', 19, '34', '0.19', '0.65', '1.48', '4', '10', 1022, -356, '102', '196', '54.76']
['ETH-USD', '5m', ':3=H0i', '2021-04-01', '2021-10-01', '263', '56.98', '-9.0', 146, '41', '4.04', '2.97', '15.48', '6', '8', 414, -376, '108', '155', '54.76']
['ETH-USD', '5m', ':2s?5Z', '2021-04-01', '2021-10-01', '330', '31.64', '-18.0', 73, '36', '0.9', '1.48', '4.11', '6', '10', 695, -447, '119', '211', '54.76']
['ETH-USD', '5m', ':2t?5Z', '2021-04-01', '2021-10-01', '330', '33.05', '-18.0', 77, '36', '0.96', '1.52', '4.33', '6', '10', 709, -453, '119', '211', '54.76']
['ETH-USD', '5m', ':2u=5Z', '2021-04-01', '2021-10-01', '330', '29.92', '-18.0', 69, '36', '0.82', '1.42', '3.83', '6', '10', 681, -447, '119', '211', '54.76']
['ETH-USD', '5m', ':2r?5Z', '2021-04-01', '2021-10-01', '330', '30.37', '-18.0', 70, '36', '0.84', '1.44', '3.92', '6', '10', 683, -440, '119', '211', '54.76']
['ETH-USD', '5m', ':8b95Z', '2021-04-01', '2021-10-01', '291', '59.25', '-14.0', 153, '39', '3.62', '2.59', '10.88', '6', '9', 589, -469, '114', '177', '54.76']
['ETH-USD', '5m', 'b3wl.o', '2021-04-01', '2021-10-01', '87', '69.62', '-9.0', 187, '51', '10.46', '2.69', '20.68', '6', '4', 1665, -674, '44', '43', '54.76']
['ETH-USD', '5m', 'o,[`XY', '2021-04-01', '2021-10-01', '33', '32.13', '-6.0', 74, '58', '4.53', '3.13', '12.61', '4', '3', 981, -427, '19', '14', '54.76']
['ETH-USD', '5m', 'q?O<ZF', '2021-04-01', '2021-10-01', '160', '5.91', '-23.0', 12, '39', '0.07', '0.49', '0.53', '4', '8', 323, -781, '62', '98', '54.76']
['ETH-USD', '5m', 'b3ao.o', '2021-04-01', '2021-10-01', '87', '61.64', '-9.0', 161, '51', '8.75', '2.73', '18.18', '6', '4', 1268, -649, '44', '43', '54.76']
['ETH-USD', '5m', 'o3<H5i', '2021-04-01', '2021-10-01', '56', '51.11', '-4.0', 128, '57', '18.98', '3.96', '28.62', '5', '3', 383, -492, '32', '24', '54.76']
['ETH-USD', '5m', 'm3<H5i', '2021-04-01', '2021-10-01', '55', '43.02', '-4.0', 104, '56', '11.23', '3.55', '29.25', '5', '3', 363, -400, '31', '24', '54.76']
['ETH-USD', '5m', 'd3<H5i', '2021-04-01', '2021-10-01', '77', '51.64', '-10.0', 129, '52', '6.82', '3.47', '13.58', '6', '5', 383, -381, '40', '37', '54.76']
['ETH-USD', '5m', ':2<H1i', '2021-04-01', '2021-10-01', '254', '75.89', '-8.0', 208, '41', '8.55', '3.61', '24.75', '6', '7', 448, -426, '105', '149', '54.76']
['ETH-USD', '5m', ':2h?5Z', '2021-04-01', '2021-10-01', '330', '35.05', '-16.0', 82, '36', '1.21', '1.64', '5.1', '6', '10', 630, -430, '119', '211', '54.76']
['ETH-USD', '5m', ':2k25^', '2021-04-01', '2021-10-01', '297', '67.57', '-10.0', 180, '39', '5.92', '2.88', '18.73', '6', '10', 521, -551, '115', '182', '54.76']
['ETH-USD', '5m', ':2b95^', '2021-04-01', '2021-10-01', '296', '75.52', '-10.0', 207, '39', '6.18', '3.05', '20.64', '6', '10', 634, -553, '115', '181', '54.76']
['ETH-USD', '5m', 'j2u?5Z', '2021-04-01', '2021-10-01', '137', '44.38', '-11.0', 108, '39', '2.38', '2.09', '9.57', '6', '7', 807, -741, '54', '83', '54.76']
['ETH-USD', '5m', ':2i?5Z', '2021-04-01', '2021-10-01', '330', '34.49', '-16.0', 81, '36', '1.09', '1.61', '5.02', '6', '10', 635, -430, '119', '211', '54.76']
['ETH-USD', '5m', ':7<H0i', '2021-04-01', '2021-10-01', '248', '44.15', '-9.0', 107, '41', '3.08', '2.54', '12.5', '5', '6', 369, -370, '101', '147', '54.76']
['ETH-USD', '5m', '_@7[+L', '2021-04-01', '2021-10-01', '151', '42.32', '-14.0', 102, '40', '1.71', '2.17', '7.54', '4', '10', 447, -452, '60', '91', '54.76']
['ETH-USD', '5m', ':2k?5Z', '2021-04-01', '2021-10-01', '330', '33.66', '-16.0', 78, '36', '1.14', '1.57', '4.94', '6', '10', 649, -430, '119', '211', '54.76']
['ETH-USD', '5m', 'u2`H5i', '2021-04-01', '2021-10-01', '61', '36.34', '-13.0', 86, '48', '2.16', '2.1', '6.69', '6', '4', 711, -704, '29', '32', '54.76']
['ETH-USD', '5m', ':2D?5^', '2021-04-01', '2021-10-01', '297', '86.17', '-10.0', 245, '40', '11.36', '3.79', '25.62', '6', '10', 468, -476, '119', '178', '54.76']
['ETH-USD', '5m', ':2D?5i', '2021-04-01', '2021-10-01', '144', '41.9', '-8.0', 101, '44', '2.86', '2.85', '12.23', '5', '7', 368, -400, '64', '80', '54.76']
['ETH-USD', '5m', ':2BH5i', '2021-04-01', '2021-10-01', '144', '25.33', '-11.0', 57, '43', '1.3', '1.83', '5.28', '5', '7', 391, -343, '62', '82', '54.76']
['ETH-USD', '5m', ':2CH5i', '2021-04-01', '2021-10-01', '144', '26.29', '-10.0', 59, '43', '1.46', '1.86', '5.73', '5', '7', 405, -348, '62', '82', '54.76']
['ETH-USD', '5m', '83<H5i', '2021-04-01', '2021-10-01', '155', '45.29', '-6.0', 111, '44', '4.02', '3.13', '17.12', '4', '7', 366, -524, '68', '87', '54.76']
['ETH-USD', '5m', 'k2DH5i', '2021-04-01', '2021-10-01', '74', '45.13', '-6.0', 110, '49', '5.13', '3.02', '18.05', '6', '4', 465, -373, '36', '38', '54.76']
['ETH-USD', '5m', 'k2g/>e', '2021-04-01', '2021-10-01', '49', '40.59', '-5.0', 97, '57', '8.13', '3.72', '21.54', '6', '2', 357, -431, '28', '21', '54.76']
['ETH-USD', '5m', '>ua7`^', '2021-04-01', '2021-10-01', '10', '12.78', '-3.0', 27, '60', '3.94', '2.29', '9.03', '2', '2', 375, -250, '6', '4', '54.76']
['ETH-USD', '5m', 'b3a=.o', '2021-04-01', '2021-10-01', '87', '89.95', '-6.0', 260, '52', '17.21', '4.05', '41.62', '6', '4', 779, -457, '45', '42', '54.76']
['ETH-USD', '5m', ':2k?/`', '2021-04-01', '2021-10-01', '367', '30.29', '-18.0', 70, '35', '0.83', '1.45', '3.91', '4', '8', 689, -433, '127', '240', '54.76']
['ETH-USD', '5m', 'b3al.m', '2021-04-01', '2021-10-01', '95', '49.93', '-9.0', 124, '47', '5.1', '2.31', '14.09', '6', '5', 1193, -636, '45', '50', '54.76']
['ETH-USD', '5m', ':2u85Z', '2021-04-01', '2021-10-01', '330', '31.02', '-17.0', 71, '36', '0.92', '1.48', '4.19', '6', '10', 580, -450, '119', '211', '54.76']
['ETH-USD', '5m', ';DXh8=', '2021-04-01', '2021-10-01', '306', '45.76', '-19.0', 112, '35', '1.59', '1.6', '5.87', '5', '10', 1222, -406, '108', '198', '54.76']
['ETH-USD', '5m', 'h2DH5i', '2021-04-01', '2021-10-01', '72', '66.05', '-11.0', 175, '51', '5.53', '3.89', '15.37', '10', '6', 524, -468, '37', '35', '54.76']
['ETH-USD', '5m', ':2D?5j', '2021-04-01', '2021-10-01', '137', '38.55', '-7.0', 92, '45', '3.22', '2.73', '12.27', '5', '7', 356, -388, '61', '76', '54.76']
['ETH-USD', '5m', ':2GV5i', '2021-04-01', '2021-10-01', '143', '30.3', '-10.0', 70, '42', '1.77', '1.93', '7.04', '5', '7', 624, -375, '60', '83', '54.76']
['ETH-USD', '5m', ':2D>5i', '2021-04-01', '2021-10-01', '144', '41.48', '-8.0', 100, '44', '2.67', '2.85', '11.88', '5', '7', 355, -398, '64', '80', '54.76']
['ETH-USD', '5m', ':2?H5i', '2021-04-01', '2021-10-01', '144', '29.64', '-10.0', 68, '43', '1.58', '2.12', '6.96', '5', '7', 375, -348, '62', '82', '54.76']
['ETH-USD', '5m', ':2DI5i', '2021-04-01', '2021-10-01', '143', '26.08', '-10.0', 59, '43', '1.46', '1.81', '5.72', '5', '7', 424, -348, '62', '81', '54.76']
['ETH-USD', '5m', 'C3<n0i', '2021-04-01', '2021-10-01', '209', '30.15', '-19.0', 69, '44', '0.77', '1.63', '3.69', '7', '10', 641, -330, '93', '116', '54.76']
['ETH-USD', '5m', ':2<H5i', '2021-04-01', '2021-10-01', '144', '43.67', '-8.0', 106, '44', '3.21', '2.94', '12.9', '5', '7', 374, -378, '63', '81', '54.76']
['ETH-USD', '5m', 'k2MH5i', '2021-04-01', '2021-10-01', '74', '40.86', '-6.0', 98, '46', '4.29', '2.38', '15.79', '6', '4', 550, -636, '34', '40', '54.76']
['ETH-USD', '5m', 'q2DH5i', '2021-04-01', '2021-10-01', '62', '49.3', '-7.0', 122, '53', '5.76', '3.32', '16.89', '7', '5', 472, -558, '33', '29', '54.76']
['ETH-USD', '5m', 'p2DH5i', '2021-04-01', '2021-10-01', '62', '49.3', '-7.0', 122, '53', '5.76', '3.32', '16.89', '7', '5', 472, -558, '33', '29', '54.76']
['ETH-USD', '5m', ':2D:5i', '2021-04-01', '2021-10-01', '144', '36.08', '-9.0', 85, '44', '2.25', '2.56', '9.56', '5', '7', 302, -377, '64', '80', '54.76']
['ETH-USD', '5m', 'b2DH5i', '2021-04-01', '2021-10-01', '80', '50.89', '-8.0', 127, '46', '5.83', '3.22', '15.18', '4', '5', 495, -344, '37', '43', '54.76']
['ETH-USD', '5m', 'q2D?5i', '2021-04-01', '2021-10-01', '62', '41.97', '-6.0', 101, '55', '6.96', '3.28', '16.77', '7', '5', 357, -529, '34', '28', '54.76']
['ETH-USD', '5m', 'l2<H5i', '2021-04-01', '2021-10-01', '69', '38.21', '-5.0', 91, '52', '5.45', '2.91', '17.9', '5', '4', 357, -389, '36', '33', '54.76']
['ETH-USD', '5m', ':2<A5i', '2021-04-01', '2021-10-01', '144', '35.89', '-9.0', 84, '44', '2.23', '2.57', '9.41', '5', '7', 295, -354, '64', '80', '54.76']
['ETH-USD', '5m', 'C1<H5i', '2021-04-01', '2021-10-01', '133', '25.18', '-11.0', 56, '42', '1.22', '2.0', '5.3', '5', '7', 322, -354, '56', '77', '54.76']
['ETH-USD', '5m', ':3<K5i', '2021-04-01', '2021-10-01', '143', '26.74', '-9.0', 60, '42', '1.74', '1.87', '6.88', '5', '8', 346, -315, '60', '83', '54.76']
['ETH-USD', '5m', ':3<H5i', '2021-04-01', '2021-10-01', '143', '31.98', '-9.0', 74, '42', '2.27', '2.2', '8.65', '5', '8', 336, -325, '60', '83', '54.76']
['ETH-USD', '5m', 'j1n+M`', '2021-04-01', '2021-10-01', '21', '13.52', '-4.0', 29, '57', '2.97', '2.55', '8.03', '3', '2', 250, -378, '12', '9', '54.76']
['ETH-USD', '5m', 'm32lAo', '2021-04-01', '2021-10-01', '14', '18.16', '-4.0', 39, '71', '4.79', '3.34', '11.27', '4', '2', 362, -262, '10', '4', '54.76']
['ETH-USD', '5m', ':2b85^', '2021-04-01', '2021-10-01', '296', '73.9', '-10.0', 201, '39', '5.95', '3.0', '20.09', '6', '10', 605, -551, '115', '181', '54.76']
['ETH-USD', '5m', ':2t85Z', '2021-04-01', '2021-10-01', '330', '29.5', '-17.0', 67, '36', '0.85', '1.43', '3.94', '6', '10', 566, -442, '119', '211', '54.76']
['ETH-USD', '5m', 'C3<>0i', '2021-04-01', '2021-10-01', '210', '66.86', '-10.0', 178, '48', '6.38', '3.72', '18.39', '7', '7', 323, -383, '101', '109', '54.76']
['ETH-USD', '5m', 'C3<`0i', '2021-04-01', '2021-10-01', '209', '34.22', '-19.0', 80, '44', '0.83', '1.81', '4.26', '7', '10', 559, -330, '93', '116', '54.76']
['ETH-USD', '5m', 'g2MH5i', '2021-04-01', '2021-10-01', '71', '49.55', '-10.0', 123, '49', '4.32', '2.91', '11.81', '6', '5', 576, -631, '35', '36', '54.76']
['ETH-USD', '5m', ':2@H5i', '2021-04-01', '2021-10-01', '144', '29.32', '-9.0', 67, '44', '1.69', '2.1', '7.18', '5', '7', 383, -349, '63', '81', '54.76']
['ETH-USD', '5m', ':2DP5i', '2021-04-01', '2021-10-01', '143', '31.88', '-10.0', 74, '43', '1.85', '2.03', '7.5', '5', '7', 523, -375, '62', '81', '54.76']
['ETH-USD', '5m', ':2DO5i', '2021-04-01', '2021-10-01', '143', '31.88', '-10.0', 74, '43', '1.85', '2.03', '7.5', '5', '7', 523, -375, '62', '81', '54.76']
['ETH-USD', '5m', ':2IH5i', '2021-04-01', '2021-10-01', '143', '27.38', '-10.0', 62, '42', '1.45', '1.83', '6.17', '5', '7', 483, -377, '60', '83', '54.76']
['ETH-USD', '5m', ':2G?5i', '2021-04-01', '2021-10-01', '144', '30.57', '-10.0', 70, '43', '1.69', '2.17', '7.09', '5', '7', 368, -373, '62', '82', '54.76']
['ETH-USD', '5m', ':2DA5i', '2021-04-01', '2021-10-01', '144', '30.84', '-10.0', 71, '44', '1.75', '2.2', '7.27', '5', '7', 365, -367, '63', '81', '54.76']
['ETH-USD', '5m', 'j3<I5i', '2021-04-01', '2021-10-01', '71', '31.33', '-7.0', 72, '46', '3.09', '2.43', '10.76', '3', '5', 342, -389, '33', '38', '54.76']
['ETH-USD', '5m', ':2F?5i', '2021-04-01', '2021-10-01', '144', '30.68', '-10.0', 71, '44', '1.68', '2.18', '7.13', '5', '7', 362, -373, '63', '81', '54.76']
['ETH-USD', '5m', ':2DH5i', '2021-04-01', '2021-10-01', '144', '25.83', '-10.0', 58, '43', '1.38', '1.81', '5.61', '5', '7', 413, -348, '62', '82', '54.76']
['ETH-USD', '5m', ':2<H0i', '2021-04-01', '2021-10-01', '278', '64.94', '-8.0', 171, '40', '7.05', '3.17', '22.42', '6', '8', 420, -399, '110', '168', '54.76']
['ETH-USD', '5m', ':2;H5i', '2021-04-01', '2021-10-01', '144', '38.51', '-8.0', 91, '44', '2.66', '2.71', '11.0', '5', '7', 349, -362, '63', '81', '54.76']
['ETH-USD', '5m', ':2QU5i', '2021-04-01', '2021-10-01', '143', '23.9', '-10.0', 53, '41', '1.38', '1.63', '5.17', '5', '7', 730, -391, '58', '85', '54.76']
['ETH-USD', '5m', 'C3<60i', '2021-04-01', '2021-10-01', '210', '54.35', '-10.0', 138, '52', '3.89', '3.62', '14.01', '7', '7', 230, -372, '110', '100', '54.76']
['ETH-USD', '5m', '^3<H5i', '2021-04-01', '2021-10-01', '98', '45.85', '-12.0', 112, '49', '2.65', '3.1', '9.4', '4', '6', 368, -383, '48', '50', '54.76']
['ETH-USD', '5m', ':5<I5i', '2021-04-01', '2021-10-01', '148', '24.61', '-13.0', 55, '41', '1.2', '1.74', '4.25', '3', '6', 324, -308, '61', '87', '54.76']
['ETH-USD', '5m', 'C0<H5i', '2021-04-01', '2021-10-01', '132', '33.74', '-7.0', 79, '44', '2.32', '2.58', '10.73', '5', '5', 344, -379, '58', '74', '54.76']
['ETH-USD', '5m', 'S[_XKg', '2021-04-01', '2021-10-01', '12', '6.69', '-3.0', 14, '50', '2.68', '1.0', '5.22', '3', '2', 762, -168, '6', '6', '54.76']
['ETH-USD', '5m', ':2<C5i', '2021-04-01', '2021-10-01', '144', '37.32', '-9.0', 88, '44', '2.35', '2.62', '10.13', '5', '7', 316, -356, '63', '81', '54.76']
['ETH-USD', '5m', ':2gH5i', '2021-04-01', '2021-10-01', '143', '21.94', '-11.0', 49, '39', '1.09', '1.49', '4.31', '5', '9', 777, -444, '56', '87', '54.76']
['ETH-USD', '5m', ':2m95Z', '2021-04-01', '2021-10-01', '330', '33.37', '-15.0', 78, '36', '1.13', '1.6', '5.1', '6', '10', 568, -440, '119', '211', '54.76']
['ETH-USD', '5m', ':2g?5Z', '2021-04-01', '2021-10-01', '330', '33.45', '-16.0', 78, '36', '1.11', '1.59', '4.81', '6', '10', 615, -422, '119', '211', '54.76']
['ETH-USD', '5m', ':2h95Z', '2021-04-01', '2021-10-01', '330', '35.95', '-16.0', 85, '36', '1.16', '1.67', '5.35', '6', '10', 555, -442, '119', '211', '54.76']
['ETH-USD', '5m', ':2I?5`', '2021-04-01', '2021-10-01', '260', '77.45', '-11.0', 214, '40', '6.43', '3.5', '19.5', '6', '7', 502, -480, '105', '155', '54.76']
['ETH-USD', '5m', ':2o85Z', '2021-04-01', '2021-10-01', '330', '35.27', '-16.0', 83, '36', '1.15', '1.68', '5.27', '6', '10', 573, -456, '119', '211', '54.76']
['ETH-USD', '5m', 'B3<H0i', '2021-04-01', '2021-10-01', '205', '24.12', '-17.0', 54, '42', '0.51', '1.47', '3.22', '5', '7', 321, -330, '87', '118', '54.76']
['ETH-USD', '5m', ':2D?4`', '2021-04-01', '2021-10-01', '289', '82.32', '-10.0', 231, '40', '10.65', '3.64', '24.14', '6', '10', 457, -467, '117', '172', '54.76']
['ETH-USD', '5m', 'k<gT>Y', '2021-04-01', '2021-10-01', '108', '30.02', '-13.0', 69, '44', '1.41', '1.42', '5.46', '5', '5', 951, -949, '47', '61', '54.76']
['ETH-USD', '5m', ':2DN5i', '2021-04-01', '2021-10-01', '143', '29.6', '-10.0', 68, '43', '1.66', '1.93', '6.84', '5', '7', 502, -369, '62', '81', '54.76']
['ETH-USD', '5m', ':2M=5i', '2021-04-01', '2021-10-01', '144', '26.45', '-11.0', 60, '42', '1.31', '1.88', '5.61', '5', '7', 394, -378, '61', '83', '54.76']
['ETH-USD', '5m', 'k2<H5i', '2021-04-01', '2021-10-01', '74', '43.77', '-5.0', 106, '51', '9.26', '3.21', '21.57', '4', '3', 370, -348, '38', '36', '54.76']
['ETH-USD', '5m', ':2V45i', '2021-04-01', '2021-10-01', '144', '36.51', '-8.0', 86, '44', '2.24', '2.53', '10.2', '5', '7', 362, -439, '63', '81', '54.76']
['ETH-USD', '5m', ':2>K5i', '2021-04-01', '2021-10-01', '144', '27.49', '-10.0', 62, '43', '1.38', '1.99', '6.04', '5', '7', 382, -338, '62', '82', '54.76']
['ETH-USD', '5m', ':2<]5i', '2021-04-01', '2021-10-01', '143', '30.72', '-9.0', 71, '42', '2.04', '1.97', '7.63', '5', '7', 520, -347, '60', '83', '54.76']
['ETH-USD', '5m', 'q2<H5i', '2021-04-01', '2021-10-01', '62', '40.16', '-6.0', 96, '53', '6.4', '3.19', '16.01', '6', '5', 355, -512, '33', '29', '54.76']
['ETH-USD', '5m', ':2<J5i', '2021-04-01', '2021-10-01', '144', '31.2', '-10.0', 72, '43', '1.9', '2.24', '7.49', '5', '7', 365, -344, '62', '82', '54.76']
['ETH-USD', '5m', ':2aH5i', '2021-04-01', '2021-10-01', '143', '22.41', '-11.0', 50, '40', '1.21', '1.55', '4.5', '5', '7', 720, -431, '57', '86', '54.76']
['ETH-USD', '5m', '8MsK<A', '2021-04-01', '2021-10-01', '291', '18.25', '-21.0', 40, '34', '0.38', '0.9', '1.92', '5', '9', 865, -397, '98', '193', '54.76']
['ETH-USD', '5m', 'R@k3DY', '2021-04-01', '2021-10-01', '105', '41.67', '-9.0', 100, '45', '2.81', '2.57', '11.35', '4', '7', 468, -628, '47', '58', '54.76']
['ETH-USD', '5m', ':2<e5i', '2021-04-01', '2021-10-01', '143', '23.3', '-9.0', 52, '41', '1.32', '1.62', '5.75', '5', '7', 548, -326, '59', '84', '54.76']
['ETH-USD', '5m', ':3BL5i', '2021-04-01', '2021-10-01', '142', '15.07', '-13.0', 32, '42', '0.52', '1.11', '2.43', '5', '8', 381, -301, '60', '82', '54.76']
['ETH-USD', '5m', 'tJGfFs', '2021-04-01', '2021-10-01', '6', '14.3', '-3.0', 31, '83', '4.86', '2.6', '12.09', '3', '1', 647, -34, '5', '1', '54.76']
['ETH-USD', '5m', '+3<H5i', '2021-04-01', '2021-10-01', '109', '24.05', '-7.0', 54, '36', '1.76', '2.36', '7.5', '3', '10', 320, -223, '39', '70', '54.76']
['ETH-USD', '5m', 'Ub(4]N', '2021-04-01', '2021-10-01', '96', '16.07', '-4.0', 35, '81', '2.34', '3.2', '7.81', '12', '2', 54, -247, '78', '18', '54.76']
['ETH-USD', '5m', ':2k55Z', '2021-04-01', '2021-10-01', '330', '49.67', '-16.0', 124, '37', '1.68', '2.19', '7.89', '6', '10', 565, -502, '121', '209', '54.76']
['ETH-USD', '5m', ':2i95Z', '2021-04-01', '2021-10-01', '330', '35.14', '-16.0', 82, '36', '1.08', '1.64', '5.0', '6', '10', 560, -440, '119', '211', '54.76']
['ETH-USD', '5m', ':2b@5Z', '2021-04-01', '2021-10-01', '330', '35.52', '-16.0', 83, '36', '1.12', '1.65', '5.15', '6', '10', 608, -415, '120', '210', '54.76']
['ETH-USD', '5m', ':2bB5Z', '2021-04-01', '2021-10-01', '330', '34.72', '-16.0', 81, '36', '1.06', '1.63', '5.18', '6', '10', 638, -412, '120', '210', '54.76']
