['Pair', 'TF', 'Dna', 'Start Date', 'End Date', 'Total Trades', 'Total Net Profit', 'Max.DD', 'Annual Profit', 'Winrate', 'Sharpe', 'Calmar', 'Serenity', 'Winning Strike', 'Losing Strike', 'Largest Winning', 'Largest Losing', 'Num. of Wins', 'Num. of Loses', 'Market Change']
['ATOM-USDT', '5m', 'ATOM-USDT', '2021-09-27', '2021-10-28', '14', '-60.97', '-60.97', -100, '7', '-0.18', '-7.46', '-1.64', '1', '10', 258, -1302, '1', '13', '-7.3']
['CELR-USDT', '5m', 'CELR-USDT', '2021-09-27', '2021-10-28', '11', '-51.17', '-67.27', -100, '36', '-0.1', '-3.27', '-1.49', '3', '6', 875, -2138, '4', '7', '-26.37']
['XTZ-USDT', '5m', 'XTZ-USDT', '2021-09-27', '2021-10-28', '12', '-23.01', '-51.73', -95, '25', '-0.09', '-0.54', '-1.84', '2', '7', 2283, -2424, '3', '9', '-9.04']
['LINK-USDT', '5m', 'LINK-USDT', '2021-09-27', '2021-10-28', '15', '-27.76', '-39.03', -98, '33', '-0.14', '-2.05', '-2.5', '2', '7', 1867, -815, '5', '10', '17.54']
['SUSHI-USDT', '5m', 'SUSHI-USDT', '2021-09-27', '2021-10-28', '12', '-52.62', '-55.9', -100, '17', '-0.19', '-7.79', '-1.79', '1', '6', 249, -935, '2', '10', '-10.88']
['LTC-USDT', '5m', 'LTC-USDT', '2021-09-27', '2021-10-28', '14', '22.12', '-27.36', 877, '43', '0.29', '2.35', '32.04', '2', '4', 2187, -1002, '6', '8', '19.16']
['EOS-USDT', '5m', 'EOS-USDT', '2021-09-27', '2021-10-28', '10', '-15.0', '-34.57', -84, '20', '-0.09', '-1.61', '-2.44', '1', '7', 1523, -881, '2', '8', '4.64']
['ALGO-USDT', '5m', 'ALGO-USDT', '2021-09-27', '2021-10-28', '10', '-10.36', '-32.8', -71, '30', '-0.05', '-0.85', '-2.17', '1', '5', 2363, -1568, '3', '7', '0.84']
['DOGE-USDT', '5m', 'DOGE-USDT', '2021-09-27', '2021-10-28', '13', '-37.52', '-55.0', -100, '23', '-0.16', '-3.18', '-1.81', '1', '4', 2486, -1736, '3', '10', '16.33']
['CRV-USDT', '5m', 'CRV-USDT', '2021-09-27', '2021-10-28', '15', '-22.58', '-36.45', -95, '27', '-0.2', '-1.37', '-2.6', '2', '6', 2182, -1410, '4', '11', '75.5']
['MATIC-USDT', '5m', 'MATIC-USDT', '2021-09-27', '2021-10-28', '12', '-33.09', '-60.72', -99, '33', '-0.8', '0.01', '-1.63', '3', '3', 2999, -5899, '4', '8', '56.66']
['AXS-USDT', '5m', 'AXS-USDT', '2021-09-27', '2021-10-28', '17', '-31.38', '-32.91', -99, '29', '-0.28', '-2.85', '-3.0', '1', '4', 1832, -1512, '5', '12', '91.0']
['SRM-USDT', '5m', 'SRM-USDT', '2021-09-27', '2021-10-28', '16', '-32.02', '-34.85', -99, '38', '-0.28', '-2.43', '-2.83', '2', '3', 1668, -1336, '6', '10', '-12.59']
['REN-USDT', '5m', 'REN-USDT', '2021-09-27', '2021-10-28', '13', '-11.36', '-28.84', -75, '38', '-0.18', '-0.44', '-2.59', '3', '4', 2056, -1560, '5', '8', '-11.77']
['ONE-USDT', '5m', 'ONE-USDT', '2021-09-27', '2021-10-28', '14', '-10.06', '-45.52', -70, '29', '-0.07', '0.03', '-1.54', '2', '6', 1702, -1719, '4', '10', '76.43']
['ETC-USDT', '5m', 'ETC-USDT', '2021-09-27', '2021-10-28', '13', '-39.3', '-45.73', -100, '15', '-0.14', '-4.98', '-2.18', '1', '6', 2002, -1395, '2', '11', '3.4']
['BCH-USDT', '5m', 'BCH-USDT', '2021-09-27', '2021-10-28', '14', '-16.12', '-50.39', -87, '29', '-0.05', '-0.66', '-1.72', '2', '7', 2180, -1698, '4', '10', '9.08']
['ICP-USDT', '5m', 'ICP-USDT', '2021-09-27', '2021-10-28', '12', '-33.0', '-50.08', -99, '25', '-0.13', '-2.66', '-1.98', '2', '6', 1695, -1091, '3', '9', '-6.61']
['AAVE-USDT', '5m', 'AAVE-USDT', '2021-09-27', '2021-10-28', '14', '11.85', '-17.97', 259, '36', '0.56', '1.57', '14.4', '3', '4', 2002, -1043, '5', '9', '10.88']
['1INCH-USDT', '5m', '1INCH-USDT', '2021-09-27', '2021-10-28', '7', '21.2', '-11.44', 796, '43', '1.5', '3.19', '69.58', '2', '4', 2182, -897, '3', '4', '113.83']
['ALICE-USDT', '5m', 'ALICE-USDT', '2021-09-27', '2021-10-28', '12', '-12.53', '-33.52', -78, '33', '-0.29', '-0.34', '-2.34', '1', '4', 2357, -2228, '4', '8', '6.09']
['NEAR-USDT', '5m', 'NEAR-USDT', '2021-09-27', '2021-10-28', '14', '-4.19', '-25.72', -39, '29', '-0.09', '0.27', '-1.5', '1', '4', 1939, -1358, '4', '10', '49.08']
['BZRX-USDT', '5m', 'BZRX-USDT', '2021-09-27', '2021-10-28', '12', '-21.74', '-50.4', -94, '25', '-0.08', '-1.63', '-1.86', '2', '9', 2180, -1721, '3', '9', '33.21']
