iteration,dna,fitness,training_log.win-rate,training_log.total,training_log.PNL,testing_log.win-rate,testing_log.total,testing_log.PNL,parameters.ott_len,parameters.ott_percent,parameters.ott_bw,parameters.tps_qty_index
800,q)/P,0.2051930373455215,40,25,3.25,80,10,11.32,48,14,45,506
800,pZ.l,0.19429326068588657,54,62,6.38,50,36,-2.54,48,200,40,861
800,+oP+,0.18932528630676887,42,19,3.54,54,11,11.63,4,280,207,38
800,f\)O,0.17938508675896514,54,61,8.58,40,44,-4.19,41,207,15,494
800,XYEc,0.17142264823419567,61,13,3.4,100,5,5.93,32,196,153,747
800,\oCP,0.1635516435460799,45,44,6.69,31,32,-12.56,35,280,143,506
800,pw.),0.15570250529138238,41,17,10.17,22,9,-28.2,48,310,40,13
800,XX9c,0.15504837493661872,51,88,7.18,61,67,11.99,32,192,94,747
800,pf:Q,0.14895882101751767,52,34,22.21,40,30,-1.46,48,245,99,519
800,p1.3,0.1401871057979236,41,84,2.95,42,52,6.78,48,44,40,139
800,Uw.p,0.13877878831203805,60,30,5.47,45,24,2.22,30,310,40,911
800,Uw.p,0.13877878831203805,60,30,5.47,45,24,2.22,30,310,40,911
800,vY9c,0.1377340560944792,47,53,5.45,51,45,-6.86,51,196,94,747
800,pwLp,0.13351633072421243,60,15,2.77,76,13,7.68,48,310,188,911
800,pw.2,0.1261981784540722,47,17,7.77,22,9,-23.06,48,310,40,127
800,pG.Q,0.11412528471893794,41,89,3.98,41,68,-4.28,48,128,40,519
800,XY.A,0.11231642175059997,44,79,10.93,37,64,-6.23,32,196,40,316
800,pl.4,0.11124534898850855,57,21,17.49,23,17,-23.65,48,268,40,152
800,e..s,0.11108039457512744,59,69,4.68,50,44,2.35,41,33,40,949
900,C)0[,1.284717390367518,52,63,9.41,54,31,6.54,19,14,49,646
900,gm.c,0.506845203330483,58,34,15.1,43,16,-9.65,42,272,40,747
900,ew)F,0.38210427829626176,70,20,18.53,35,14,-11.9,41,310,15,380
900,pp(t,0.37215638389231254,84,25,8.82,33,6,-1.2,48,283,10,962
900,p*.4,0.3647286967805022,48,31,6.22,50,16,7.57,48,18,40,152
900,p10F,0.33295416585519594,43,37,6.78,52,19,9.94,48,44,49,380
900,XY.?,0.28476260961460326,43,79,10.59,37,64,-5.9,32,196,40,291
900,hY.F,0.2655167676291864,44,56,10.32,41,36,-2.54,43,196,40,380
900,hY.F,0.2655167676291864,44,56,10.32,41,36,-2.54,43,196,40,380
900,XYG4,0.22380280697280855,66,9,3.67,75,4,6.35,32,196,163,152
900,q)/P,0.2051930373455215,40,25,3.25,80,10,11.32,48,14,45,506
900,pZ.l,0.19429326068588657,54,62,6.38,50,36,-2.54,48,200,40,861
900,f\)O,0.17938508675896514,54,61,8.58,40,44,-4.19,41,207,15,494
900,XYEc,0.17142264823419567,61,13,3.4,100,5,5.93,32,196,153,747
900,pw.),0.15570250529138238,41,17,10.17,22,9,-28.2,48,310,40,13
900,XX9c,0.15504837493661872,51,88,7.18,61,67,11.99,32,192,94,747
900,pf:Q,0.14895882101751767,52,34,22.21,40,30,-1.46,48,245,99,519
900,Uw.p,0.13877878831203805,60,30,5.47,45,24,2.22,30,310,40,911
900,vY9c,0.1377340560944792,47,53,5.45,51,45,-6.86,51,196,94,747
900,pwLp,0.13351633072421243,60,15,2.77,76,13,7.68,48,310,188,911
900,wG.4,0.13119339908123281,50,72,9.25,41,68,-1.73,52,128,40,152
900,pw.2,0.1261981784540722,47,17,7.77,22,9,-23.06,48,310,40,127
900,pY.4,0.12266655130584025,51,52,5.91,41,46,-7.45,48,196,40,152
900,pG.Q,0.11412528471893794,41,89,3.98,41,68,-4.28,48,128,40,519
900,hG.a,0.11289587880857728,44,99,2.75,42,85,-2.66,43,128,40,722
900,XY.A,0.11231642175059997,44,79,10.93,37,64,-6.23,32,196,40,316
900,pl.4,0.11124534898850855,57,21,17.49,23,17,-23.65,48,268,40,152
900,e..s,0.11108039457512744,59,69,4.68,50,44,2.35,41,33,40,949
900,p..w,0.10895378629673955,62,77,4.98,57,47,2.05,48,33,40,1000
900,hG(4,0.10631274875985502,41,97,3.67,36,92,-14.78,43,128,10,152
1000,C)0[,1.284717390367518,52,63,9.41,54,31,6.54,19,14,49,646
1000,gm.c,0.506845203330483,58,34,15.1,43,16,-9.65,42,272,40,747
1000,ew)F,0.38210427829626176,70,20,18.53,35,14,-11.9,41,310,15,380
1000,p*.4,0.3647286967805022,48,31,6.22,50,16,7.57,48,18,40,152
1000,p10F,0.33295416585519594,43,37,6.78,52,19,9.94,48,44,49,380
1000,XY.?,0.28476260961460326,43,79,10.59,37,64,-5.9,32,196,40,291
1000,hY.F,0.2655167676291864,44,56,10.32,41,36,-2.54,43,196,40,380
1000,hY.F,0.2655167676291864,44,56,10.32,41,36,-2.54,43,196,40,380
1000,q)/P,0.2051930373455215,40,25,3.25,80,10,11.32,48,14,45,506
1000,pZ.l,0.19429326068588657,54,62,6.38,50,36,-2.54,48,200,40,861
1000,XYEc,0.17142264823419567,61,13,3.4,100,5,5.93,32,196,153,747
1000,pw.),0.15570250529138238,41,17,10.17,22,9,-28.2,48,310,40,13
1000,XX9c,0.15504837493661872,51,88,7.18,61,67,11.99,32,192,94,747
1000,pf:Q,0.14895882101751767,52,34,22.21,40,30,-1.46,48,245,99,519
1000,Uw.p,0.13877878831203805,60,30,5.47,45,24,2.22,30,310,40,911
1000,pwLp,0.13351633072421243,60,15,2.77,76,13,7.68,48,310,188,911
1000,wG.4,0.13119339908123281,50,72,9.25,41,68,-1.73,52,128,40,152
1000,pw.2,0.1261981784540722,47,17,7.77,22,9,-23.06,48,310,40,127
1000,pY.4,0.12266655130584025,51,52,5.91,41,46,-7.45,48,196,40,152
1000,h_.4,0.11871813043996748,53,54,14.37,44,29,-6.85,43,219,40,152
1000,Xt.4,0.11840770039266393,53,39,12.48,41,17,-9.81,32,299,40,152
1000,pG.Q,0.11412528471893794,41,89,3.98,41,68,-4.28,48,128,40,519
1000,hG.a,0.11289587880857728,44,99,2.75,42,85,-2.66,43,128,40,722
1000,XY.A,0.11231642175059997,44,79,10.93,37,64,-6.23,32,196,40,316
1000,pl.4,0.11124534898850855,57,21,17.49,23,17,-23.65,48,268,40,152
1000,e..s,0.11108039457512744,59,69,4.68,50,44,2.35,41,33,40,949
1000,XuAv,0.10877373867034906,78,41,7.43,65,26,0.43,32,302,133,987
1000,hG(4,0.10631274875985502,41,97,3.67,36,92,-14.78,43,128,10,152
1000,XY/X,0.10479694482597296,52,87,11.32,46,64,-2.15,32,196,45,608
1000,Vw?6,0.10229106448556151,66,30,18.72,52,19,-10.15,31,310,124,177
1100,C)0[,1.284717390367518,52,63,9.41,54,31,6.54,19,14,49,646
1100,gm.c,0.506845203330483,58,34,15.1,43,16,-9.65,42,272,40,747
1100,ew)F,0.38210427829626176,70,20,18.53,35,14,-11.9,41,310,15,380
1100,hY.(,0.353327287732269,41,56,17.31,33,36,0.56,43,196,40,0
1100,p10F,0.33295416585519594,43,37,6.78,52,19,9.94,48,44,49,380
1100,h*.l,0.31113842879961573,60,40,5.12,47,23,2.78,43,18,40,861
1100,XY.?,0.28476260961460326,43,79,10.59,37,64,-5.9,32,196,40,291
1100,hY.F,0.2655167676291864,44,56,10.32,41,36,-2.54,43,196,40,380
1100,hY.F,0.2655167676291864,44,56,10.32,41,36,-2.54,43,196,40,380
1100,hY.t,0.21101615858916056,69,56,5.48,66,36,-0.6,43,196,40,962
1100,q)/P,0.2051930373455215,40,25,3.25,80,10,11.32,48,14,45,506
1100,hl.c,0.18489161779622937,62,35,9.52,55,18,-2.75,43,268,40,747
1100,XYEc,0.17142264823419567,61,13,3.4,100,5,5.93,32,196,153,747
1100,XX9c,0.15504837493661872,51,88,7.18,61,67,11.99,32,192,94,747
1100,h@.4,0.13364156940906416,40,135,4.89,37,105,-9.2,43,101,40,152
1100,pwLp,0.13351633072421243,60,15,2.77,76,13,7.68,48,310,188,911
1100,wG.4,0.13119339908123281,50,72,9.25,41,68,-1.73,52,128,40,152
1100,pY.4,0.12266655130584025,51,52,5.91,41,46,-7.45,48,196,40,152
1100,h_.4,0.11871813043996748,53,54,14.37,44,29,-6.85,43,219,40,152
1100,hG.F,0.1147333002868958,38,99,3.32,41,85,-2.81,43,128,40,380
1100,pG.Q,0.11412528471893794,41,89,3.98,41,68,-4.28,48,128,40,519
1100,hG.a,0.11289587880857728,44,99,2.75,42,85,-2.66,43,128,40,722
1100,XY.A,0.11231642175059997,44,79,10.93,37,64,-6.23,32,196,40,316
1100,pl.4,0.11124534898850855,57,21,17.49,23,17,-23.65,48,268,40,152
1100,e..s,0.11108039457512744,59,69,4.68,50,44,2.35,41,33,40,949
1100,hT.),0.11036947554678866,40,64,13.25,31,61,-9.38,43,177,40,13
1100,XuAv,0.10877373867034906,78,41,7.43,65,26,0.43,32,302,133,987
1100,hG(4,0.10631274875985502,41,97,3.67,36,92,-14.78,43,128,10,152
1100,hW.4,0.1051522275155937,41,56,4.76,42,54,3.76,43,188,40,152
1100,XY/X,0.10479694482597296,52,87,11.32,46,64,-2.15,32,196,45,608
1200,C)0[,1.284717390367518,52,63,9.41,54,31,6.54,19,14,49,646
1200,s*.4,0.6060937636053101,51,31,8.1,57,14,9.0,49,18,40,152
1200,g).4,0.5949142409515528,45,37,8.16,45,20,6.64,42,14,40,152
1200,gm.c,0.506845203330483,58,34,15.1,43,16,-9.65,42,272,40,747
1200,gX.],0.447811767524097,49,55,17.98,42,40,-2.35,42,192,40,671
1200,h*.w,0.42255970271219634,63,55,5.63,54,31,0.8,43,18,40,1000
1200,ew)F,0.38210427829626176,70,20,18.53,35,14,-11.9,41,310,15,380
1200,p10F,0.33295416585519594,43,37,6.78,52,19,9.94,48,44,49,380
1200,h*.f,0.3300264130944048,55,40,5.87,43,23,2.31,43,18,40,785
1200,h*.l,0.31113842879961573,60,40,5.12,47,23,2.78,43,18,40,861
1200,o*.4,0.30507613117890064,50,34,4.83,55,18,8.33,47,18,40,152
1200,h*.o,0.2771863325530614,60,40,4.14,52,23,3.64,43,18,40,899
1200,hY.F,0.2655167676291864,44,56,10.32,41,36,-2.54,43,196,40,380
1200,hY.t,0.21101615858916056,69,56,5.48,66,36,-0.6,43,196,40,962
1200,gY.*,0.18701916089340398,42,61,9.4,29,41,-6.73,42,196,40,25
1200,hl.c,0.18489161779622937,62,35,9.52,55,18,-2.75,43,268,40,747
1200,XYEc,0.17142264823419567,61,13,3.4,100,5,5.93,32,196,153,747
1200,gY.A,0.16276955657343548,42,61,7.74,31,41,-6.58,42,196,40,316
1200,XX9c,0.15504837493661872,51,88,7.18,61,67,11.99,32,192,94,747
1200,oY.4,0.14439314109018545,52,61,6.05,50,46,4.41,47,196,40,152
1200,h@.4,0.13364156940906416,40,135,4.89,37,105,-9.2,43,101,40,152
1200,pwLp,0.13351633072421243,60,15,2.77,76,13,7.68,48,310,188,911
1200,qY.4,0.12266655130584025,51,52,5.91,41,46,-7.45,48,196,40,152
1200,h_.4,0.11871813043996748,53,54,14.37,44,29,-6.85,43,219,40,152
1200,hY.*,0.11591611842888346,41,56,14.24,36,36,-3.62,43,196,40,25
1200,hG.F,0.1147333002868958,38,99,3.32,41,85,-2.81,43,128,40,380
1200,pG.Q,0.11412528471893794,41,89,3.98,41,68,-4.28,48,128,40,519
1200,hG.a,0.11289587880857728,44,99,2.75,42,85,-2.66,43,128,40,722
1200,Xw.s,0.11241013177020581,68,32,11.87,41,17,-5.91,32,310,40,949
1200,XY.A,0.11231642175059997,44,79,10.93,37,64,-6.23,32,196,40,316
1300,C)0[,1.284717390367518,52,63,9.41,54,31,6.54,19,14,49,646
1300,g).4,0.5949142409515528,45,37,8.16,45,20,6.64,42,14,40,152
1300,gT?4,0.5871632848617059,56,16,12.61,75,12,13.55,42,177,124,152
1300,gm.c,0.506845203330483,58,34,15.1,43,16,-9.65,42,272,40,747
1300,h*.w,0.42255970271219634,63,55,5.63,54,31,0.8,43,18,40,1000
1300,ew)F,0.38210427829626176,70,20,18.53,35,14,-11.9,41,310,15,380
1300,h*.f,0.3300264130944048,55,40,5.87,43,23,2.31,43,18,40,785
1300,h*.l,0.31113842879961573,60,40,5.12,47,23,2.78,43,18,40,861
1300,o*.4,0.30507613117890064,50,34,4.83,55,18,8.33,47,18,40,152
1300,h*.o,0.2771863325530614,60,40,4.14,52,23,3.64,43,18,40,899
1300,hY.F,0.2655167676291864,44,56,10.32,41,36,-2.54,43,196,40,380
1300,V^?4,0.2573272000371683,42,61,6.9,38,42,-7.09,31,215,124,152
1300,X].4,0.24949529530879058,44,67,12.73,43,51,-9.57,32,211,40,152
1300,hY.t,0.21101615858916056,69,56,5.48,66,36,-0.6,43,196,40,962
1300,gY.*,0.18701916089340398,42,61,9.4,29,41,-6.73,42,196,40,25
1300,hl.c,0.18489161779622937,62,35,9.52,55,18,-2.75,43,268,40,747
1300,XYEc,0.17142264823419567,61,13,3.4,100,5,5.93,32,196,153,747
1300,gV.4,0.16148709332371577,37,66,6.52,41,58,-3.89,42,185,40,152
1300,XX9c,0.15504837493661872,51,88,7.18,61,67,11.99,32,192,94,747
1300,oY.4,0.14439314109018545,52,61,6.05,50,46,4.41,47,196,40,152
1300,pwLp,0.13351633072421243,60,15,2.77,76,13,7.68,48,310,188,911
1300,qY.4,0.12266655130584025,51,52,5.91,41,46,-7.45,48,196,40,152
1300,h_.4,0.11871813043996748,53,54,14.37,44,29,-6.85,43,219,40,152
1300,hY.*,0.11591611842888346,41,56,14.24,36,36,-3.62,43,196,40,25
1300,XY+4,0.1150550571749678,49,87,13.48,44,68,-3.16,32,196,25,152
1300,hG.a,0.11289587880857728,44,99,2.75,42,85,-2.66,43,128,40,722
1300,Xw.s,0.11241013177020581,68,32,11.87,41,17,-5.91,32,310,40,949
1300,XY.A,0.11231642175059997,44,79,10.93,37,64,-6.23,32,196,40,316
1300,XY.A,0.11231642175059997,44,79,10.93,37,64,-6.23,32,196,40,316
1300,pl.4,0.11124534898850855,57,21,17.49,23,17,-23.65,48,268,40,152
1400,C)0[,1.284717390367518,52,63,9.41,54,31,6.54,19,14,49,646
1400,g).4,0.5949142409515528,45,37,8.16,45,20,6.64,42,14,40,152
1400,g).4,0.5949142409515528,45,37,8.16,45,20,6.64,42,14,40,152
1400,gT?4,0.5871632848617059,56,16,12.61,75,12,13.55,42,177,124,152
1400,h*.w,0.42255970271219634,63,55,5.63,54,31,0.8,43,18,40,1000
1400,ew)F,0.38210427829626176,70,20,18.53,35,14,-11.9,41,310,15,380
1400,h*.f,0.3300264130944048,55,40,5.87,43,23,2.31,43,18,40,785
1400,h*.l,0.31113842879961573,60,40,5.12,47,23,2.78,43,18,40,861
1400,hY.F,0.2655167676291864,44,56,10.32,41,36,-2.54,43,196,40,380
1400,V^?4,0.2573272000371683,42,61,6.9,38,42,-7.09,31,215,124,152
1400,X].4,0.24949529530879058,44,67,12.73,43,51,-9.57,32,211,40,152
1400,XY(3,0.22936428879698995,46,77,10.68,39,68,-14.6,32,196,10,139
1400,gY:4,0.21236751445307933,49,63,9.56,35,54,-13.19,42,196,99,152
1400,gY.*,0.18701916089340398,42,61,9.4,29,41,-6.73,42,196,40,25
1400,hl.c,0.18489161779622937,62,35,9.52,55,18,-2.75,43,268,40,747
1400,Xt.4,0.1770874022742321,53,39,12.48,41,17,-9.81,32,299,40,152
1400,XYEc,0.17142264823419567,61,13,3.4,100,5,5.93,32,196,153,747
1400,gV.4,0.16148709332371577,37,66,6.52,41,58,-3.89,42,185,40,152
1400,XX9c,0.15504837493661872,51,88,7.18,61,67,11.99,32,192,94,747
1400,oY.4,0.14439314109018545,52,61,6.05,50,46,4.41,47,196,40,152
1400,pwLp,0.13351633072421243,60,15,2.77,76,13,7.68,48,310,188,911
1400,Rs.F,0.12701148949557084,55,38,15.08,44,29,-4.53,29,295,40,380
1400,qY.4,0.12266655130584025,51,52,5.91,41,46,-7.45,48,196,40,152
1400,h_.4,0.11871813043996748,53,54,14.37,44,29,-6.85,43,219,40,152
1400,XY+4,0.1150550571749678,49,87,13.48,44,68,-3.16,32,196,25,152
1400,hG.a,0.11289587880857728,44,99,2.75,42,85,-2.66,43,128,40,722
1400,Xw.s,0.11241013177020581,68,32,11.87,41,17,-5.91,32,310,40,949
1400,XY.A,0.11231642175059997,44,79,10.93,37,64,-6.23,32,196,40,316
1400,e..s,0.11108039457512744,59,69,4.68,50,44,2.35,41,33,40,949
1400,hT.),0.11036947554678866,40,64,13.25,31,61,-9.38,43,177,40,13
1500,C)0[,1.284717390367518,52,63,9.41,54,31,6.54,19,14,49,646
1500,g).4,0.5949142409515528,45,37,8.16,45,20,6.64,42,14,40,152
1500,gT?4,0.5871632848617059,56,16,12.61,75,12,13.55,42,177,124,152
1500,gYC4,0.5809673767293576,60,10,10.16,87,8,13.06,42,196,143,152
1500,g+.4,0.4637184970552814,45,44,7.78,40,25,6.07,42,21,40,152
1500,h*.w,0.42255970271219634,63,55,5.63,54,31,0.8,43,18,40,1000
1500,XW(4,0.42164602203875706,40,95,14.05,41,75,4.3,32,188,10,152
1500,ew)F,0.38210427829626176,70,20,18.53,35,14,-11.9,41,310,15,380
1500,h*.f,0.3300264130944048,55,40,5.87,43,23,2.31,43,18,40,785
1500,h*.l,0.31113842879961573,60,40,5.12,47,23,2.78,43,18,40,861
1500,hY.F,0.2655167676291864,44,56,10.32,41,36,-2.54,43,196,40,380
1500,V^?4,0.2573272000371683,42,61,6.9,38,42,-7.09,31,215,124,152
1500,X].4,0.24949529530879058,44,67,12.73,43,51,-9.57,32,211,40,152
1500,XW44,0.23812881287200555,37,85,8.39,38,65,-8.44,32,188,69,152
1500,XY(3,0.22936428879698995,46,77,10.68,39,68,-14.6,32,196,10,139
1500,gq.4,0.2165526010685993,57,26,14.46,33,15,-11.2,42,287,40,152
1500,gY.*,0.18701916089340398,42,61,9.4,29,41,-6.73,42,196,40,25
1500,hl.c,0.18489161779622937,62,35,9.52,55,18,-2.75,43,268,40,747
1500,XYEc,0.17142264823419567,61,13,3.4,100,5,5.93,32,196,153,747
1500,Xe*4,0.16248436519173984,53,60,7.58,40,35,-8.92,32,242,20,152
1500,gV.4,0.16148709332371577,37,66,6.52,41,58,-3.89,42,185,40,152
1500,XX9c,0.15504837493661872,51,88,7.18,61,67,11.99,32,192,94,747
1500,XW.s,0.15232745991264804,64,89,3.83,57,69,6.54,32,188,40,949
1500,pwLp,0.13351633072421243,60,15,2.77,76,13,7.68,48,310,188,911
1500,Rs.F,0.12701148949557084,55,38,15.08,44,29,-4.53,29,295,40,380
1500,qY.4,0.12266655130584025,51,52,5.91,41,46,-7.45,48,196,40,152
1500,XY+4,0.1150550571749678,49,87,13.48,44,68,-3.16,32,196,25,152
1500,"Xe.,",0.114253672620486,43,62,6.24,47,38,-5.02,32,242,40,51
1500,Xw.s,0.11241013177020581,68,32,11.87,41,17,-5.91,32,310,40,949
1500,XY.A,0.11231642175059997,44,79,10.93,37,64,-6.23,32,196,40,316
1600,C)0[,1.284717390367518,52,63,9.41,54,31,6.54,19,14,49,646
1600,g).4,0.5949142409515528,45,37,8.16,45,20,6.64,42,14,40,152
1600,gT?4,0.5871632848617059,56,16,12.61,75,12,13.55,42,177,124,152
1600,gYC4,0.5809673767293576,60,10,10.16,87,8,13.06,42,196,143,152
1600,g+.4,0.4637184970552814,45,44,7.78,40,25,6.07,42,21,40,152
1600,h*.w,0.42255970271219634,63,55,5.63,54,31,0.8,43,18,40,1000
1600,XW(4,0.42164602203875706,40,95,14.05,41,75,4.3,32,188,10,152
1600,ew)F,0.38210427829626176,70,20,18.53,35,14,-11.9,41,310,15,380
1600,iY..,0.3477571104589095,41,56,15.71,36,36,-0.1,43,196,40,76
1600,h*.f,0.3300264130944048,55,40,5.87,43,23,2.31,43,18,40,785
1600,i*.4,0.3263494883857147,47,40,5.57,43,23,7.01,43,18,40,152
1600,h*.l,0.31113842879961573,60,40,5.12,47,23,2.78,43,18,40,861
1600,VY?B,0.29830069381250773,42,42,8.93,45,31,3.55,31,196,124,329
1600,hY.F,0.2655167676291864,44,56,10.32,41,36,-2.54,43,196,40,380
1600,V^?4,0.2573272000371683,42,61,6.9,38,42,-7.09,31,215,124,152
1600,X].4,0.24949529530879058,44,67,12.73,43,51,-9.57,32,211,40,152
1600,XW44,0.23812881287200555,37,85,8.39,38,65,-8.44,32,188,69,152
1600,VY?t,0.2329774588594958,71,42,5.36,64,31,-1.01,31,196,124,962
1600,XY(3,0.22936428879698995,46,77,10.68,39,68,-14.6,32,196,10,139
1600,gY.*,0.18701916089340398,42,61,9.4,29,41,-6.73,42,196,40,25
1600,hl.c,0.18489161779622937,62,35,9.52,55,18,-2.75,43,268,40,747
1600,Xe.n,0.1803866435319501,56,62,7.16,52,38,0.5,32,242,40,886
1600,_e.4,0.16812871834335283,41,58,7.49,35,42,-12.6,37,242,40,152
1600,gV.4,0.16148709332371577,37,66,6.52,41,58,-3.89,42,185,40,152
1600,XY?4,0.16029198878149312,43,41,4.2,43,30,-1.05,32,196,124,152
1600,XW.s,0.15232745991264804,64,89,3.83,57,69,6.54,32,188,40,949
1600,pwLp,0.13351633072421243,60,15,2.77,76,13,7.68,48,310,188,911
1600,WV.Q,0.12511912101859618,48,84,12.03,40,62,5.57,32,185,40,519
1600,Ys.F,0.12467724175923107,54,33,16.07,46,26,-10.2,33,295,40,380
1600,XY+4,0.1150550571749678,49,87,13.48,44,68,-3.16,32,196,25,152
1700,C)0[,1.284717390367518,52,63,9.41,54,31,6.54,19,14,49,646
1700,iXC),0.8960040462873952,70,10,13.42,66,6,12.15,43,192,143,13
1700,g).4,0.5949142409515528,45,37,8.16,45,20,6.64,42,14,40,152
1700,gT?4,0.5871632848617059,56,16,12.61,75,12,13.55,42,177,124,152
1700,gYC4,0.5809673767293576,60,10,10.16,87,8,13.06,42,196,143,152
1700,g+.4,0.4637184970552814,45,44,7.78,40,25,6.07,42,21,40,152
1700,h*.w,0.42255970271219634,63,55,5.63,54,31,0.8,43,18,40,1000
1700,ew)F,0.38210427829626176,70,20,18.53,35,14,-11.9,41,310,15,380
1700,iY..,0.3477571104589095,41,56,15.71,36,36,-0.1,43,196,40,76
1700,hY.=,0.3444998031883483,51,56,10.34,50,36,-0.36,43,196,40,266
1700,h*.f,0.3300264130944048,55,40,5.87,43,23,2.31,43,18,40,785
1700,i*.4,0.3263494883857147,47,40,5.57,43,23,7.01,43,18,40,152
1700,h*.l,0.31113842879961573,60,40,5.12,47,23,2.78,43,18,40,861
1700,VY?B,0.29830069381250773,42,42,8.93,45,31,3.55,31,196,124,329
1700,hY?9,0.2897324521116523,56,25,8.21,47,21,-2.56,43,196,124,215
1700,XV.4,0.2849381370271781,48,84,11.02,45,62,8.61,32,185,40,152
1700,hY.F,0.2655167676291864,44,56,10.32,41,36,-2.54,43,196,40,380
1700,X].4,0.24949529530879058,44,67,12.73,43,51,-9.57,32,211,40,152
1700,XW44,0.23812881287200555,37,85,8.39,38,65,-8.44,32,188,69,152
1700,VY?t,0.2329774588594958,71,42,5.36,64,31,-1.01,31,196,124,962
1700,hn.9,0.19708388600192206,61,31,12.39,55,18,6.29,43,276,40,215
1700,gY.*,0.18701916089340398,42,61,9.4,29,41,-6.73,42,196,40,25
1700,hl.c,0.18489161779622937,62,35,9.52,55,18,-2.75,43,268,40,747
1700,Xt14,0.18295562482177016,61,34,21.24,33,18,-5.47,32,299,54,152
1700,Xe.n,0.1803866435319501,56,62,7.16,52,38,0.5,32,242,40,886
1700,Xf.4,0.17170843157381213,45,59,6.46,37,40,-9.27,32,245,40,152
1700,_e.4,0.16812871834335283,41,58,7.49,35,42,-12.6,37,242,40,152
1700,gV.4,0.16148709332371577,37,66,6.52,41,58,-3.89,42,185,40,152
1700,XY?4,0.16029198878149312,43,41,4.2,43,30,-1.05,32,196,124,152
1700,X\.@,0.1548305505805568,38,67,5.9,36,50,-1.99,32,207,40,304
1800,C)0[,1.284717390367518,52,63,9.41,54,31,6.54,19,14,49,646
1800,iXC),0.8960040462873952,70,10,13.42,66,6,12.15,43,192,143,13
1800,g).4,0.5949142409515528,45,37,8.16,45,20,6.64,42,14,40,152
1800,gYC4,0.5809673767293576,60,10,10.16,87,8,13.06,42,196,143,152
1800,g+.4,0.4637184970552814,45,44,7.78,40,25,6.07,42,21,40,152
1800,ew)F,0.38210427829626176,70,20,18.53,35,14,-11.9,41,310,15,380
1800,iY..,0.3477571104589095,41,56,15.71,36,36,-0.1,43,196,40,76
1800,hY.=,0.3444998031883483,51,56,10.34,50,36,-0.36,43,196,40,266
1800,h*.f,0.3300264130944048,55,40,5.87,43,23,2.31,43,18,40,785
1800,i*.4,0.3263494883857147,47,40,5.57,43,23,7.01,43,18,40,152
1800,h*.l,0.31113842879961573,60,40,5.12,47,23,2.78,43,18,40,861
1800,VY?B,0.29830069381250773,42,42,8.93,45,31,3.55,31,196,124,329
1800,XY+3,0.27955639910830454,49,87,12.8,44,68,-1.82,32,196,25,139
1800,X].4,0.24949529530879058,44,67,12.73,43,51,-9.57,32,211,40,152
1800,XW44,0.23812881287200555,37,85,8.39,38,65,-8.44,32,188,69,152
1800,VY?t,0.2329774588594958,71,42,5.36,64,31,-1.01,31,196,124,962
1800,hn.9,0.19708388600192206,61,31,12.39,55,18,6.29,43,276,40,215
1800,hl.c,0.18489161779622937,62,35,9.52,55,18,-2.75,43,268,40,747
1800,Xt14,0.18295562482177016,61,34,21.24,33,18,-5.47,32,299,54,152
1800,Xe.n,0.1803866435319501,56,62,7.16,52,38,0.5,32,242,40,886
1800,Xf.4,0.17170843157381213,45,59,6.46,37,40,-9.27,32,245,40,152
1800,_e.4,0.16812871834335283,41,58,7.49,35,42,-12.6,37,242,40,152
1800,iY;_,0.16619625114700182,50,66,16.22,41,55,-12.41,43,196,104,696
1800,gV.4,0.16148709332371577,37,66,6.52,41,58,-3.89,42,185,40,152
1800,XY?4,0.16029198878149312,43,41,4.2,43,30,-1.05,32,196,124,152
1800,X\.@,0.1548305505805568,38,67,5.9,36,50,-1.99,32,207,40,304
1800,X\.c,0.1525176521809633,51,64,5.8,44,49,3.32,32,207,40,747
1800,XW.s,0.15232745991264804,64,89,3.83,57,69,6.54,32,188,40,949
1800,X_1_,0.1480426825672569,50,63,15.23,50,42,2.37,32,219,54,696
1800,iX.0,0.14599382951473383,39,58,5.27,40,50,2.67,43,192,40,101
1900,C)0[,1.284717390367518,52,63,9.41,54,31,6.54,19,14,49,646
1900,iXC),0.8960040462873952,70,10,13.42,66,6,12.15,43,192,143,13
1900,g+.4,0.4637184970552814,45,44,7.78,40,25,6.07,42,21,40,152
1900,ew)F,0.38210427829626176,70,20,18.53,35,14,-11.9,41,310,15,380
1900,hY.=,0.3444998031883483,51,56,10.34,50,36,-0.36,43,196,40,266
1900,hY.=,0.3444998031883483,51,56,10.34,50,36,-0.36,43,196,40,266
1900,h*.f,0.3300264130944048,55,40,5.87,43,23,2.31,43,18,40,785
1900,i*.4,0.3263494883857147,47,40,5.57,43,23,7.01,43,18,40,152
1900,h*.l,0.31113842879961573,60,40,5.12,47,23,2.78,43,18,40,861
1900,VY?B,0.29830069381250773,42,42,8.93,45,31,3.55,31,196,124,329
1900,XY+3,0.27955639910830454,49,87,12.8,44,68,-1.82,32,196,25,139
1900,i_*F,0.2621944889937367,46,54,12.85,36,25,-8.9,43,219,20,380
1900,i_7S,0.25471620672482,56,46,12.94,38,31,-7.41,43,219,84,544
1900,X].4,0.24949529530879058,44,67,12.73,43,51,-9.57,32,211,40,152
1900,XW44,0.23812881287200555,37,85,8.39,38,65,-8.44,32,188,69,152
1900,i_7G,0.22692345733834016,54,44,11.53,41,31,-5.97,43,219,84,392
