['Pair', 'TF', 'Start Date', 'End Date', 'Total Trades', 'Total Net Profit', 'Max.DD', 'Annual Profit', 'Winrate', 'Sharpe', 'Calmar', 'Winning Strike', 'Losing Strike', 'Largest Winning', 'Largest Losing', 'Num. of Wins', 'Num. of Losses', 'Market Change']
['AAVE-USDT', '5m', '2021-07-21', '2021-08-10', '15', '-1.65', '-5.62', -10, '40', '-0.28', '-1.82', '2', '4', 321, -245, '6', '9', '68.05']
['AAVE-USDT', '5m', '2021-03-17', '2021-04-06', '11', '-4.5', '-8.39', -50, '27', '-1.98', '-5.92', '1', '3', 311, -238, '3', '8', '7.38']
['AAVE-USDT', '5m', '2021-04-20', '2021-05-10', '11', '-4.96', '-8.23', -30, '27', '-1.22', '-3.61', '3', '8', 300, -275, '3', '8', '32.57']
['AAVE-USDT', '5m', '2021-03-27', '2021-04-16', '13', '-7.06', '-7.56', -70, '31', '-3.34', '-9.26', '3', '4', 316, -240, '4', '9', '29.51']
['AAVE-USDT', '5m', '2021-01-17', '2021-02-06', '7', '-9.26', '-7.67', -77, '14', '-7.34', '-10.0', '1', '3', 134, -252, '1', '6', '181.94']
['AAVE-USDT', '5m', '2021-08-28', '2021-09-17', '13', '4.3', '-6.29', 179, '46', '2.88', '28.39', '5', '4', 328, -224, '6', '7', '2.96']
['AAVE-USDT', '5m', '2021-03-20', '2021-04-09', '12', '-0.62', '-7.09', 3, '42', '0.25', '0.48', '2', '3', 321, -260, '5', '7', '0.49']
['AAVE-USDT', '5m', '2021-03-24', '2021-04-13', '11', '-3.25', '-6.19', -38, '36', '-1.32', '-6.12', '3', '3', 316, -240, '4', '7', '20.57']
['AAVE-USDT', '5m', '2021-07-18', '2021-08-07', '15', '-4.44', '-5.51', -48, '33', '-2.12', '-8.68', '2', '4', 327, -246, '5', '10', '46.52']
['AAVE-USDT', '5m', '2021-02-26', '2021-03-18', '15', '-2.19', '-4.53', 72, '33', '1.99', '15.94', '3', '5', 341, -260, '5', '10', '13.43']
['AAVE-USDT', '5m', '2021-08-28', '2021-09-17', '13', '4.3', '-6.29', 179, '46', '2.88', '28.39', '5', '4', 328, -224, '6', '7', '2.96']
['AAVE-USDT', '5m', '2021-03-03', '2021-03-23', '13', '-5.42', '-8.01', -49, '31', '-2.12', '-6.08', '3', '6', 325, -248, '4', '9', '-13.72']
