iteration,dna,fitness,training_log.win-rate,training_log.total,training_log.PNL,testing_log.win-rate,testing_log.total,testing_log.PNL,parameters.ott_ubw,parameters.ott_dbw,parameters.long_tps_qty_index,parameters.short_tps_qty_index,parameters.chop_rsi_len,parameters.chop_bandwidth,parameters.max_risk
180,[Fup.5r,0.7757223317325077,68,32,29.46,33,6,-6.3,152,98,122,114,7,58,47
180,PP;l-)m,0.7687674262272387,64,31,31.12,66,3,-0.2,124,124,30,108,6,28,45
180,Z=v5/ad,0.7298628750166113,59,37,40.53,57,7,0.07,150,74,123,21,7,169,40
180,"/N,g\qt",0.7270793028448478,59,44,36.9,60,5,4.12,38,119,6,100,18,210,48
180,K40Yr3`,0.7183442865862256,50,58,27.4,33,12,-2.57,111,51,13,78,24,53,38
180,Y?kCh<_,0.6961710416453816,68,35,33.92,40,5,-3.09,147,80,106,43,21,76,38
180,X.C)mLa,0.6852096130407567,46,52,34.42,44,9,3.18,145,36,43,2,22,116,39
180,bF[[u<r,0.684262827703017,72,29,29.27,33,6,-5.71,171,98,81,81,24,76,47
180,TO*r0<e,0.6809774780381143,64,28,32.5,100,2,4.56,134,121,3,117,7,76,41
180,XHm3WPs,0.6771783546509959,62,32,28.17,75,4,2.54,145,103,109,17,17,126,48
180,:<KgBP\,0.6760017933420182,54,64,21.06,58,12,2.67,67,72,55,100,12,126,36
180,08IKt<T,0.6733389811607811,53,69,21.77,42,14,-4.04,41,62,52,55,24,76,32
180,"0/NA,ls",0.6731589270467288,45,82,23.13,42,14,-1.82,41,38,60,40,6,197,48
240,+:EKG-o,1.0177351085360629,56,75,38.33,46,15,-1.52,28,67,46,55,13,38,46
240,I:2ch=a,0.9871105199581102,53,56,41.3,36,11,-4.6,106,67,16,93,21,78,39
240,I:j*TQd,0.9664178511455702,56,57,46.03,45,11,-1.96,106,67,104,3,16,129,40
240,A>IGYCf,0.95167457634637,65,60,38.91,60,10,1.55,85,77,52,49,17,93,41
240,^>7B(Je,0.8857906959601239,72,36,48.54,50,6,-0.08,160,77,24,41,5,111,41
240,",+MRXoe",0.883378035221972,56,57,41.0,33,6,-0.85,30,28,59,66,17,205,41
240,/6s)__r,0.8587307893536185,49,69,36.74,46,13,1.61,38,56,119,2,19,164,47
240,E:_(Nta,0.8509033531535254,55,56,44.88,54,11,1.25,95,67,87,0,15,217,39
240,"a=e>,>e",0.8491651254160851,66,33,40.28,57,7,1.42,168,74,97,35,6,81,41
240,bA9@uWg,0.8278635080630152,75,29,38.58,50,6,-0.08,171,85,27,38,24,144,42
240,l;[/?*n,0.8211157036856697,64,34,36.81,50,8,-1.55,196,69,81,11,11,30,45
240,@@BLSnw,0.8127235737711832,55,60,33.06,54,11,-0.07,82,82,41,57,16,202,50
240,",A^W5uf",0.8006559134847753,57,59,33.19,40,10,-3.33,30,85,85,74,8,220,41
240,-489sU\,0.7982017689084803,49,67,30.89,41,12,-0.0,33,51,25,27,24,139,36
240,"CNUI*,q",0.795419379829486,48,47,31.97,57,7,1.92,90,119,71,52,6,35,47
240,0@Pe0-o,0.7838609336431563,50,71,32.88,40,10,-3.99,41,82,63,97,7,38,46
240,ZO(WiOd,0.7781709916818362,69,23,45.17,100,2,5.06,150,121,0,74,21,124,40
240,PP;l-)m,0.7687674262272387,64,31,31.12,66,3,-0.2,124,124,30,108,6,28,45
240,Z=v5/ad,0.7298628750166113,59,37,40.53,57,7,0.07,150,74,123,21,7,169,40
240,"/N,g\qt",0.7270793028448478,59,44,36.9,60,5,4.12,38,119,6,100,18,210,48
240,K40Yr3`,0.7183442865862256,50,58,27.4,33,12,-2.57,111,51,13,78,24,53,38
240,Y?kCh<_,0.6961710416453816,68,35,33.92,40,5,-3.09,147,80,106,43,21,76,38
240,X.C)mLa,0.6852096130407567,46,52,34.42,44,9,3.18,145,36,43,2,22,116,39
240,bF[[u<r,0.684262827703017,72,29,29.27,33,6,-5.71,171,98,81,81,24,76,47
240,TO*r0<e,0.6809774780381143,64,28,32.5,100,2,4.56,134,121,3,117,7,76,41
240,XHm3WPs,0.6771783546509959,62,32,28.17,75,4,2.54,145,103,109,17,17,126,48
240,:<KgBP\,0.6760017933420182,54,64,21.06,58,12,2.67,67,72,55,100,12,126,36
240,08IKt<T,0.6733389811607811,53,69,21.77,42,14,-4.04,41,62,52,55,24,76,32
240,"0/NA,ls",0.6731589270467288,45,82,23.13,42,14,-1.82,41,38,60,40,6,197,48
240,K6`9@j\,0.6692135691643651,52,53,20.79,45,11,-1.25,111,56,89,27,11,192,36
300,+:EKG-o,1.0177351085360629,56,75,38.33,46,15,-1.52,28,67,46,55,13,38,46
300,I:2ch=a,0.9871105199581102,53,56,41.3,36,11,-4.6,106,67,16,93,21,78,39
300,I:j*TQd,0.9664178511455702,56,57,46.03,45,11,-1.96,106,67,104,3,16,129,40
300,A>IGYCf,0.95167457634637,65,60,38.91,60,10,1.55,85,77,52,49,17,93,41
300,^>7B(Je,0.8857906959601239,72,36,48.54,50,6,-0.08,160,77,24,41,5,111,41
300,",+MRXoe",0.883378035221972,56,57,41.0,33,6,-0.85,30,28,59,66,17,205,41
300,/6s)__r,0.8587307893536185,49,69,36.74,46,13,1.61,38,56,119,2,19,164,47
300,E:_(Nta,0.8509033531535254,55,56,44.88,54,11,1.25,95,67,87,0,15,217,39
300,"a=e>,>e",0.8491651254160851,66,33,40.28,57,7,1.42,168,74,97,35,6,81,41
300,bA9@uWg,0.8278635080630152,75,29,38.58,50,6,-0.08,171,85,27,38,24,144,42
300,@@BLSnw,0.8127235737711832,55,60,33.06,54,11,-0.07,82,82,41,57,16,202,50
300,",A^W5uf",0.8006559134847753,57,59,33.19,40,10,-3.33,30,85,85,74,8,220,41
300,-489sU\,0.7982017689084803,49,67,30.89,41,12,-0.0,33,51,25,27,24,139,36
300,"CNUI*,q",0.795419379829486,48,47,31.97,57,7,1.92,90,119,71,52,6,35,47
300,0@Pe0-o,0.7838609336431563,50,71,32.88,40,10,-3.99,41,82,63,97,7,38,46
300,ZO(WiOd,0.7781709916818362,69,23,45.17,100,2,5.06,150,121,0,74,21,124,40
300,PP;l-)m,0.7687674262272387,64,31,31.12,66,3,-0.2,124,124,30,108,6,28,45
300,Z=v5/ad,0.7298628750166113,59,37,40.53,57,7,0.07,150,74,123,21,7,169,40
300,"/N,g\qt",0.7270793028448478,59,44,36.9,60,5,4.12,38,119,6,100,18,210,48
300,Y?kCh<_,0.6961710416453816,68,35,33.92,40,5,-3.09,147,80,106,43,21,76,38
300,X.C)mLa,0.6852096130407567,46,52,34.42,44,9,3.18,145,36,43,2,22,116,39
300,bF[[u<r,0.684262827703017,72,29,29.27,33,6,-5.71,171,98,81,81,24,76,47
300,TO*r0<e,0.6809774780381143,64,28,32.5,100,2,4.56,134,121,3,117,7,76,41
300,XHm3WPs,0.6771783546509959,62,32,28.17,75,4,2.54,145,103,109,17,17,126,48
300,:<KgBP\,0.6760017933420182,54,64,21.06,58,12,2.67,67,72,55,100,12,126,36
300,"0/NA,ls",0.6731589270467288,45,82,23.13,42,14,-1.82,41,38,60,40,6,197,48
300,K6`9@j\,0.6692135691643651,52,53,20.79,45,11,-1.25,111,56,89,27,11,192,36
300,FBrl0Ht,0.6660893304861858,64,56,20.77,50,10,-1.56,98,87,117,108,7,106,48
300,/nIt1sT,0.6645597510041203,58,34,21.63,40,5,0.45,38,202,52,120,7,215,32
300,1:G84l\,0.6633624733546258,47,69,26.59,46,13,-0.57,43,67,49,25,8,197,36
360,+:EKG-o,1.0177351085360629,56,75,38.33,46,15,-1.52,28,67,46,55,13,38,46
360,I:2ch=a,0.9871105199581102,53,56,41.3,36,11,-4.6,106,67,16,93,21,78,39
360,I:j*TQd,0.9664178511455702,56,57,46.03,45,11,-1.96,106,67,104,3,16,129,40
360,A>IGYCf,0.95167457634637,65,60,38.91,60,10,1.55,85,77,52,49,17,93,41
360,^>7B(Je,0.8857906959601239,72,36,48.54,50,6,-0.08,160,77,24,41,5,111,41
360,",+MRXoe",0.883378035221972,56,57,41.0,33,6,-0.85,30,28,59,66,17,205,41
360,/6s)__r,0.8587307893536185,49,69,36.74,46,13,1.61,38,56,119,2,19,164,47
360,E:_(Nta,0.8509033531535254,55,56,44.88,54,11,1.25,95,67,87,0,15,217,39
360,"a=e>,>e",0.8491651254160851,66,33,40.28,57,7,1.42,168,74,97,35,6,81,41
360,bA9@uWg,0.8278635080630152,75,29,38.58,50,6,-0.08,171,85,27,38,24,144,42
360,@@BLSnw,0.8127235737711832,55,60,33.06,54,11,-0.07,82,82,41,57,16,202,50
360,",A^W5uf",0.8006559134847753,57,59,33.19,40,10,-3.33,30,85,85,74,8,220,41
360,-489sU\,0.7982017689084803,49,67,30.89,41,12,-0.0,33,51,25,27,24,139,36
360,"CNUI*,q",0.795419379829486,48,47,31.97,57,7,1.92,90,119,71,52,6,35,47
360,0@Pe0-o,0.7838609336431563,50,71,32.88,40,10,-3.99,41,82,63,97,7,38,46
360,PP;l-)m,0.7687674262272387,64,31,31.12,66,3,-0.2,124,124,30,108,6,28,45
360,Z=v5/ad,0.7298628750166113,59,37,40.53,57,7,0.07,150,74,123,21,7,169,40
360,"/N,g\qt",0.7270793028448478,59,44,36.9,60,5,4.12,38,119,6,100,18,210,48
360,Y?kCh<_,0.6961710416453816,68,35,33.92,40,5,-3.09,147,80,106,43,21,76,38
360,bF[[u<r,0.684262827703017,72,29,29.27,33,6,-5.71,171,98,81,81,24,76,47
360,TO*r0<e,0.6809774780381143,64,28,32.5,100,2,4.56,134,121,3,117,7,76,41
360,XHm3WPs,0.6771783546509959,62,32,28.17,75,4,2.54,145,103,109,17,17,126,48
360,:<KgBP\,0.6760017933420182,54,64,21.06,58,12,2.67,67,72,55,100,12,126,36
360,"0/NA,ls",0.6731589270467288,45,82,23.13,42,14,-1.82,41,38,60,40,6,197,48
360,K6`9@j\,0.6692135691643651,52,53,20.79,45,11,-1.25,111,56,89,27,11,192,36
360,FBrl0Ht,0.6660893304861858,64,56,20.77,50,10,-1.56,98,87,117,108,7,106,48
360,/nIt1sT,0.6645597510041203,58,34,21.63,40,5,0.45,38,202,52,120,7,215,32
360,1:G84l\,0.6633624733546258,47,69,26.59,46,13,-0.57,43,67,49,25,8,197,36
360,B5/iX6P,0.656911530046595,55,54,28.58,36,11,-2.35,87,54,11,103,17,60,30
360,L6AT9;k,0.6486608565555653,51,56,19.4,55,9,2.46,113,56,40,70,9,73,44
420,+:EKG-o,1.0177351085360629,56,75,38.33,46,15,-1.52,28,67,46,55,13,38,46
420,I:2ch=a,0.9871105199581102,53,56,41.3,36,11,-4.6,106,67,16,93,21,78,39
420,I:j*TQd,0.9664178511455702,56,57,46.03,45,11,-1.96,106,67,104,3,16,129,40
420,A>IGYCf,0.95167457634637,65,60,38.91,60,10,1.55,85,77,52,49,17,93,41
420,",+MRXoe",0.883378035221972,56,57,41.0,33,6,-0.85,30,28,59,66,17,205,41
420,/6s)__r,0.8587307893536185,49,69,36.74,46,13,1.61,38,56,119,2,19,164,47
420,E:_(Nta,0.8509033531535254,55,56,44.88,54,11,1.25,95,67,87,0,15,217,39
420,"a=e>,>e",0.8491651254160851,66,33,40.28,57,7,1.42,168,74,97,35,6,81,41
420,@@BLSnw,0.8127235737711832,55,60,33.06,54,11,-0.07,82,82,41,57,16,202,50
420,",A^W5uf",0.8006559134847753,57,59,33.19,40,10,-3.33,30,85,85,74,8,220,41
420,-489sU\,0.7982017689084803,49,67,30.89,41,12,-0.0,33,51,25,27,24,139,36
420,"CNUI*,q",0.795419379829486,48,47,31.97,57,7,1.92,90,119,71,52,6,35,47
420,0@Pe0-o,0.7838609336431563,50,71,32.88,40,10,-3.99,41,82,63,97,7,38,46
420,PP;l-)m,0.7687674262272387,64,31,31.12,66,3,-0.2,124,124,30,108,6,28,45
420,Z=v5/ad,0.7298628750166113,59,37,40.53,57,7,0.07,150,74,123,21,7,169,40
420,"/N,g\qt",0.7270793028448478,59,44,36.9,60,5,4.12,38,119,6,100,18,210,48
420,Y?kCh<_,0.6961710416453816,68,35,33.92,40,5,-3.09,147,80,106,43,21,76,38
420,bF[[u<r,0.684262827703017,72,29,29.27,33,6,-5.71,171,98,81,81,24,76,47
420,TO*r0<e,0.6809774780381143,64,28,32.5,100,2,4.56,134,121,3,117,7,76,41
420,XHm3WPs,0.6771783546509959,62,32,28.17,75,4,2.54,145,103,109,17,17,126,48
420,:<KgBP\,0.6760017933420182,54,64,21.06,58,12,2.67,67,72,55,100,12,126,36
420,"0/NA,ls",0.6731589270467288,45,82,23.13,42,14,-1.82,41,38,60,40,6,197,48
420,K6`9@j\,0.6692135691643651,52,53,20.79,45,11,-1.25,111,56,89,27,11,192,36
420,FBrl0Ht,0.6660893304861858,64,56,20.77,50,10,-1.56,98,87,117,108,7,106,48
420,/nIt1sT,0.6645597510041203,58,34,21.63,40,5,0.45,38,202,52,120,7,215,32
420,1:G84l\,0.6633624733546258,47,69,26.59,46,13,-0.57,43,67,49,25,8,197,36
420,B5/iX6P,0.656911530046595,55,54,28.58,36,11,-2.35,87,54,11,103,17,60,30
420,L6AT9;k,0.6486608565555653,51,56,19.4,55,9,2.46,113,56,40,70,9,73,44
420,SOX<UYo,0.6470785554025966,61,31,28.04,66,3,1.91,132,121,76,32,16,149,46
420,B39d=1N,0.6339736575741697,49,53,25.85,41,12,3.29,87,49,27,95,10,48,29
480,+:EKG-o,1.0177351085360629,56,75,38.33,46,15,-1.52,28,67,46,55,13,38,46
480,I:2ch=a,0.9871105199581102,53,56,41.3,36,11,-4.6,106,67,16,93,21,78,39
480,I:j*TQd,0.9664178511455702,56,57,46.03,45,11,-1.96,106,67,104,3,16,129,40
480,A>IGYCf,0.95167457634637,65,60,38.91,60,10,1.55,85,77,52,49,17,93,41
480,",+MRXoe",0.883378035221972,56,57,41.0,33,6,-0.85,30,28,59,66,17,205,41
480,/6s)__r,0.8587307893536185,49,69,36.74,46,13,1.61,38,56,119,2,19,164,47
480,E:_(Nta,0.8509033531535254,55,56,44.88,54,11,1.25,95,67,87,0,15,217,39
480,@@BLSnw,0.8127235737711832,55,60,33.06,54,11,-0.07,82,82,41,57,16,202,50
480,-489sU\,0.7982017689084803,49,67,30.89,41,12,-0.0,33,51,25,27,24,139,36
480,"CNUI*,q",0.795419379829486,48,47,31.97,57,7,1.92,90,119,71,52,6,35,47
480,PP;l-)m,0.7687674262272387,64,31,31.12,66,3,-0.2,124,124,30,108,6,28,45
480,Z=v5/ad,0.7298628750166113,59,37,40.53,57,7,0.07,150,74,123,21,7,169,40
480,"/N,g\qt",0.7270793028448478,59,44,36.9,60,5,4.12,38,119,6,100,18,210,48
480,Y?kCh<_,0.6961710416453816,68,35,33.92,40,5,-3.09,147,80,106,43,21,76,38
480,bF[[u<r,0.684262827703017,72,29,29.27,33,6,-5.71,171,98,81,81,24,76,47
480,TO*r0<e,0.6809774780381143,64,28,32.5,100,2,4.56,134,121,3,117,7,76,41
480,XHm3WPs,0.6771783546509959,62,32,28.17,75,4,2.54,145,103,109,17,17,126,48
480,:<KgBP\,0.6760017933420182,54,64,21.06,58,12,2.67,67,72,55,100,12,126,36
480,"0/NA,ls",0.6731589270467288,45,82,23.13,42,14,-1.82,41,38,60,40,6,197,48
480,K6`9@j\,0.6692135691643651,52,53,20.79,45,11,-1.25,111,56,89,27,11,192,36
480,FBrl0Ht,0.6660893304861858,64,56,20.77,50,10,-1.56,98,87,117,108,7,106,48
480,/nIt1sT,0.6645597510041203,58,34,21.63,40,5,0.45,38,202,52,120,7,215,32
480,1:G84l\,0.6633624733546258,47,69,26.59,46,13,-0.57,43,67,49,25,8,197,36
480,B5/iX6P,0.656911530046595,55,54,28.58,36,11,-2.35,87,54,11,103,17,60,30
480,L6AT9;k,0.6486608565555653,51,56,19.4,55,9,2.46,113,56,40,70,9,73,44
480,SOX<UYo,0.6470785554025966,61,31,28.04,66,3,1.91,132,121,76,32,16,149,46
480,B39d=1N,0.6339736575741697,49,53,25.85,41,12,3.29,87,49,27,95,10,48,29
480,\4h5b^\,0.6289500429816893,52,40,30.73,37,8,2.07,155,51,101,21,20,162,36
480,8-wJw=j,0.6254969546713762,56,80,17.17,53,13,2.99,62,33,125,54,25,78,43
480,*-QZu`J,0.6103666371795802,55,49,20.52,18,11,-6.21,25,33,65,79,24,167,27
540,+:EKG-o,1.0177351085360629,56,75,38.33,46,15,-1.52,28,67,46,55,13,38,46
540,I:2ch=a,0.9871105199581102,53,56,41.3,36,11,-4.6,106,67,16,93,21,78,39
540,I:j*TQd,0.9664178511455702,56,57,46.03,45,11,-1.96,106,67,104,3,16,129,40
540,A>IGYCf,0.95167457634637,65,60,38.91,60,10,1.55,85,77,52,49,17,93,41
540,",+MRXoe",0.883378035221972,56,57,41.0,33,6,-0.85,30,28,59,66,17,205,41
540,/6s)__r,0.8587307893536185,49,69,36.74,46,13,1.61,38,56,119,2,19,164,47
