iteration,dna,fitness,training_log.win-rate,training_log.total,training_log.PNL,testing_log.win-rate,testing_log.total,testing_log.PNL,parameters.ott_ubw,parameters.ott_dbw,parameters.long_tps_qty_index,parameters.short_tps_qty_index,parameters.chop_rsi_len,parameters.chop_bandwidth,parameters.max_risk
360,m)BUd(d,0.5313373915678059,44,109,50.64,21,19,-3.63,199,23,41,71,20,25,40
360,Q<9D?ic,0.527572160413695,59,106,60.58,50,14,8.39,126,72,27,44,11,190,40
360,K<9D?ic,0.5214631771449698,59,124,58.28,36,19,1.96,111,72,27,44,11,190,40
360,+<9Dfi_,0.5135691566043663,55,120,50.83,50,22,6.73,28,72,27,44,21,190,38
360,U:Ia@IX,0.5130062937530124,65,78,41.7,58,12,3.85,137,67,52,90,11,109,34
360,i<b^4gv,0.5126136783837376,62,94,47.04,41,12,-1.59,189,72,92,85,8,184,49
360,+<9Deic,0.5077660725867569,56,124,51.4,50,22,6.75,28,72,27,44,20,190,40
360,q<JmZ]k,0.5075344739974504,65,80,40.58,54,11,-0.75,209,72,54,109,18,159,44
360,V3JBDqF,0.48787684127545217,54,53,41.7,33,12,3.63,139,49,54,41,12,210,25
360,o<9D?ia,0.48650713101556403,62,77,46.62,45,11,0.16,204,72,27,44,11,190,39
360,o<9D?ia,0.48650713101556403,62,77,46.62,45,11,0.16,204,72,27,44,11,190,39
360,J<9D?i_,0.4824283281005736,56,125,50.04,35,20,-0.44,108,72,27,44,11,190,38
360,I<9D?ia,0.47415050313686363,57,128,48.85,33,21,-1.69,106,72,27,44,11,190,39
360,:<9D?i_,0.4657805264571692,52,170,46.1,52,23,7.04,67,72,27,44,11,190,38
360,+<9Dgia,0.46116627264171167,55,120,41.5,50,22,6.75,28,72,27,44,21,190,39
360,Y<9D?ic,0.460763752701276,57,90,46.22,50,12,4.54,147,72,27,44,11,190,40
360,+<9Dki_,0.46047587507800847,55,110,38.36,50,22,6.73,28,72,27,44,22,190,38
360,";3w,AYb",0.4593466557629048,45,206,29.7,38,31,-2.98,69,49,125,6,11,149,39
360,g<9D?i_,0.4511212385051249,60,74,41.48,45,11,0.14,183,72,27,44,11,190,38
360,e+FV4Xf,0.45021242341785545,44,105,36.76,26,19,-4.61,178,28,47,73,8,147,41
360,*4Ie<^Y,0.4401455875309527,47,191,34.04,40,30,0.74,25,51,52,97,10,162,35
420,T:Ue*Xf,0.6574741588743328,60,105,83.62,53,13,9.22,134,67,71,97,6,147,41
420,U<9D?ia,0.6115970433390284,62,91,72.08,53,13,9.11,137,72,27,44,11,190,39
420,W<9D?ia,0.5933588736994064,62,89,71.59,53,13,9.11,142,72,27,44,11,190,39
420,^?mGjin,0.5621391716522396,67,83,58.04,45,11,0.03,160,80,109,49,22,190,45
420,];@ELwq,0.5514657536094069,62,97,64.2,58,12,6.4,158,69,38,46,14,225,47
420,+<9D`i_,0.5463099577416688,54,127,52.52,50,22,6.73,28,72,27,44,19,190,38
420,h(cEv0e,0.5420817615197614,46,110,52.19,27,18,-5.9,186,20,93,46,25,45,41
420,_5wGi=t,0.5410993419475014,58,124,56.06,46,15,0.19,163,54,125,49,21,78,48
420,m)BUd(d,0.5313373915678059,44,109,50.64,21,19,-3.63,199,23,41,71,20,25,40
420,Q<9D?ic,0.527572160413695,59,106,60.58,50,14,8.39,126,72,27,44,11,190,40
420,K<9D?ic,0.5214631771449698,59,124,58.28,36,19,1.96,111,72,27,44,11,190,40
420,+<9Dfi_,0.5135691566043663,55,120,50.83,50,22,6.73,28,72,27,44,21,190,38
420,U:Ia@IX,0.5130062937530124,65,78,41.7,58,12,3.85,137,67,52,90,11,109,34
420,i<b^4gv,0.5126136783837376,62,94,47.04,41,12,-1.59,189,72,92,85,8,184,49
420,+<9Deic,0.5077660725867569,56,124,51.4,50,22,6.75,28,72,27,44,20,190,40
420,q<JmZ]k,0.5075344739974504,65,80,40.58,54,11,-0.75,209,72,54,109,18,159,44
420,w<9D?i_,0.4954745822024823,62,74,46.98,45,11,0.14,225,72,27,44,11,190,38
420,w<9D?i_,0.4954745822024823,62,74,46.98,45,11,0.14,225,72,27,44,11,190,38
420,V3JBDqF,0.48787684127545217,54,53,41.7,33,12,3.63,139,49,54,41,12,210,25
420,o<9D?ia,0.48650713101556403,62,77,46.62,45,11,0.16,204,72,27,44,11,190,39
420,o<9D?ia,0.48650713101556403,62,77,46.62,45,11,0.16,204,72,27,44,11,190,39
420,R<9D?i_,0.4841569348245258,58,97,50.37,50,14,6.84,129,72,27,44,11,190,38
420,J<9D?i_,0.4824283281005736,56,125,50.04,35,20,-0.44,108,72,27,44,11,190,38
420,h<9D?i_,0.47597697664157523,61,73,44.78,45,11,0.14,186,72,27,44,11,190,38
420,m<9D?i_,0.4751804323037129,60,74,44.24,45,11,0.14,199,72,27,44,11,190,38
420,I<9D?ia,0.47415050313686363,57,128,48.85,33,21,-1.69,106,72,27,44,11,190,39
420,]<9D?i_,0.4724042357737833,59,79,46.37,50,12,4.52,158,72,27,44,11,190,38
420,:<9D?i_,0.4657805264571692,52,170,46.1,52,23,7.04,67,72,27,44,11,190,38
420,+<9Dgia,0.46116627264171167,55,120,41.5,50,22,6.75,28,72,27,44,21,190,39
420,Y<9D?ic,0.460763752701276,57,90,46.22,50,12,4.54,147,72,27,44,11,190,40
480,T:Ue*Xf,0.6574741588743328,60,105,83.62,53,13,9.22,134,67,71,97,6,147,41
480,U<9D?ia,0.6115970433390284,62,91,72.08,53,13,9.11,137,72,27,44,11,190,39
480,^?mGjin,0.5621391716522396,67,83,58.04,45,11,0.03,160,80,109,49,22,190,45
480,];@ELwq,0.5514657536094069,62,97,64.2,58,12,6.4,158,69,38,46,14,225,47
480,+<9D`i_,0.5463099577416688,54,127,52.52,50,22,6.73,28,72,27,44,19,190,38
480,h(cEv0e,0.5420817615197614,46,110,52.19,27,18,-5.9,186,20,93,46,25,45,41
480,_5wGi=t,0.5410993419475014,58,124,56.06,46,15,0.19,163,54,125,49,21,78,48
480,_<9D?ic,0.5391949413388196,60,84,57.25,50,12,4.54,163,72,27,44,11,190,40
480,m)BUd(d,0.5313373915678059,44,109,50.64,21,19,-3.63,199,23,41,71,20,25,40
480,X<9D?ic,0.5288940185750493,59,92,57.87,53,13,9.11,145,72,27,44,11,190,40
480,Q<9D?ic,0.527572160413695,59,106,60.58,50,14,8.39,126,72,27,44,11,190,40
480,K<9D?ic,0.5214631771449698,59,124,58.28,36,19,1.96,111,72,27,44,11,190,40
480,+<9Dfi_,0.5135691566043663,55,120,50.83,50,22,6.73,28,72,27,44,21,190,38
480,U:Ia@IX,0.5130062937530124,65,78,41.7,58,12,3.85,137,67,52,90,11,109,34
480,i<b^4gv,0.5126136783837376,62,94,47.04,41,12,-1.59,189,72,92,85,8,184,49
480,+<9Deic,0.5077660725867569,56,124,51.4,50,22,6.75,28,72,27,44,20,190,40
480,q<JmZ]k,0.5075344739974504,65,80,40.58,54,11,-0.75,209,72,54,109,18,159,44
480,w<9D?i_,0.4954745822024823,62,74,46.98,45,11,0.14,225,72,27,44,11,190,38
480,w<9D?i_,0.4954745822024823,62,74,46.98,45,11,0.14,225,72,27,44,11,190,38
480,o<9D?ia,0.48650713101556403,62,77,46.62,45,11,0.16,204,72,27,44,11,190,39
480,o<9D?ia,0.48650713101556403,62,77,46.62,45,11,0.16,204,72,27,44,11,190,39
480,R<9D?i_,0.4841569348245258,58,97,50.37,50,14,6.84,129,72,27,44,11,190,38
480,J<9D?i_,0.4824283281005736,56,125,50.04,35,20,-0.44,108,72,27,44,11,190,38
480,h<9D?i_,0.47597697664157523,61,73,44.78,45,11,0.14,186,72,27,44,11,190,38
480,I<9D?ia,0.47415050313686363,57,128,48.85,33,21,-1.69,106,72,27,44,11,190,39
480,]<9D?i_,0.4724042357737833,59,79,46.37,50,12,4.52,158,72,27,44,11,190,38
480,:<9D?i_,0.4657805264571692,52,170,46.1,52,23,7.04,67,72,27,44,11,190,38
480,+<9Dgia,0.46116627264171167,55,120,41.5,50,22,6.75,28,72,27,44,21,190,39
480,Y<9D?ic,0.460763752701276,57,90,46.22,50,12,4.54,147,72,27,44,11,190,40
480,+<9Dki_,0.46047587507800847,55,110,38.36,50,22,6.73,28,72,27,44,22,190,38
540,T:Ue*Xf,0.6574741588743328,60,105,83.62,53,13,9.22,134,67,71,97,6,147,41
540,U<9D?ia,0.6115970433390284,62,91,72.08,53,13,9.11,137,72,27,44,11,190,39
540,^?mGjin,0.5621391716522396,67,83,58.04,45,11,0.03,160,80,109,49,22,190,45
540,];@ELwq,0.5514657536094069,62,97,64.2,58,12,6.4,158,69,38,46,14,225,47
540,h(cEv0e,0.5420817615197614,46,110,52.19,27,18,-5.9,186,20,93,46,25,45,41
540,_<9D?ic,0.5391949413388196,60,84,57.25,50,12,4.54,163,72,27,44,11,190,40
540,m)BUd(d,0.5313373915678059,44,109,50.64,21,19,-3.63,199,23,41,71,20,25,40
