iteration,dna,fitness,training_log.win-rate,training_log.total,training_log.PNL,testing_log.win-rate,testing_log.total,testing_log.PNL,parameters.ott_ubw,parameters.ott_dbw,parameters.long_tps_qty_index,parameters.short_tps_qty_index,parameters.chop_rsi_len,parameters.chop_bandwidth,parameters.max_risk
7680,l<BD<in,0.5448154860497175,63,85,55.24,45,11,0.16,196,72,41,44,10,190,45
7680,n<BD<in,0.5448154860497175,63,85,55.24,45,11,0.16,202,72,41,44,10,190,45
7680,F<@D?iv,0.5430133737178093,57,148,74.47,45,22,-0.39,98,72,38,44,11,190,49
7680,r<Bv?iv,0.5416732671016709,64,89,34.65,45,11,-1.64,212,72,41,123,11,190,49
7740,T<BD?iv,0.7686417729433174,64,115,107.86,53,13,7.89,134,72,41,44,11,190,49
7740,W<HD?iv,0.7513867558851186,63,111,99.12,53,13,6.12,142,72,51,44,11,190,49
7740,X<BD?iv,0.7304970345512479,62,112,99.59,53,13,7.89,145,72,41,44,11,190,49
7740,U<@D?iv,0.7137782328353286,62,113,99.02,53,13,8.3,137,72,38,44,11,190,49
7740,Z<9Dniu,0.688894599651263,60,100,86.19,54,11,6.15,150,72,27,44,23,190,49
7740,V<BD?in,0.6866951719841828,63,106,87.14,53,13,7.89,139,72,41,44,11,190,45
7740,[<BD<in,0.6387767570328728,62,99,85.01,50,12,3.94,152,72,41,44,10,190,45
7740,S</D?iq,0.6149031020809208,61,114,78.4,53,13,9.92,132,72,11,44,11,190,47
7740,Z</D?iq,0.6117076408258881,60,105,83.19,50,12,4.94,150,72,11,44,11,190,47
7740,Z</D?iq,0.6117076408258881,60,105,83.19,50,12,4.94,150,72,11,44,11,190,47
7740,",<vDai]",0.6033175009977466,56,125,46.29,61,21,8.16,30,72,123,44,19,190,37
7740,Y<BD?in,0.5961628661722733,59,104,65.93,50,12,3.94,147,72,41,44,11,190,45
7740,`</D?iq,0.5856718495703228,60,99,72.23,50,12,4.94,165,72,11,44,11,190,47
7740,_<BD?in,0.5709867971739954,61,96,66.69,50,12,3.94,163,72,41,44,11,190,45
7740,c<qD?iv,0.5642182587101822,63,97,60.58,46,13,1.89,173,72,116,44,11,190,49
7740,Q<BD?iv,0.5595606365667593,60,124,65.01,50,14,7.18,126,72,41,44,11,190,49
7740,r<BD?it,0.5516728138529068,63,88,55.05,45,11,0.16,212,72,41,44,11,190,48
7740,r;BD?in,0.5513215661354339,63,85,54.05,50,12,1.72,212,69,41,44,11,190,45
7740,",;vDEi]",0.5477481457434071,52,163,44.16,54,24,3.88,30,69,123,44,12,190,37
7740,r:/D?iq,0.5471046504285628,65,89,60.43,50,12,1.85,212,67,11,44,11,190,47
7740,n<BD?in,0.5448154860497175,63,85,55.24,45,11,0.16,202,72,41,44,11,190,45
7740,l<BD<in,0.5448154860497175,63,85,55.24,45,11,0.16,196,72,41,44,10,190,45
7740,n<BD<in,0.5448154860497175,63,85,55.24,45,11,0.16,202,72,41,44,10,190,45
7740,n<BD4in,0.5448154860497175,63,85,55.24,45,11,0.16,202,72,41,44,8,190,45
7740,F<@D?iv,0.5430133737178093,57,148,74.47,45,22,-0.39,98,72,38,44,11,190,49
7740,r5BD4in,0.5417132956093881,57,99,56.26,38,13,-2.95,212,54,41,44,8,190,45
7740,r<Bv?iv,0.5416732671016709,64,89,34.65,45,11,-1.64,212,72,41,123,11,190,49
7740,r</r?iq,0.5383051224048029,63,87,38.95,45,11,-1.2,212,72,11,117,11,190,47
7740,r<Bjiiv,0.5380720367741063,64,84,43.26,45,11,-0.82,212,72,41,104,21,190,49
7740,r<Briiv,0.5378077585912266,64,84,37.66,45,11,-1.2,212,72,41,117,21,190,49
7800,T<BD?iv,0.7686417729433174,64,115,107.86,53,13,7.89,134,72,41,44,11,190,49
7800,W<HD?iv,0.7513867558851186,63,111,99.12,53,13,6.12,142,72,51,44,11,190,49
7800,X<BD?iv,0.7304970345512479,62,112,99.59,53,13,7.89,145,72,41,44,11,190,49
7800,Z<9Dniu,0.688894599651263,60,100,86.19,54,11,6.15,150,72,27,44,23,190,49
7800,V<BD?in,0.6866951719841828,63,106,87.14,53,13,7.89,139,72,41,44,11,190,45
7800,[<BD<in,0.6387767570328728,62,99,85.01,50,12,3.94,152,72,41,44,10,190,45
7800,X<BD<in,0.6173048729970283,60,102,73.65,53,13,7.89,145,72,41,44,10,190,45
7800,S</D?iq,0.6149031020809208,61,114,78.4,53,13,9.92,132,72,11,44,11,190,47
7800,Z</D?iq,0.6117076408258881,60,105,83.19,50,12,4.94,150,72,11,44,11,190,47
7800,Z</D?iq,0.6117076408258881,60,105,83.19,50,12,4.94,150,72,11,44,11,190,47
7800,",<vDai]",0.6033175009977466,56,125,46.29,61,21,8.16,30,72,123,44,19,190,37
7800,h<BD<in,0.5993572011268896,62,88,60.43,45,11,0.16,186,72,41,44,10,190,45
7800,Y<BD?in,0.5961628661722733,59,104,65.93,50,12,3.94,147,72,41,44,11,190,45
7800,`</D?iq,0.5856718495703228,60,99,72.23,50,12,4.94,165,72,11,44,11,190,47
7800,_<BD?in,0.5709867971739954,61,96,66.69,50,12,3.94,163,72,41,44,11,190,45
7800,c<qD?iv,0.5642182587101822,63,97,60.58,46,13,1.89,173,72,116,44,11,190,49
7800,Q<BD?iv,0.5595606365667593,60,124,65.01,50,14,7.18,126,72,41,44,11,190,49
7800,r<BD?it,0.5516728138529068,63,88,55.05,45,11,0.16,212,72,41,44,11,190,48
7800,r;BD?in,0.5513215661354339,63,85,54.05,50,12,1.72,212,69,41,44,11,190,45
7800,",;vDEi]",0.5477481457434071,52,163,44.16,54,24,3.88,30,69,123,44,12,190,37
7800,r:/D?iq,0.5471046504285628,65,89,60.43,50,12,1.85,212,67,11,44,11,190,47
7800,k<BD<in,0.5463818026992335,62,86,55.22,45,11,0.16,194,72,41,44,10,190,45
7800,n<BD?in,0.5448154860497175,63,85,55.24,45,11,0.16,202,72,41,44,11,190,45
7800,l<BD<in,0.5448154860497175,63,85,55.24,45,11,0.16,196,72,41,44,10,190,45
7800,n<BD<in,0.5448154860497175,63,85,55.24,45,11,0.16,202,72,41,44,10,190,45
7800,n<BD4in,0.5448154860497175,63,85,55.24,45,11,0.16,202,72,41,44,8,190,45
7800,F<@D?iv,0.5430133737178093,57,148,74.47,45,22,-0.39,98,72,38,44,11,190,49
7800,r5BD4in,0.5417132956093881,57,99,56.26,38,13,-2.95,212,54,41,44,8,190,45
7800,r<Bv?iv,0.5416732671016709,64,89,34.65,45,11,-1.64,212,72,41,123,11,190,49
7800,r</r?iq,0.5383051224048029,63,87,38.95,45,11,-1.2,212,72,11,117,11,190,47
7860,T<BD?iv,0.7686417729433174,64,115,107.86,53,13,7.89,134,72,41,44,11,190,49
7860,W<HD?iv,0.7513867558851186,63,111,99.12,53,13,6.12,142,72,51,44,11,190,49
7860,X<BD?iv,0.7304970345512479,62,112,99.59,53,13,7.89,145,72,41,44,11,190,49
7860,Z<9Dniu,0.688894599651263,60,100,86.19,54,11,6.15,150,72,27,44,23,190,49
7860,V<BD?in,0.6866951719841828,63,106,87.14,53,13,7.89,139,72,41,44,11,190,45
7860,S</D?iq,0.6149031020809208,61,114,78.4,53,13,9.92,132,72,11,44,11,190,47
7860,Z</D?iq,0.6117076408258881,60,105,83.19,50,12,4.94,150,72,11,44,11,190,47
7860,Z</D?iq,0.6117076408258881,60,105,83.19,50,12,4.94,150,72,11,44,11,190,47
7860,",<vDai]",0.6033175009977466,56,125,46.29,61,21,8.16,30,72,123,44,19,190,37
7860,h<BD<in,0.5993572011268896,62,88,60.43,45,11,0.16,186,72,41,44,10,190,45
7860,Y<BD?in,0.5961628661722733,59,104,65.93,50,12,3.94,147,72,41,44,11,190,45
7860,`</D?iq,0.5856718495703228,60,99,72.23,50,12,4.94,165,72,11,44,11,190,47
7860,_<BD?in,0.5709867971739954,61,96,66.69,50,12,3.94,163,72,41,44,11,190,45
7860,c<qD?iv,0.5642182587101822,63,97,60.58,46,13,1.89,173,72,116,44,11,190,49
7860,Q<BD?iv,0.5595606365667593,60,124,65.01,50,14,7.18,126,72,41,44,11,190,49
7860,r<BD?it,0.5516728138529068,63,88,55.05,45,11,0.16,212,72,41,44,11,190,48
7860,r;BD?in,0.5513215661354339,63,85,54.05,50,12,1.72,212,69,41,44,11,190,45
7860,",;vDEi]",0.5477481457434071,52,163,44.16,54,24,3.88,30,69,123,44,12,190,37
7860,r:/D?iq,0.5471046504285628,65,89,60.43,50,12,1.85,212,67,11,44,11,190,47
7860,k<BD<in,0.5463818026992335,62,86,55.22,45,11,0.16,194,72,41,44,10,190,45
7860,n<BD?in,0.5448154860497175,63,85,55.24,45,11,0.16,202,72,41,44,11,190,45
7860,l<BD<in,0.5448154860497175,63,85,55.24,45,11,0.16,196,72,41,44,10,190,45
7860,n<BD<in,0.5448154860497175,63,85,55.24,45,11,0.16,202,72,41,44,10,190,45
7860,n<BD4in,0.5448154860497175,63,85,55.24,45,11,0.16,202,72,41,44,8,190,45
7860,F<@D?iv,0.5430133737178093,57,148,74.47,45,22,-0.39,98,72,38,44,11,190,49
7860,F<@D?iv,0.5430133737178093,57,148,74.47,45,22,-0.39,98,72,38,44,11,190,49
7860,r5BD4in,0.5417132956093881,57,99,56.26,38,13,-2.95,212,54,41,44,8,190,45
7860,r<Bv?iv,0.5416732671016709,64,89,34.65,45,11,-1.64,212,72,41,123,11,190,49
7860,r</r?iq,0.5383051224048029,63,87,38.95,45,11,-1.2,212,72,11,117,11,190,47
7860,r<Bjiiv,0.5380720367741063,64,84,43.26,45,11,-0.82,212,72,41,104,21,190,49
7920,T<BD?iv,0.7686417729433174,64,115,107.86,53,13,7.89,134,72,41,44,11,190,49
7920,W<HD?iv,0.7513867558851186,63,111,99.12,53,13,6.12,142,72,51,44,11,190,49
7920,X<BD?iv,0.7304970345512479,62,112,99.59,53,13,7.89,145,72,41,44,11,190,49
7920,Z<9Dniu,0.688894599651263,60,100,86.19,54,11,6.15,150,72,27,44,23,190,49
7920,V<BD?in,0.6866951719841828,63,106,87.14,53,13,7.89,139,72,41,44,11,190,45
7920,S</D?iq,0.6149031020809208,61,114,78.4,53,13,9.92,132,72,11,44,11,190,47
7920,Z</D?iq,0.6117076408258881,60,105,83.19,50,12,4.94,150,72,11,44,11,190,47
7920,Z</D?iq,0.6117076408258881,60,105,83.19,50,12,4.94,150,72,11,44,11,190,47
7920,i<BD?in,0.6040122071390287,64,89,65.97,45,11,0.16,189,72,41,44,11,190,45
7920,",<vDai]",0.6033175009977466,56,125,46.29,61,21,8.16,30,72,123,44,19,190,37
7920,h<BD<in,0.5993572011268896,62,88,60.43,45,11,0.16,186,72,41,44,10,190,45
7920,Y<BD?in,0.5961628661722733,59,104,65.93,50,12,3.94,147,72,41,44,11,190,45
7920,_<BD?in,0.5709867971739954,61,96,66.69,50,12,3.94,163,72,41,44,11,190,45
7920,Q<BD?iv,0.5595606365667593,60,124,65.01,50,14,7.18,126,72,41,44,11,190,49
7920,r<BD?it,0.5516728138529068,63,88,55.05,45,11,0.16,212,72,41,44,11,190,48
7920,r;BD?in,0.5513215661354339,63,85,54.05,50,12,1.72,212,69,41,44,11,190,45
7920,",;vDEi]",0.5477481457434071,52,163,44.16,54,24,3.88,30,69,123,44,12,190,37
7920,r:/D?iq,0.5471046504285628,65,89,60.43,50,12,1.85,212,67,11,44,11,190,47
7920,k<BD<in,0.5463818026992335,62,86,55.22,45,11,0.16,194,72,41,44,10,190,45
7920,n<BD?in,0.5448154860497175,63,85,55.24,45,11,0.16,202,72,41,44,11,190,45
7920,l<BD<in,0.5448154860497175,63,85,55.24,45,11,0.16,196,72,41,44,10,190,45
7920,n<BD<in,0.5448154860497175,63,85,55.24,45,11,0.16,202,72,41,44,10,190,45
7920,n<BD4in,0.5448154860497175,63,85,55.24,45,11,0.16,202,72,41,44,8,190,45
7920,F<@D?iv,0.5430133737178093,57,148,74.47,45,22,-0.39,98,72,38,44,11,190,49
7920,F<@D?iv,0.5430133737178093,57,148,74.47,45,22,-0.39,98,72,38,44,11,190,49
7920,r5BD4in,0.5417132956093881,57,99,56.26,38,13,-2.95,212,54,41,44,8,190,45
7920,r<Bv?iv,0.5416732671016709,64,89,34.65,45,11,-1.64,212,72,41,123,11,190,49
7920,r</r?iq,0.5383051224048029,63,87,38.95,45,11,-1.2,212,72,11,117,11,190,47
7920,r<Bjiiv,0.5380720367741063,64,84,43.26,45,11,-0.82,212,72,41,104,21,190,49
7920,r<Briiv,0.5378077585912266,64,84,37.66,45,11,-1.2,212,72,41,117,21,190,49
7980,T<BD?iv,0.7686417729433174,64,115,107.86,53,13,7.89,134,72,41,44,11,190,49
7980,W<HD?iv,0.7513867558851186,63,111,99.12,53,13,6.12,142,72,51,44,11,190,49
7980,X<BD?iv,0.7304970345512479,62,112,99.59,53,13,7.89,145,72,41,44,11,190,49
7980,U<BD<in,0.6912194211813585,63,104,88.79,53,13,7.89,137,72,41,44,10,190,45
7980,Z<9Dniu,0.688894599651263,60,100,86.19,54,11,6.15,150,72,27,44,23,190,49
7980,V<BD?in,0.6866951719841828,63,106,87.14,53,13,7.89,139,72,41,44,11,190,45
7980,S</D?iq,0.6149031020809208,61,114,78.4,53,13,9.92,132,72,11,44,11,190,47
7980,Z</D?iq,0.6117076408258881,60,105,83.19,50,12,4.94,150,72,11,44,11,190,47
7980,Z</D?iq,0.6117076408258881,60,105,83.19,50,12,4.94,150,72,11,44,11,190,47
7980,i<BD?in,0.6040122071390287,64,89,65.97,45,11,0.16,189,72,41,44,11,190,45
7980,",<vDai]",0.6033175009977466,56,125,46.29,61,21,8.16,30,72,123,44,19,190,37
7980,h<BD<in,0.5993572011268896,62,88,60.43,45,11,0.16,186,72,41,44,10,190,45
7980,Y<BD?in,0.5961628661722733,59,104,65.93,50,12,3.94,147,72,41,44,11,190,45
7980,Q<BD?iv,0.5595606365667593,60,124,65.01,50,14,7.18,126,72,41,44,11,190,49
7980,r4BD<in,0.5561327700569011,56,103,59.58,35,14,-2.33,212,51,41,44,10,190,45
7980,r;BD?in,0.5513215661354339,63,85,54.05,50,12,1.72,212,69,41,44,11,190,45
7980,r:/D?iq,0.5471046504285628,65,89,60.43,50,12,1.85,212,67,11,44,11,190,47
7980,k<BD<in,0.5463818026992335,62,86,55.22,45,11,0.16,194,72,41,44,10,190,45
7980,n<BD?in,0.5448154860497175,63,85,55.24,45,11,0.16,202,72,41,44,11,190,45
7980,l<BD<in,0.5448154860497175,63,85,55.24,45,11,0.16,196,72,41,44,10,190,45
7980,n<BD<in,0.5448154860497175,63,85,55.24,45,11,0.16,202,72,41,44,10,190,45
7980,F<@D?iv,0.5430133737178093,57,148,74.47,45,22,-0.39,98,72,38,44,11,190,49
7980,F<@D?iv,0.5430133737178093,57,148,74.47,45,22,-0.39,98,72,38,44,11,190,49
7980,r5BD4in,0.5417132956093881,57,99,56.26,38,13,-2.95,212,54,41,44,8,190,45
7980,r</r?iq,0.5383051224048029,63,87,38.95,45,11,-1.2,212,72,11,117,11,190,47
7980,r<Bjiiv,0.5380720367741063,64,84,43.26,45,11,-0.82,212,72,41,104,21,190,49
7980,r<Briiv,0.5378077585912266,64,84,37.66,45,11,-1.2,212,72,41,117,21,190,49
7980,r<Bk?iv,0.5360577731142615,64,89,42.86,45,11,-0.65,212,72,41,106,11,190,49
7980,r<Bq?in,0.5334137621601269,63,83,40.49,45,11,-1.09,212,72,41,116,11,190,45
7980,r<Bq?in,0.5334137621601269,63,83,40.49,45,11,-1.09,212,72,41,116,11,190,45
8040,T<BD?iv,0.7686417729433174,64,115,107.86,53,13,7.89,134,72,41,44,11,190,49
8040,W<HD?iv,0.7513867558851186,63,111,99.12,53,13,6.12,142,72,51,44,11,190,49
8040,X<BD?iv,0.7304970345512479,62,112,99.59,53,13,7.89,145,72,41,44,11,190,49
8040,U<BD<in,0.6912194211813585,63,104,88.79,53,13,7.89,137,72,41,44,10,190,45
8040,Z<9Dniu,0.688894599651263,60,100,86.19,54,11,6.15,150,72,27,44,23,190,49
8040,V<BD?in,0.6866951719841828,63,106,87.14,53,13,7.89,139,72,41,44,11,190,45
8040,S</D?iq,0.6149031020809208,61,114,78.4,53,13,9.92,132,72,11,44,11,190,47
8040,Z</D?iq,0.6117076408258881,60,105,83.19,50,12,4.94,150,72,11,44,11,190,47
8040,Z</D?iq,0.6117076408258881,60,105,83.19,50,12,4.94,150,72,11,44,11,190,47
8040,i<BD?in,0.6040122071390287,64,89,65.97,45,11,0.16,189,72,41,44,11,190,45
8040,i<BD<in,0.6040122071390287,64,89,65.97,45,11,0.16,189,72,41,44,10,190,45
8040,",<vDai]",0.6033175009977466,56,125,46.29,61,21,8.16,30,72,123,44,19,190,37
8040,h<BD<in,0.5993572011268896,62,88,60.43,45,11,0.16,186,72,41,44,10,190,45
8040,Y<BD?in,0.5961628661722733,59,104,65.93,50,12,3.94,147,72,41,44,11,190,45
8040,Q<BD?iv,0.5595606365667593,60,124,65.01,50,14,7.18,126,72,41,44,11,190,49
8040,r4BD<in,0.5561327700569011,56,103,59.58,35,14,-2.33,212,51,41,44,10,190,45
8040,r;BD?in,0.5513215661354339,63,85,54.05,50,12,1.72,212,69,41,44,11,190,45
8040,r;BD<in,0.5513215661354339,63,85,54.05,50,12,1.72,212,69,41,44,10,190,45
8040,r:/D?iq,0.5471046504285628,65,89,60.43,50,12,1.85,212,67,11,44,11,190,47
8040,k<BD<in,0.5463818026992335,62,86,55.22,45,11,0.16,194,72,41,44,10,190,45
8040,n<BD?in,0.5448154860497175,63,85,55.24,45,11,0.16,202,72,41,44,11,190,45
8040,l<BD<in,0.5448154860497175,63,85,55.24,45,11,0.16,196,72,41,44,10,190,45
8040,n<BD<in,0.5448154860497175,63,85,55.24,45,11,0.16,202,72,41,44,10,190,45
8040,F<@D?iv,0.5430133737178093,57,148,74.47,45,22,-0.39,98,72,38,44,11,190,49
8040,F<@D?iv,0.5430133737178093,57,148,74.47,45,22,-0.39,98,72,38,44,11,190,49
8040,r5BD4in,0.5417132956093881,57,99,56.26,38,13,-2.95,212,54,41,44,8,190,45
8040,r</r?iq,0.5383051224048029,63,87,38.95,45,11,-1.2,212,72,11,117,11,190,47
8040,r<Bjiiv,0.5380720367741063,64,84,43.26,45,11,-0.82,212,72,41,104,21,190,49
8040,r<Briiv,0.5378077585912266,64,84,37.66,45,11,-1.2,212,72,41,117,21,190,49
8040,r<Bk?iv,0.5360577731142615,64,89,42.86,45,11,-0.65,212,72,41,106,11,190,49
8100,T<BD?iv,0.7686417729433174,64,115,107.86,53,13,7.89,134,72,41,44,11,190,49
8100,W<HD?iv,0.7513867558851186,63,111,99.12,53,13,6.12,142,72,51,44,11,190,49
8100,X<BD?iv,0.7304970345512479,62,112,99.59,53,13,7.89,145,72,41,44,11,190,49
8100,U<BD<in,0.6912194211813585,63,104,88.79,53,13,7.89,137,72,41,44,10,190,45
8100,X<BD?in,0.6173048729970283,60,102,73.65,53,13,7.89,145,72,41,44,11,190,45
8100,S</D?iq,0.6149031020809208,61,114,78.4,53,13,9.92,132,72,11,44,11,190,47
8100,Z</D?iq,0.6117076408258881,60,105,83.19,50,12,4.94,150,72,11,44,11,190,47
8100,Z</D?iq,0.6117076408258881,60,105,83.19,50,12,4.94,150,72,11,44,11,190,47
8100,i<BD?in,0.6040122071390287,64,89,65.97,45,11,0.16,189,72,41,44,11,190,45
8100,i<BD<in,0.6040122071390287,64,89,65.97,45,11,0.16,189,72,41,44,10,190,45
8100,h<BD<in,0.5993572011268896,62,88,60.43,45,11,0.16,186,72,41,44,10,190,45
8100,Y<BD?in,0.5961628661722733,59,104,65.93,50,12,3.94,147,72,41,44,11,190,45
8100,_<BD?in,0.5709867971739954,61,96,66.69,50,12,3.94,163,72,41,44,11,190,45
8100,j<BD?in,0.566191443030102,63,87,59.46,45,11,0.16,191,72,41,44,11,190,45
8100,Q<BD?iv,0.5595606365667593,60,124,65.01,50,14,7.18,126,72,41,44,11,190,49
8100,r4BD<in,0.5561327700569011,56,103,59.58,35,14,-2.33,212,51,41,44,10,190,45
8100,r;BD?in,0.5513215661354339,63,85,54.05,50,12,1.72,212,69,41,44,11,190,45
8100,r;BD<in,0.5513215661354339,63,85,54.05,50,12,1.72,212,69,41,44,10,190,45
8100,r:/D?iq,0.5471046504285628,65,89,60.43,50,12,1.85,212,67,11,44,11,190,47
8100,k<BD<in,0.5463818026992335,62,86,55.22,45,11,0.16,194,72,41,44,10,190,45
8100,n<BD?in,0.5448154860497175,63,85,55.24,45,11,0.16,202,72,41,44,11,190,45
8100,l<BD<in,0.5448154860497175,63,85,55.24,45,11,0.16,196,72,41,44,10,190,45
8100,n<BD<in,0.5448154860497175,63,85,55.24,45,11,0.16,202,72,41,44,10,190,45
8100,F<@D?iv,0.5430133737178093,57,148,74.47,45,22,-0.39,98,72,38,44,11,190,49
8100,F<@D?iv,0.5430133737178093,57,148,74.47,45,22,-0.39,98,72,38,44,11,190,49
8100,r5BD4in,0.5417132956093881,57,99,56.26,38,13,-2.95,212,54,41,44,8,190,45
8100,r</r?iq,0.5383051224048029,63,87,38.95,45,11,-1.2,212,72,11,117,11,190,47
8100,r<Bjiiv,0.5380720367741063,64,84,43.26,45,11,-0.82,212,72,41,104,21,190,49
8100,r<Briiv,0.5378077585912266,64,84,37.66,45,11,-1.2,212,72,41,117,21,190,49
8100,r<Bk?iv,0.5360577731142615,64,89,42.86,45,11,-0.65,212,72,41,106,11,190,49
8160,T<BD?iv,0.7686417729433174,64,115,107.86,53,13,7.89,134,72,41,44,11,190,49
8160,W<HD?iv,0.7513867558851186,63,111,99.12,53,13,6.12,142,72,51,44,11,190,49
8160,X<BD?iv,0.7304970345512479,62,112,99.59,53,13,7.89,145,72,41,44,11,190,49
8160,U<BD<in,0.6912194211813585,63,104,88.79,53,13,7.89,137,72,41,44,10,190,45
8160,X<BD?in,0.6173048729970283,60,102,73.65,53,13,7.89,145,72,41,44,11,190,45
8160,S</D?iq,0.6149031020809208,61,114,78.4,53,13,9.92,132,72,11,44,11,190,47
8160,Z</D?iq,0.6117076408258881,60,105,83.19,50,12,4.94,150,72,11,44,11,190,47
8160,Z</D?iq,0.6117076408258881,60,105,83.19,50,12,4.94,150,72,11,44,11,190,47
8160,i<BD?in,0.6040122071390287,64,89,65.97,45,11,0.16,189,72,41,44,11,190,45
8160,i<BD<in,0.6040122071390287,64,89,65.97,45,11,0.16,189,72,41,44,10,190,45
8160,h<BD<in,0.5993572011268896,62,88,60.43,45,11,0.16,186,72,41,44,10,190,45
8160,_<BD?in,0.5709867971739954,61,96,66.69,50,12,3.94,163,72,41,44,11,190,45
8160,j<BD?in,0.566191443030102,63,87,59.46,45,11,0.16,191,72,41,44,11,190,45
8160,Q<BD?iv,0.5595606365667593,60,124,65.01,50,14,7.18,126,72,41,44,11,190,49
8160,r4BD<in,0.5561327700569011,56,103,59.58,35,14,-2.33,212,51,41,44,10,190,45
8160,r;BD?in,0.5513215661354339,63,85,54.05,50,12,1.72,212,69,41,44,11,190,45
8160,r;BD<in,0.5513215661354339,63,85,54.05,50,12,1.72,212,69,41,44,10,190,45
8160,r:/D?iq,0.5471046504285628,65,89,60.43,50,12,1.85,212,67,11,44,11,190,47
8160,k<BD<in,0.5463818026992335,62,86,55.22,45,11,0.16,194,72,41,44,10,190,45
8160,n<BD?in,0.5448154860497175,63,85,55.24,45,11,0.16,202,72,41,44,11,190,45
8160,n<BD<in,0.5448154860497175,63,85,55.24,45,11,0.16,202,72,41,44,10,190,45
8160,o<BD?in,0.5448154860497175,63,85,55.24,45,11,0.16,204,72,41,44,11,190,45
8160,F<@D?iv,0.5430133737178093,57,148,74.47,45,22,-0.39,98,72,38,44,11,190,49
8160,F<@D?iv,0.5430133737178093,57,148,74.47,45,22,-0.39,98,72,38,44,11,190,49
8160,r</r?iq,0.5383051224048029,63,87,38.95,45,11,-1.2,212,72,11,117,11,190,47
8160,r<Bjiiv,0.5380720367741063,64,84,43.26,45,11,-0.82,212,72,41,104,21,190,49
8160,r<Bk?iv,0.5360577731142615,64,89,42.86,45,11,-0.65,212,72,41,106,11,190,49
8160,r<BH?in,0.5349531482471562,63,83,48.94,45,11,0.14,212,72,41,51,11,190,45
8160,r<Bq?in,0.5334137621601269,63,83,40.49,45,11,-1.09,212,72,41,116,11,190,45
8160,r<Bq?in,0.5334137621601269,63,83,40.49,45,11,-1.09,212,72,41,116,11,190,45
8220,T<BD?iv,0.7686417729433174,64,115,107.86,53,13,7.89,134,72,41,44,11,190,49
8220,W<HD?iv,0.7513867558851186,63,111,99.12,53,13,6.12,142,72,51,44,11,190,49
8220,X<BD?iv,0.7304970345512479,62,112,99.59,53,13,7.89,145,72,41,44,11,190,49
8220,U<BD<in,0.6912194211813585,63,104,88.79,53,13,7.89,137,72,41,44,10,190,45
8220,V<BD?in,0.6866951719841828,63,106,87.14,53,13,7.89,139,72,41,44,11,190,45
8220,V<BD?in,0.6866951719841828,63,106,87.14,53,13,7.89,139,72,41,44,11,190,45
8220,T<BD?in,0.6673482361727681,62,109,82.44,53,13,7.89,134,72,41,44,11,190,45
8220,R<BD?in,0.6555296560444378,62,112,79.69,50,14,5.61,129,72,41,44,11,190,45
8220,X<BD?in,0.6173048729970283,60,102,73.65,53,13,7.89,145,72,41,44,11,190,45
8220,S</D?iq,0.6149031020809208,61,114,78.4,53,13,9.92,132,72,11,44,11,190,47
8220,Z</D?iq,0.6117076408258881,60,105,83.19,50,12,4.94,150,72,11,44,11,190,47
8220,Z</D?iq,0.6117076408258881,60,105,83.19,50,12,4.94,150,72,11,44,11,190,47
8220,i<BD?in,0.6040122071390287,64,89,65.97,45,11,0.16,189,72,41,44,11,190,45
8220,i<BD<in,0.6040122071390287,64,89,65.97,45,11,0.16,189,72,41,44,10,190,45
8220,h<BD<in,0.5993572011268896,62,88,60.43,45,11,0.16,186,72,41,44,10,190,45
8220,^<BD?in,0.5833664955950504,61,97,72.54,50,12,3.94,160,72,41,44,11,190,45
8220,_<BD?in,0.5709867971739954,61,96,66.69,50,12,3.94,163,72,41,44,11,190,45
8220,_<BD?in,0.5709867971739954,61,96,66.69,50,12,3.94,163,72,41,44,11,190,45
8220,j<BD?in,0.566191443030102,63,87,59.46,45,11,0.16,191,72,41,44,11,190,45
8220,Q<BD?iv,0.5595606365667593,60,124,65.01,50,14,7.18,126,72,41,44,11,190,49
8220,r4BD<in,0.5561327700569011,56,103,59.58,35,14,-2.33,212,51,41,44,10,190,45
8220,r;BD?in,0.5513215661354339,63,85,54.05,50,12,1.72,212,69,41,44,11,190,45
8220,r;BD<in,0.5513215661354339,63,85,54.05,50,12,1.72,212,69,41,44,10,190,45
8220,r:/D?iq,0.5471046504285628,65,89,60.43,50,12,1.85,212,67,11,44,11,190,47
8220,k<BD<in,0.5463818026992335,62,86,55.22,45,11,0.16,194,72,41,44,10,190,45
8220,k<BD?in,0.5463818026992335,62,86,55.22,45,11,0.16,194,72,41,44,11,190,45
8220,n<BD?in,0.5448154860497175,63,85,55.24,45,11,0.16,202,72,41,44,11,190,45
8220,n<BD<in,0.5448154860497175,63,85,55.24,45,11,0.16,202,72,41,44,10,190,45
8220,o<BD?in,0.5448154860497175,63,85,55.24,45,11,0.16,204,72,41,44,11,190,45
8220,F<@D?iv,0.5430133737178093,57,148,74.47,45,22,-0.39,98,72,38,44,11,190,49
8280,T<BD?iv,0.7686417729433174,64,115,107.86,53,13,7.89,134,72,41,44,11,190,49
8280,W<HD?iv,0.7513867558851186,63,111,99.12,53,13,6.12,142,72,51,44,11,190,49
8280,X<BD?iv,0.7304970345512479,62,112,99.59,53,13,7.89,145,72,41,44,11,190,49
8280,U<BD<in,0.6912194211813585,63,104,88.79,53,13,7.89,137,72,41,44,10,190,45
