['Pair', 'TF', 'Dna', 'Start Date', 'End Date', 'Total Trades', 'Total Net Profit', 'Max.DD', 'Annual Profit', 'Winrate', 'Sharpe', 'Calmar', 'Winning Strike', 'Losing Strike', 'Largest Winning', 'Largest Losing', 'Num. of Wins', 'Num. of Loses', 'Market Change']
['ATOM-USDT', '5m', 'ATOM-USDT', '2021-06-01', '2021-09-01', '120', '-57.09', '-54.84', -72, '48', '-0.55', '-1.31', '6', '5', 556, -1164, '57', '63', '64.87']
['CELR-USDT', '5m', 'CELR-USDT', '2021-06-01', '2021-09-01', '109', '-26.05', '-37.9', 24, '50', '0.72', '0.62', '4', '5', 605, -1218, '55', '54', '4.77']
['XTZ-USDT', '5m', 'XTZ-USDT', '2021-06-01', '2021-09-01', '103', '-25.72', '-44.59', 3, '47', '0.53', '0.07', '6', '8', 655, -977, '48', '55', '44.37']
['LINK-USDT', '5m', 'LINK-USDT', '2021-06-01', '2021-09-01', '108', '29.33', '-21.76', 687, '52', '2.91', '31.58', '5', '4', 809, -1720, '56', '52', '-16.04']
['SUSHI-USDT', '5m', 'SUSHI-USDT', '2021-06-01', '2021-09-01', '124', '-69.53', '-56.17', -94, '46', '-1.48', '-1.67', '7', '11', 399, -1255, '57', '67', '-2.6']
['LTC-USDT', '5m', 'LTC-USDT', '2021-06-01', '2021-09-01', '89', '19.63', '-23.56', 384, '49', '2.34', '16.29', '4', '7', 728, -1172, '44', '45', '-8.23']
['EOS-USDT', '5m', 'EOS-USDT', '2021-06-01', '2021-09-01', '94', '-0.73', '-28.43', 211, '49', '1.8', '7.44', '6', '4', 657, -1429, '46', '48', '-23.35']
['ALGO-USDT', '5m', 'ALGO-USDT', '2021-06-01', '2021-09-01', '118', '-43.23', '-48.06', -47, '45', '-0.05', '-0.99', '4', '6', 674, -2156, '53', '65', '19.96']
['DOGE-USDT', '5m', 'DOGE-USDT', '2021-06-01', '2021-09-01', '93', '-79.3', '-58.7', -97, '41', '-2.79', '-1.65', '4', '6', 458, -1342, '38', '55', '-14.06']
['CRV-USDT', '5m', 'CRV-USDT', '2021-06-01', '2021-09-01', '132', '-75.45', '-59.82', -93, '43', '-2.05', '-1.56', '6', '7', 585, -1305, '57', '75', '14.67']
['MATIC-USDT', '5m', 'MATIC-USDT', '2021-06-01', '2021-09-01', '105', '-69.74', '-61.41', -93, '48', '-1.36', '-1.51', '6', '5', 402, -1471, '50', '55', '-27.95']
['AXS-USDT', '5m', 'AXS-USDT', '2021-06-01', '2021-09-01', '127', '-68.95', '-49.98', -58, '53', '-0.24', '-1.16', '8', '6', 588, -1650, '67', '60', '1374.58']
['SRM-USDT', '5m', 'SRM-USDT', '2021-06-01', '2021-09-01', '112', '-36.38', '-34.77', 65, '52', '1.02', '1.88', '4', '7', 811, -2010, '58', '54', '76.84']
['REN-USDT', '5m', 'REN-USDT', '2021-06-01', '2021-09-01', '110', '-38.41', '-39.61', -55, '48', '-0.15', '-1.4', '7', '5', 535, -1572, '53', '57', '36.77']
['ONE-USDT', '5m', 'ONE-USDT', '2021-06-01', '2021-09-01', '116', '-68.71', '-43.93', -69, '46', '-0.63', '-1.57', '4', '9', 533, -1344, '53', '63', '18.16']
['ETC-USDT', '5m', 'ETC-USDT', '2021-06-01', '2021-09-01', '104', '-76.02', '-61.01', -94, '40', '-2.8', '-1.54', '4', '7', 467, -1015, '42', '62', '-8.14']
['BCH-USDT', '5m', 'BCH-USDT', '2021-06-01', '2021-09-01', '97', '14.78', '-30.98', 117, '43', '1.39', '3.79', '5', '9', 631, -1148, '42', '55', '-8.8']
['ICP-USDT', '5m', 'ICP-USDT', '2021-06-01', '2021-09-01', '129', '-96.14', '-88.46', -100, '43', '-4.46', '-1.13', '4', '8', 488, -1371, '56', '73', '-44.77']
['AAVE-USDT', '5m', 'AAVE-USDT', '2021-06-01', '2021-09-01', '110', '-38.47', '-33.76', 0, '49', '0.5', '0.0', '7', '6', 636, -1094, '54', '56', '3.07']
['1INCH-USDT', '5m', '1INCH-USDT', '2021-06-01', '2021-09-01', '118', '-78.34', '-58.71', -89, '42', '-1.55', '-1.51', '6', '6', 508, -1203, '50', '68', '-4.15']
['ALICE-USDT', '5m', 'ALICE-USDT', '2021-06-01', '2021-09-01', '128', '-93.04', '-76.1', -98, '52', '-1.66', '-1.29', '6', '12', 556, -1610, '66', '62', '145.33']
['NEAR-USDT', '5m', 'NEAR-USDT', '2021-06-01', '2021-09-01', '131', '-67.51', '-65.85', -91, '47', '-1.27', '-1.38', '7', '6', 428, -1031, '61', '70', '58.88']
['BZRX-USDT', '5m', 'BZRX-USDT', '2021-06-01', '2021-09-01', '133', '-126.27', '-83.35', -100, '42', '-3.68', '-1.2', '5', '7', 611, -1987, '56', '77', '18.97']
['OMG-USDT', '5m', 'OMG-USDT', '2021-06-01', '2021-09-01', '112', '-75.46', '-64.43', -94, '45', '-2.55', '-1.45', '6', '4', 515, -1005, '50', '62', '-3.28']
['TRX-USDT', '5m', 'TRX-USDT', '2021-06-01', '2021-09-01', '78', '46.62', '-10.14', 708, '50', '3.64', '69.86', '5', '3', 857, -1071, '39', '39', '16.4']
['BAKE-USDT', '5m', 'BAKE-USDT', '2021-06-01', '2021-09-01', '104', '-72.16', '-46.27', -18, '50', '0.42', '-0.39', '6', '6', 795, -2181, '52', '52', '-36.12']
['GALA-USDT', '5m', 'GALA-USDT', '2021-06-01', '2021-09-01', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['THETA-USDT', '5m', 'THETA-USDT', '2021-06-01', '2021-09-01', '107', '-74.99', '-71.37', -97, '45', '-2.31', '-1.36', '5', '7', 590, -1716, '48', '59', '-5.23']
['EGLD-USDT', '5m', 'EGLD-USDT', '2021-06-01', '2021-09-01', '117', '-84.83', '-65.11', -97, '40', '-2.64', '-1.5', '4', '7', 486, -1378, '47', '70', '64.43']
['RUNE-USDT', '5m', 'RUNE-USDT', '2021-06-01', '2021-09-01', '140', '-116.19', '-68.9', -93, '50', '-1.35', '-1.35', '5', '4', 750, -2238, '70', '70', '-21.12']
['IOTX-USDT', '5m', 'IOTX-USDT', '2021-06-01', '2021-09-01', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
