iteration,dna,fitness,training_log.win-rate,training_log.total,training_log.PNL,testing_log.win-rate,testing_log.total,testing_log.PNL,parameters.ott_len,parameters.ott_percent,parameters.ce_atr_len,parameters.ce_mult
6120,O(\r,0.3083172767876912,48,52,71.97,10,10,-11.71,13,1,27,47
6120,O(Zr,0.308208861790301,48,52,71.91,10,10,-11.72,13,1,26,47
6120,O(-r,0.30615767589731496,47,53,69.98,20,10,-3.8,13,1,3,47
6120,O(Er,0.3060188237850156,47,51,71.35,10,10,-12.16,13,1,15,47
6120,O(/r,0.30437239223661916,47,53,69.05,20,10,-3.84,13,1,4,47
6120,m(5r,0.30204039726467824,42,35,74.35,12,8,-12.24,22,1,7,47
6120,m(*r,0.3009696918401153,45,35,74.25,25,8,-5.16,22,1,2,47
6120,m(4r,0.300885466970292,42,35,74.35,12,8,-12.24,22,1,7,47
6120,m(5r,0.300885466970292,42,35,74.35,12,8,-12.24,22,1,7,47
6120,D(Nr,0.29892245180369775,41,60,61.19,11,17,-13.85,10,1,20,47
6120,v(=r,0.2971978822320876,52,34,73.44,16,6,-9.6,25,1,11,47
6120,O(Nm,0.2948797825868766,47,53,64.77,10,10,-11.5,13,1,20,45
6120,P(Nr,0.294832263209479,47,53,64.84,10,10,-11.95,13,1,20,47
6120,O(Or,0.294832263209479,47,53,64.84,10,10,-11.95,13,1,20,47
6120,v(=r,0.2909053318521216,52,34,73.44,16,6,-9.6,25,1,11,47
6120,a(hr,0.28944069646603293,44,45,59.97,20,10,-11.84,18,1,33,47
6120,c(=r,0.2891750072723638,48,39,60.42,11,9,-13.91,19,1,11,47
6120,h(Gr,0.28528849484225544,45,37,61.8,11,9,-13.91,20,1,16,47
6180,6*g3,0.5216001982840686,47,89,34.74,38,21,-3.02,5,11,32,16
6180,H(hr,0.3423354951768266,44,59,75.18,6,15,-13.46,11,1,33,47
6180,I(hr,0.3423354951768266,44,59,75.18,6,15,-13.46,11,1,33,47
6180,M(hr,0.3368992282937338,47,53,76.48,7,13,-13.1,12,1,33,47
6180,L(hr,0.3368992282937338,47,53,76.48,7,13,-13.1,12,1,33,47
6180,K(hr,0.3368992282937338,47,53,76.48,7,13,-13.1,12,1,33,47
6180,L(=r,0.331957037968712,47,53,71.52,15,13,-13.13,12,1,11,47
6180,L(=r,0.331957037968712,47,53,71.52,15,13,-13.13,12,1,11,47
6180,O(=r,0.33149126806534857,48,52,71.89,10,10,-12.11,13,1,11,47
6180,O(Nv,0.3302909682215656,51,52,84.9,10,10,-12.31,13,1,20,49
6180,D(hr,0.3266067832272911,43,62,66.41,5,17,-14.82,10,1,33,47
6180,F(Gr,0.31539880449347063,41,60,61.32,11,17,-13.94,10,1,16,47
6180,O(Mr,0.31299936377140475,48,52,74.79,10,10,-11.92,13,1,19,47
6180,O(Gr,0.3127005323892285,48,52,74.64,10,10,-12.07,13,1,16,47
6180,O(tr,0.3114466430837315,47,53,72.33,10,10,-13.3,13,1,39,47
6180,O(>r,0.30833069673337593,48,52,71.77,10,10,-12.14,13,1,12,47
6180,O(\r,0.3083172767876912,48,52,71.97,10,10,-11.71,13,1,27,47
6180,O(-r,0.30615767589731496,47,53,69.98,20,10,-3.8,13,1,3,47
6180,O(Er,0.3060188237850156,47,51,71.35,10,10,-12.16,13,1,15,47
6180,B(hr,0.3041006864548603,43,65,55.65,5,18,-13.97,9,1,33,47
6180,m(5r,0.30204039726467824,42,35,74.35,12,8,-12.24,22,1,7,47
6180,m(*r,0.3009696918401153,45,35,74.25,25,8,-5.16,22,1,2,47
6180,m(5r,0.300885466970292,42,35,74.35,12,8,-12.24,22,1,7,47
6180,D(Nr,0.29892245180369775,41,60,61.19,11,17,-13.85,10,1,20,47
6180,v(=r,0.2971978822320876,52,34,73.44,16,6,-9.6,25,1,11,47
6180,O(Nm,0.2948797825868766,47,53,64.77,10,10,-11.5,13,1,20,45
6180,P(Nr,0.294832263209479,47,53,64.84,10,10,-11.95,13,1,20,47
6180,O(Or,0.294832263209479,47,53,64.84,10,10,-11.95,13,1,20,47
6180,v(=r,0.2909053318521216,52,34,73.44,16,6,-9.6,25,1,11,47
6180,c(=r,0.2891750072723638,48,39,60.42,11,9,-13.91,19,1,11,47
6240,6*g3,0.5216001982840686,47,89,34.74,38,21,-3.02,5,11,32,16
6240,H(hr,0.3423354951768266,44,59,75.18,6,15,-13.46,11,1,33,47
6240,M(hr,0.3368992282937338,47,53,76.48,7,13,-13.1,12,1,33,47
6240,L(hr,0.3368992282937338,47,53,76.48,7,13,-13.1,12,1,33,47
6240,K(hr,0.3368992282937338,47,53,76.48,7,13,-13.1,12,1,33,47
6240,L(=r,0.331957037968712,47,53,71.52,15,13,-13.13,12,1,11,47
6240,L(=r,0.331957037968712,47,53,71.52,15,13,-13.13,12,1,11,47
6240,O(=r,0.33149126806534857,48,52,71.89,10,10,-12.11,13,1,11,47
6240,O(Nv,0.3302909682215656,51,52,84.9,10,10,-12.31,13,1,20,49
6240,D(hr,0.3266067832272911,43,62,66.41,5,17,-14.82,10,1,33,47
6240,F(Gr,0.31539880449347063,41,60,61.32,11,17,-13.94,10,1,16,47
6240,O(Mr,0.31299936377140475,48,52,74.79,10,10,-11.92,13,1,19,47
6240,O(Gr,0.3127005323892285,48,52,74.64,10,10,-12.07,13,1,16,47
6240,O(>r,0.30833069673337593,48,52,71.77,10,10,-12.14,13,1,12,47
6240,O(\r,0.3083172767876912,48,52,71.97,10,10,-11.71,13,1,27,47
6240,O(-r,0.30615767589731496,47,53,69.98,20,10,-3.8,13,1,3,47
6240,O(Er,0.3060188237850156,47,51,71.35,10,10,-12.16,13,1,15,47
6240,B(hr,0.3041006864548603,43,65,55.65,5,18,-13.97,9,1,33,47
6240,m(5r,0.30204039726467824,42,35,74.35,12,8,-12.24,22,1,7,47
6240,m(*r,0.3009696918401153,45,35,74.25,25,8,-5.16,22,1,2,47
6240,m(5r,0.300885466970292,42,35,74.35,12,8,-12.24,22,1,7,47
6240,D(Nr,0.29892245180369775,41,60,61.19,11,17,-13.85,10,1,20,47
6240,P(Nr,0.294832263209479,47,53,64.84,10,10,-11.95,13,1,20,47
6240,O(Or,0.294832263209479,47,53,64.84,10,10,-11.95,13,1,20,47
6240,>)0r,0.2912746516009167,58,46,61.92,27,11,-13.44,8,6,5,47
6240,c(=r,0.2891750072723638,48,39,60.42,11,9,-13.91,19,1,11,47
6240,h(Gr,0.28528849484225544,45,37,61.8,11,9,-13.91,20,1,16,47
6240,h(=r,0.28431956082270293,45,37,63.16,11,9,-13.95,20,1,11,47
6240,7*Pr,0.28427217227427165,54,48,57.19,37,8,-0.29,6,11,21,47
6240,O(Wr,0.28402671681606084,47,53,58.9,10,10,-11.75,13,1,24,47
6300,6*g3,0.5216001982840686,47,89,34.74,38,21,-3.02,5,11,32,16
6300,M(hr,0.3368992282937338,47,53,76.48,7,13,-13.1,12,1,33,47
6300,L(hr,0.3368992282937338,47,53,76.48,7,13,-13.1,12,1,33,47
6300,K(hr,0.3368992282937338,47,53,76.48,7,13,-13.1,12,1,33,47
6300,L(=r,0.331957037968712,47,53,71.52,15,13,-13.13,12,1,11,47
6300,L(=r,0.331957037968712,47,53,71.52,15,13,-13.13,12,1,11,47
6300,O(=r,0.33149126806534857,48,52,71.89,10,10,-12.11,13,1,11,47
6300,O(Nv,0.3302909682215656,51,52,84.9,10,10,-12.31,13,1,20,49
6300,D(hr,0.3266067832272911,43,62,66.41,5,17,-14.82,10,1,33,47
6300,I(Lr,0.32566244994770593,43,57,71.27,13,15,-13.34,11,1,19,47
6300,O(Lr,0.3244376298292254,48,52,74.79,10,10,-11.92,13,1,19,47
6300,N(Lr,0.3244376298292254,48,52,74.79,10,10,-11.92,13,1,19,47
6300,Q(Lr,0.3244376298292254,48,52,74.79,10,10,-11.92,13,1,19,47
6300,P(Lr,0.3244376298292254,48,52,74.79,10,10,-11.92,13,1,19,47
6300,K(Lr,0.31723532861794673,46,52,70.82,15,13,-12.94,12,1,19,47
6300,O(Mr,0.31299936377140475,48,52,74.79,10,10,-11.92,13,1,19,47
6300,O(Gr,0.3127005323892285,48,52,74.64,10,10,-12.07,13,1,16,47
6300,O(\r,0.3083172767876912,48,52,71.97,10,10,-11.71,13,1,27,47
6300,E(Lr,0.30798605517116834,41,60,61.25,11,17,-13.81,10,1,19,47
6300,O(-r,0.30615767589731496,47,53,69.98,20,10,-3.8,13,1,3,47
6300,O(Er,0.3060188237850156,47,51,71.35,10,10,-12.16,13,1,15,47
6300,B(hr,0.3041006864548603,43,65,55.65,5,18,-13.97,9,1,33,47
6300,m(5r,0.30204039726467824,42,35,74.35,12,8,-12.24,22,1,7,47
6300,m(*r,0.3009696918401153,45,35,74.25,25,8,-5.16,22,1,2,47
6300,m(5r,0.300885466970292,42,35,74.35,12,8,-12.24,22,1,7,47
6300,W(Lv,0.29847355030298117,50,46,64.76,11,9,-11.77,15,1,19,49
6300,P(Nr,0.294832263209479,47,53,64.84,10,10,-11.95,13,1,20,47
6300,O(Or,0.294832263209479,47,53,64.84,10,10,-11.95,13,1,20,47
6300,>)0r,0.2912746516009167,58,46,61.92,27,11,-13.44,8,6,5,47
6300,W(ar,0.2908564877278109,44,47,60.02,11,9,-11.26,15,1,29,47
6360,6*g3,0.5216001982840686,47,89,34.74,38,21,-3.02,5,11,32,16
6360,M(hr,0.3368992282937338,47,53,76.48,7,13,-13.1,12,1,33,47
6360,L(hr,0.3368992282937338,47,53,76.48,7,13,-13.1,12,1,33,47
6360,K(hr,0.3368992282937338,47,53,76.48,7,13,-13.1,12,1,33,47
6360,L(=r,0.331957037968712,47,53,71.52,15,13,-13.13,12,1,11,47
6360,O(=r,0.33149126806534857,48,52,71.89,10,10,-12.11,13,1,11,47
6360,O(Nv,0.3302909682215656,51,52,84.9,10,10,-12.31,13,1,20,49
6360,D(hr,0.3266067832272911,43,62,66.41,5,17,-14.82,10,1,33,47
6360,T(ar,0.32634404486440033,50,48,74.6,10,10,-12.09,14,1,29,47
6360,O(Lr,0.3244376298292254,48,52,74.79,10,10,-11.92,13,1,19,47
6360,N(Lr,0.3244376298292254,48,52,74.79,10,10,-11.92,13,1,19,47
6360,Q(Lr,0.3244376298292254,48,52,74.79,10,10,-11.92,13,1,19,47
6360,P(Lr,0.3244376298292254,48,52,74.79,10,10,-11.92,13,1,19,47
6360,N(ar,0.32326343474011915,46,52,72.07,10,10,-11.77,13,1,29,47
6360,N(ar,0.32326343474011915,46,52,72.07,10,10,-11.77,13,1,29,47
6360,K(Lr,0.31723532861794673,46,52,70.82,15,13,-12.94,12,1,19,47
6360,O(Mr,0.31299936377140475,48,52,74.79,10,10,-11.92,13,1,19,47
6360,O(\r,0.3083172767876912,48,52,71.97,10,10,-11.71,13,1,27,47
6360,E(Lr,0.30798605517116834,41,60,61.25,11,17,-13.81,10,1,19,47
6360,O(-r,0.30615767589731496,47,53,69.98,20,10,-3.8,13,1,3,47
6360,O(Er,0.3060188237850156,47,51,71.35,10,10,-12.16,13,1,15,47
6360,B(hr,0.3041006864548603,43,65,55.65,5,18,-13.97,9,1,33,47
6360,m(5r,0.30204039726467824,42,35,74.35,12,8,-12.24,22,1,7,47
6360,m(*r,0.3009696918401153,45,35,74.25,25,8,-5.16,22,1,2,47
6360,m(5r,0.300885466970292,42,35,74.35,12,8,-12.24,22,1,7,47
6360,W(Lv,0.29847355030298117,50,46,64.76,11,9,-11.77,15,1,19,49
6360,P(Nr,0.294832263209479,47,53,64.84,10,10,-11.95,13,1,20,47
6360,O(Or,0.294832263209479,47,53,64.84,10,10,-11.95,13,1,20,47
6360,>)0r,0.2912746516009167,58,46,61.92,27,11,-13.44,8,6,5,47
6360,W(ar,0.2908564877278109,44,47,60.02,11,9,-11.26,15,1,29,47
6420,6*g3,0.5216001982840686,47,89,34.74,38,21,-3.02,5,11,32,16
6420,M(hr,0.3368992282937338,47,53,76.48,7,13,-13.1,12,1,33,47
6420,L(hr,0.3368992282937338,47,53,76.48,7,13,-13.1,12,1,33,47
6420,K(hr,0.3368992282937338,47,53,76.48,7,13,-13.1,12,1,33,47
6420,O(=r,0.33149126806534857,48,52,71.89,10,10,-12.11,13,1,11,47
6420,O(Nv,0.3302909682215656,51,52,84.9,10,10,-12.31,13,1,20,49
6420,D(hr,0.3266067832272911,43,62,66.41,5,17,-14.82,10,1,33,47
6420,T(ar,0.32634404486440033,50,48,74.6,10,10,-12.09,14,1,29,47
6420,O(Lr,0.3244376298292254,48,52,74.79,10,10,-11.92,13,1,19,47
6420,Q(Lr,0.3244376298292254,48,52,74.79,10,10,-11.92,13,1,19,47
6420,P(Lr,0.3244376298292254,48,52,74.79,10,10,-11.92,13,1,19,47
6420,N(ar,0.32326343474011915,46,52,72.07,10,10,-11.77,13,1,29,47
6420,N(ar,0.32326343474011915,46,52,72.07,10,10,-11.77,13,1,29,47
6420,K(Lr,0.31723532861794673,46,52,70.82,15,13,-12.94,12,1,19,47
6420,O(Mr,0.31299936377140475,48,52,74.79,10,10,-11.92,13,1,19,47
6420,O(\r,0.3083172767876912,48,52,71.97,10,10,-11.71,13,1,27,47
6420,E(Lr,0.30798605517116834,41,60,61.25,11,17,-13.81,10,1,19,47
6420,O(-r,0.30615767589731496,47,53,69.98,20,10,-3.8,13,1,3,47
6420,O(Er,0.3060188237850156,47,51,71.35,10,10,-12.16,13,1,15,47
6420,q(1r,0.3039679430374447,48,35,80.1,14,7,-10.55,23,1,5,47
6420,m(*r,0.3009696918401153,45,35,74.25,25,8,-5.16,22,1,2,47
6420,m(5r,0.300885466970292,42,35,74.35,12,8,-12.24,22,1,7,47
6420,W(Lv,0.29847355030298117,50,46,64.76,11,9,-11.77,15,1,19,49
6420,P(Nr,0.294832263209479,47,53,64.84,10,10,-11.95,13,1,20,47
6420,O(Or,0.294832263209479,47,53,64.84,10,10,-11.95,13,1,20,47
6420,>)0r,0.2912746516009167,58,46,61.92,27,11,-13.44,8,6,5,47
6420,W(ar,0.2908564877278109,44,47,60.02,11,9,-11.26,15,1,29,47
6420,h(Gr,0.28528849484225544,45,37,61.8,11,9,-13.91,20,1,16,47
6420,h(=r,0.28431956082270293,45,37,63.16,11,9,-13.95,20,1,11,47
6420,7*Pr,0.28427217227427165,54,48,57.19,37,8,-0.29,6,11,21,47
6480,6*g3,0.5216001982840686,47,89,34.74,38,21,-3.02,5,11,32,16
6480,M(hr,0.3368992282937338,47,53,76.48,7,13,-13.1,12,1,33,47
6480,L(hr,0.3368992282937338,47,53,76.48,7,13,-13.1,12,1,33,47
6480,K(hr,0.3368992282937338,47,53,76.48,7,13,-13.1,12,1,33,47
6480,O(=r,0.33149126806534857,48,52,71.89,10,10,-12.11,13,1,11,47
6480,O(Nv,0.3302909682215656,51,52,84.9,10,10,-12.31,13,1,20,49
6480,T(ar,0.32634404486440033,50,48,74.6,10,10,-12.09,14,1,29,47
6480,Q(Lr,0.3244376298292254,48,52,74.79,10,10,-11.92,13,1,19,47
6480,P(Lr,0.3244376298292254,48,52,74.79,10,10,-11.92,13,1,19,47
6480,>*1*,0.3241604091512488,54,71,57.99,41,12,4.49,8,11,5,11
6480,N(ar,0.32326343474011915,46,52,72.07,10,10,-11.77,13,1,29,47
6480,N(ar,0.32326343474011915,46,52,72.07,10,10,-11.77,13,1,29,47
6480,K(Lr,0.31723532861794673,46,52,70.82,15,13,-12.94,12,1,19,47
6480,O(Mr,0.31299936377140475,48,52,74.79,10,10,-11.92,13,1,19,47
6480,>*1h,0.30876438678097584,62,45,72.82,42,7,0.88,8,11,5,42
6480,E(Lr,0.30798605517116834,41,60,61.25,11,17,-13.81,10,1,19,47
6480,O(Er,0.3060188237850156,47,51,71.35,10,10,-12.16,13,1,15,47
6480,>*1@,0.3009734472755569,57,66,55.14,50,10,1.71,8,11,5,22
6480,m(*r,0.3009696918401153,45,35,74.25,25,8,-5.16,22,1,2,47
6480,m(5r,0.300885466970292,42,35,74.35,12,8,-12.24,22,1,7,47
6480,W(Lv,0.29847355030298117,50,46,64.76,11,9,-11.77,15,1,19,49
6480,P(Nr,0.294832263209479,47,53,64.84,10,10,-11.95,13,1,20,47
6480,O(Or,0.294832263209479,47,53,64.84,10,10,-11.95,13,1,20,47
6480,>*1c,0.2944734597674062,62,45,64.79,42,7,1.0,8,11,5,40
6480,>*1C,0.29292313091404293,57,63,53.14,44,9,-0.11,8,11,5,24
6480,>)0r,0.2912746516009167,58,46,61.92,27,11,-13.44,8,6,5,47
6480,>*1f,0.29041146488789477,62,45,62.88,42,7,0.94,8,11,5,41
6480,h(Gr,0.28528849484225544,45,37,61.8,11,9,-13.91,20,1,16,47
6480,h(=r,0.28431956082270293,45,37,63.16,11,9,-13.95,20,1,11,47
6480,7*Pr,0.28427217227427165,54,48,57.19,37,8,-0.29,6,11,21,47
6540,6*g3,0.5216001982840686,47,89,34.74,38,21,-3.02,5,11,32,16
6540,M(hr,0.3368992282937338,47,53,76.48,7,13,-13.1,12,1,33,47
6540,L(hr,0.3368992282937338,47,53,76.48,7,13,-13.1,12,1,33,47
6540,K(hr,0.3368992282937338,47,53,76.48,7,13,-13.1,12,1,33,47
6540,O(=r,0.33149126806534857,48,52,71.89,10,10,-12.11,13,1,11,47
6540,O(Nv,0.3302909682215656,51,52,84.9,10,10,-12.31,13,1,20,49
6540,Q(Lr,0.3244376298292254,48,52,74.79,10,10,-11.92,13,1,19,47
6540,P(Lr,0.3244376298292254,48,52,74.79,10,10,-11.92,13,1,19,47
6540,>*1*,0.3241604091512488,54,71,57.99,41,12,4.49,8,11,5,11
6540,N(ar,0.32326343474011915,46,52,72.07,10,10,-11.77,13,1,29,47
6540,N(ar,0.32326343474011915,46,52,72.07,10,10,-11.77,13,1,29,47
6540,K(Lr,0.31723532861794673,46,52,70.82,15,13,-12.94,12,1,19,47
6540,O(Mr,0.31299936377140475,48,52,74.79,10,10,-11.92,13,1,19,47
6540,>*1h,0.30876438678097584,62,45,72.82,42,7,0.88,8,11,5,42
6540,>*vr,0.308593208242589,57,42,74.66,42,7,0.28,8,11,40,47
6540,E(Lr,0.30798605517116834,41,60,61.25,11,17,-13.81,10,1,19,47
6540,>*qO,0.3076228924497392,44,59,60.49,28,7,-2.21,8,11,37,30
6540,>*qR,0.3059382139590492,45,57,61.1,25,8,-4.97,8,11,37,31
6540,m(*r,0.3009696918401153,45,35,74.25,25,8,-5.16,22,1,2,47
6540,m(5r,0.300885466970292,42,35,74.35,12,8,-12.24,22,1,7,47
6540,W(Lv,0.29847355030298117,50,46,64.76,11,9,-11.77,15,1,19,49
6540,>*qD,0.29501966365604354,53,66,50.72,45,11,-1.56,8,11,37,24
6540,P(Nr,0.294832263209479,47,53,64.84,10,10,-11.95,13,1,20,47
6540,O(Or,0.294832263209479,47,53,64.84,10,10,-11.95,13,1,20,47
6540,>*qN,0.2939539354594528,45,59,54.41,25,8,-4.62,8,11,37,29
6540,>*1C,0.29292313091404293,57,63,53.14,44,9,-0.11,8,11,5,24
6540,>)0r,0.2912746516009167,58,46,61.92,27,11,-13.44,8,6,5,47
6540,>*1f,0.29041146488789477,62,45,62.88,42,7,0.94,8,11,5,41
6540,>*qw,0.28843384724974525,60,38,68.73,42,7,0.02,8,11,37,50
6540,>*qi,0.28772592557750787,56,44,63.19,42,7,0.65,8,11,37,43
6600,6*g3,0.5216001982840686,47,89,34.74,38,21,-3.02,5,11,32,16
6600,M(hr,0.3368992282937338,47,53,76.48,7,13,-13.1,12,1,33,47
6600,K(hr,0.3368992282937338,47,53,76.48,7,13,-13.1,12,1,33,47
6600,O(=r,0.33149126806534857,48,52,71.89,10,10,-12.11,13,1,11,47
6600,O(Nv,0.3302909682215656,51,52,84.9,10,10,-12.31,13,1,20,49
6600,Q(Lr,0.3244376298292254,48,52,74.79,10,10,-11.92,13,1,19,47
6600,P(Lr,0.3244376298292254,48,52,74.79,10,10,-11.92,13,1,19,47
6600,>*1*,0.3241604091512488,54,71,57.99,41,12,4.49,8,11,5,11
6600,N(ar,0.32326343474011915,46,52,72.07,10,10,-11.77,13,1,29,47
6600,N(ar,0.32326343474011915,46,52,72.07,10,10,-11.77,13,1,29,47
6600,K(Lr,0.31723532861794673,46,52,70.82,15,13,-12.94,12,1,19,47
6600,O(Mr,0.31299936377140475,48,52,74.79,10,10,-11.92,13,1,19,47
6600,>*1h,0.30876438678097584,62,45,72.82,42,7,0.88,8,11,5,42
6600,>*vr,0.308593208242589,57,42,74.66,42,7,0.28,8,11,40,47
6600,E(Lr,0.30798605517116834,41,60,61.25,11,17,-13.81,10,1,19,47
6600,>*qO,0.3076228924497392,44,59,60.49,28,7,-2.21,8,11,37,30
6600,>*qR,0.3059382139590492,45,57,61.1,25,8,-4.97,8,11,37,31
6600,>*qO,0.3035267607730907,44,59,60.49,28,7,-2.21,8,11,37,30
6600,>*q@,0.30281509773836496,52,67,54.58,45,11,-0.8,8,11,37,22
6600,>*ci,0.30252922918552655,55,43,73.81,42,7,0.7,8,11,30,43
6600,m(*r,0.3009696918401153,45,35,74.25,25,8,-5.16,22,1,2,47
6600,W(Lv,0.29847355030298117,50,46,64.76,11,9,-11.77,15,1,19,49
6600,>*qv,0.2964981985298244,60,38,75.9,42,7,0.11,8,11,37,49
6600,>*qD,0.29501966365604354,53,66,50.72,45,11,-1.56,8,11,37,24
6600,P(Nr,0.294832263209479,47,53,64.84,10,10,-11.95,13,1,20,47
6600,O(Or,0.294832263209479,47,53,64.84,10,10,-11.95,13,1,20,47
6600,>*qN,0.2939539354594528,45,59,54.41,25,8,-4.62,8,11,37,29
6600,>*1C,0.29292313091404293,57,63,53.14,44,9,-0.11,8,11,5,24
6600,>)0r,0.2912746516009167,58,46,61.92,27,11,-13.44,8,6,5,47
6600,>*qV,0.29071095277176034,49,55,56.85,28,7,-1.15,8,11,37,33
6660,6*g3,0.5216001982840686,47,89,34.74,38,21,-3.02,5,11,32,16
6660,M(hr,0.3368992282937338,47,53,76.48,7,13,-13.1,12,1,33,47
6660,K(hr,0.3368992282937338,47,53,76.48,7,13,-13.1,12,1,33,47
6660,"?*,*",0.3367527260591992,57,71,66.97,41,12,4.29,8,11,3,11
6660,O(=r,0.33149126806534857,48,52,71.89,10,10,-12.11,13,1,11,47
6660,O(Nv,0.3302909682215656,51,52,84.9,10,10,-12.31,13,1,20,49
6660,Q(Lr,0.3244376298292254,48,52,74.79,10,10,-11.92,13,1,19,47
6660,P(Lr,0.3244376298292254,48,52,74.79,10,10,-11.92,13,1,19,47
6660,>*1*,0.3241604091512488,54,71,57.99,41,12,4.49,8,11,5,11
6660,N(ar,0.32326343474011915,46,52,72.07,10,10,-11.77,13,1,29,47
6660,N(ar,0.32326343474011915,46,52,72.07,10,10,-11.77,13,1,29,47
6660,K(Lr,0.31723532861794673,46,52,70.82,15,13,-12.94,12,1,19,47
6660,O(Mr,0.31299936377140475,48,52,74.79,10,10,-11.92,13,1,19,47
6660,"?*,6",0.30908771102881855,56,69,59.0,41,12,-0.85,8,11,3,17
6660,"?*,5",0.30908771102881855,56,69,59.0,41,12,-0.85,8,11,3,17
6660,>*1h,0.30876438678097584,62,45,72.82,42,7,0.88,8,11,5,42
6660,>*vr,0.308593208242589,57,42,74.66,42,7,0.28,8,11,40,47
6660,E(Lr,0.30798605517116834,41,60,61.25,11,17,-13.81,10,1,19,47
6660,>*qO,0.3076228924497392,44,59,60.49,28,7,-2.21,8,11,37,30
6660,>*qR,0.3059382139590492,45,57,61.1,25,8,-4.97,8,11,37,31
6660,"?),V",0.3029797362426659,52,55,65.41,25,12,-14.64,8,6,3,33
6660,>*q@,0.30281509773836496,52,67,54.58,45,11,-0.8,8,11,37,22
6660,>*ci,0.30252922918552655,55,43,73.81,42,7,0.7,8,11,30,43
6660,m(*r,0.3009696918401153,45,35,74.25,25,8,-5.16,22,1,2,47
6660,W(Lv,0.29847355030298117,50,46,64.76,11,9,-11.77,15,1,19,49
6660,";*,V",0.29658381359527414,51,52,63.83,22,9,-8.29,7,11,3,33
6660,>*qv,0.2964981985298244,60,38,75.9,42,7,0.11,8,11,37,49
6660,>*qD,0.29501966365604354,53,66,50.72,45,11,-1.56,8,11,37,24
6660,P(Nr,0.294832263209479,47,53,64.84,10,10,-11.95,13,1,20,47
6660,O(Or,0.294832263209479,47,53,64.84,10,10,-11.95,13,1,20,47
6720,6*g3,0.5216001982840686,47,89,34.74,38,21,-3.02,5,11,32,16
6720,M(hr,0.3368992282937338,47,53,76.48,7,13,-13.1,12,1,33,47
6720,K(hr,0.3368992282937338,47,53,76.48,7,13,-13.1,12,1,33,47
6720,O(=r,0.33149126806534857,48,52,71.89,10,10,-12.11,13,1,11,47
6720,O(Nv,0.3302909682215656,51,52,84.9,10,10,-12.31,13,1,20,49
6720,Q(Lr,0.3244376298292254,48,52,74.79,10,10,-11.92,13,1,19,47
6720,P(Lr,0.3244376298292254,48,52,74.79,10,10,-11.92,13,1,19,47
6720,>*1*,0.3241604091512488,54,71,57.99,41,12,4.49,8,11,5,11
6720,N(ar,0.32326343474011915,46,52,72.07,10,10,-11.77,13,1,29,47
6720,N(ar,0.32326343474011915,46,52,72.07,10,10,-11.77,13,1,29,47
6720,P(Dr,0.3185061592742318,47,51,71.35,10,10,-12.16,13,1,15,47
6720,K(Lr,0.31723532861794673,46,52,70.82,15,13,-12.94,12,1,19,47
6720,"?*,6",0.30908771102881855,56,69,59.0,41,12,-0.85,8,11,3,17
6720,"?*,5",0.30908771102881855,56,69,59.0,41,12,-0.85,8,11,3,17
6720,>*1h,0.30876438678097584,62,45,72.82,42,7,0.88,8,11,5,42
6720,>*vr,0.308593208242589,57,42,74.66,42,7,0.28,8,11,40,47
6720,E(Lr,0.30798605517116834,41,60,61.25,11,17,-13.81,10,1,19,47
6720,>*qO,0.3076228924497392,44,59,60.49,28,7,-2.21,8,11,37,30
6720,>*qR,0.3059382139590492,45,57,61.1,25,8,-4.97,8,11,37,31
6720,"?),V",0.3029797362426659,52,55,65.41,25,12,-14.64,8,6,3,33
6720,>*q@,0.30281509773836496,52,67,54.58,45,11,-0.8,8,11,37,22
6720,>*ci,0.30252922918552655,55,43,73.81,42,7,0.7,8,11,30,43
6720,m(*r,0.3009696918401153,45,35,74.25,25,8,-5.16,22,1,2,47
6720,W(Lv,0.29847355030298117,50,46,64.76,11,9,-11.77,15,1,19,49
6720,";*,V",0.29658381359527414,51,52,63.83,22,9,-8.29,7,11,3,33
6720,>*qv,0.2964981985298244,60,38,75.9,42,7,0.11,8,11,37,49
6720,>*qD,0.29501966365604354,53,66,50.72,45,11,-1.56,8,11,37,24
6720,P(Nr,0.294832263209479,47,53,64.84,10,10,-11.95,13,1,20,47
6720,O(Or,0.294832263209479,47,53,64.84,10,10,-11.95,13,1,20,47
6720,>*1C,0.29292313091404293,57,63,53.14,44,9,-0.11,8,11,5,24
6780,6*g3,0.5216001982840686,47,89,34.74,38,21,-3.02,5,11,32,16
6780,"?*,*",0.3550481546382056,57,71,66.97,41,12,4.29,8,11,3,11
6780,M(hr,0.3368992282937338,47,53,76.48,7,13,-13.1,12,1,33,47
6780,K(hr,0.3368992282937338,47,53,76.48,7,13,-13.1,12,1,33,47
6780,"?*,0",0.3355714312916103,59,71,61.6,41,12,1.02,8,11,3,14
6780,O(=r,0.33149126806534857,48,52,71.89,10,10,-12.11,13,1,11,47
6780,Q(Lr,0.3244376298292254,48,52,74.79,10,10,-11.92,13,1,19,47
6780,P(Lr,0.3244376298292254,48,52,74.79,10,10,-11.92,13,1,19,47
6780,N(ar,0.32326343474011915,46,52,72.07,10,10,-11.77,13,1,29,47
6780,P(Dr,0.3185061592742318,47,51,71.35,10,10,-12.16,13,1,15,47
6780,"?*,X",0.31757999367545797,58,48,71.18,25,8,-7.14,8,11,3,34
