['Pair', 'TF', 'Dna', 'Start Date', 'End Date', 'Total Trades', 'Total Net Profit', 'Max.DD', 'Annual Profit', 'Winrate', 'Sharpe', 'Calmar', 'Serenity', 'Winning Strike', 'Losing Strike', 'Largest Winning', 'Largest Losing', 'Num. of Wins', 'Num. of Loses', 'Market Change']
['MATIC-USDT', '5m', 'MATIC-USDT', '2021-04-01', '2021-11-18', '571', '-14.04', '-24.88', -21, '33', '-0.12', '-0.32', '-0.85', '7', '13', 233, -297, '186', '385', '349.17']
['AXS-USDT', '5m', 'AXS-USDT', '2021-04-01', '2021-11-18', '573', '-27.48', '-34.77', -40, '33', '-0.1', '-0.81', '-1.14', '6', '16', 238, -276, '190', '383', '2251.84']
['SRM-USDT', '5m', 'SRM-USDT', '2021-04-01', '2021-11-18', '549', '22.72', '-13.25', 38, '36', '0.73', '0.98', '2.87', '3', '11', 306, -364, '195', '354', '13.94']
['REN-USDT', '5m', 'REN-USDT', '2021-04-01', '2021-11-18', '572', '-45.87', '-45.87', -62, '30', '-0.06', '-2.25', '-1.35', '4', '15', 219, -173, '172', '400', '-23.51']
['ONE-USDT', '5m', 'ONE-USDT', '2021-04-01', '2021-11-18', '608', '-27.53', '-37.62', -40, '32', '-0.07', '-0.9', '-1.06', '4', '15', 230, -269, '194', '414', '47.51']
['ETC-USDT', '5m', 'ETC-USDT', '2021-04-01', '2021-11-18', '532', '-17.57', '-34.13', -26, '32', '-0.07', '-0.56', '-0.77', '4', '18', 284, -383, '168', '364', '259.58']
['BCH-USDT', '5m', 'BCH-USDT', '2021-04-01', '2021-11-18', '426', '11.76', '-18.69', 19, '32', '0.1', '0.7', '1.02', '5', '9', 290, -419, '138', '288', '9.25']
['ICP-USDT', '5m', 'ICP-USDT', '2021-04-01', '2021-11-18', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['AAVE-USDT', '5m', 'AAVE-USDT', '2021-04-01', '2021-11-18', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['1INCH-USDT', '5m', '1INCH-USDT', '2021-04-01', '2021-11-18', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['ALICE-USDT', '5m', 'ALICE-USDT', '2021-04-01', '2021-11-18', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['NEAR-USDT', '5m', 'NEAR-USDT', '2021-04-01', '2021-11-18', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
