['Pair', 'TF', 'Dna', 'Start Date', 'End Date', 'Total Trades', 'Total Net Profit', 'Max.DD', 'Annual Profit', 'Winrate', 'Sharpe', 'Calmar', 'Winning Strike', 'Losing Strike', 'Largest Winning', 'Largest Losing', 'Num. of Wins', 'Num. of Loses', 'Market Change']
['ETC-USD', '5m', 'ETC-USD', '2021-06-01', '2021-09-01', '28', '-12.36', '-22.78', -40, '29', '-1.93', '-1.77', '2', '7', 655, -264, '8', '20', '-8.25']
['SXP-USD', '5m', 'SXP-USD', '2021-06-01', '2021-09-01', '21', '2.73', '-11.17', 11, '48', '0.53', '1.0', '2', '2', 566, -301, '10', '11', '67.51']
['ENJ-USD', '5m', 'ENJ-USD', '2021-06-01', '2021-09-01', '25', '22.38', '-7.63', 121, '44', '2.22', '15.86', '4', '4', 719, -362, '11', '14', '25.32']
['AGLD-USD', '5m', 'AGLD-USD', '2021-06-01', '2021-09-01', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['AUDIO-USD', '5m', 'AUDIO-USD', '2021-06-01', '2021-09-01', '35', '58.92', '-8.59', 516, '49', '3.12', '60.04', '4', '7', 2600, -485, '17', '18', '132.74']
['NEO-USD', '5m', 'NEO-USD', '2021-06-01', '2021-09-01', '24', '2.54', '-10.49', 10, '33', '0.45', '0.99', '2', '5', 1058, -365, '8', '16', '-5.89']
['ZEC-USD', '5m', 'ZEC-USD', '2021-06-01', '2021-09-01', '22', '6.74', '-13.4', 29, '32', '0.97', '2.18', '2', '6', 1026, -312, '7', '15', '-10.39']
['ALPHA-USD', '5m', 'ALPHA-USD', '2021-06-01', '2021-09-01', '27', '20.76', '-14.74', 110, '33', '1.77', '7.44', '1', '5', 2242, -450, '9', '18', '41.5']
['C98-USD', '5m', 'C98-USD', '2021-06-01', '2021-09-01', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['YFI-USD', '5m', 'YFI-USD', '2021-06-01', '2021-09-01', '29', '-4.24', '-13.6', -16, '41', '-0.5', '-1.15', '4', '4', 509, -392, '12', '17', '-17.72']
['BSV-USD', '5m', 'BSV-USD', '2021-06-01', '2021-09-01', '19', '5.3', '-10.07', 22, '32', '0.93', '2.23', '2', '4', 1346, -509, '6', '13', '-5.76']
['CAKE-USD', '5m', 'CAKE-USD', '2021-06-01', '2021-09-01', '31', '4.39', '-13.14', 18, '35', '0.67', '1.4', '3', '5', 1118, -340, '11', '20', '28.29']
['CVC-USD', '5m', 'CVC-USD', '2021-06-01', '2021-09-01', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['ATLAS-USD', '5m', 'ATLAS-USD', '2021-06-01', '2021-09-01', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['CLV-USD', '5m', 'CLV-USD', '2021-06-01', '2021-09-01', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['MID-USD', '5m', 'MID-USD', '2021-06-01', '2021-09-01', '27', '6.2', '-13.48', 27, '37', '0.84', '1.98', '5', '7', 929, -235, '10', '17', '-0.04']
['REN-USD', '5m', 'REN-USD', '2021-06-01', '2021-09-01', '24', '-1.3', '-10.19', -5, '29', '-0.04', '-0.49', '2', '6', 930, -339, '7', '17', '36.48']
['HT-USD', '5m', 'HT-USD', '2021-06-01', '2021-09-01', '26', '2.75', '-19.03', 11, '31', '0.48', '0.59', '4', '6', 727, -556, '8', '18', '-3.04']
['DASH-USD', '5m', 'DASH-USD', '2021-06-01', '2021-09-01', '38', '-20.74', '-25.77', -60, '34', '-2.34', '-2.32', '3', '9', 476, -736, '13', '25', '14.14']
['ONE-USD', '5m', 'ONE-USD', '2021-06-01', '2021-09-01', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['MKR-USD', '5m', 'MKR-USD', '2021-06-01', '2021-09-01', '25', '12.71', '-7.39', 60, '36', '1.74', '8.11', '2', '4', 736, -318, '9', '16', '-1.19']
['TRU-USD', '5m', 'TRU-USD', '2021-06-01', '2021-09-01', '34', '23.22', '-19.52', 127, '35', '1.63', '6.5', '4', '7', 1947, -589, '12', '22', '56.94']
['CRO-USD', '5m', 'CRO-USD', '2021-06-01', '2021-09-01', '36', '1.27', '-11.67', 5, '33', '0.32', '0.43', '2', '9', 954, -315, '12', '24', '23.34']
['BTT-USD', '5m', 'BTT-USD', '2021-06-01', '2021-09-01', '34', '6.02', '-17.58', 26, '32', '0.72', '1.47', '4', '7', 2125, -517, '11', '23', '10.52']
['IOTA-USD', '5m', 'IOTA-USD', '2021-06-01', '2021-09-01', '24', '23.87', '-4.97', 132, '58', '2.77', '26.49', '3', '2', 765, -342, '14', '10', '-9.97']
['KAVA-USD', '5m', 'KAVA-USD', '2021-06-01', '2021-09-01']
