['Pair', 'TF', 'Dna', 'Start Date', 'End Date', 'Total Trades', 'Total Net Profit', 'Max.DD', 'Annual Profit', 'Winrate', 'Sharpe', 'Calmar', 'Winning Strike', 'Losing Strike', 'Largest Winning', 'Largest Losing', 'Num. of Wins', 'Num. of Loses', 'Market Change']
['XMR-USDT', '5m', 'XMR-USDT', '2021-09-01', '2021-09-27', '43', '-13.5', '-29.29', -86, '35', '-1.85', '-2.93', '4', '9', 1223, -445, '15', '28', '-17.94']
['ICX-USDT', '5m', 'ICX-USDT', '2021-09-01', '2021-09-27', '43', '51.38', '-15.87', 27090, '44', '4.8', '1707.19', '2', '5', 2126, -1260, '19', '24', '24.21']
['HBAR-USDT', '5m', 'HBAR-USDT', '2021-09-01', '2021-09-27', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['SAND-USDT', '5m', 'SAND-USDT', '2021-09-01', '2021-09-27', '56', '-40.11', '-41.47', -100, '32', '-5.72', '-2.41', '2', '10', 659, -620, '18', '38', '-30.8']
['DENT-USDT', '5m', 'DENT-USDT', '2021-09-01', '2021-09-27', '43', '-7.26', '-31.9', -64, '42', '-0.52', '-2.0', '3', '6', 1234, -643, '18', '25', '-31.26']
['NEO-USDT', '5m', 'NEO-USDT', '2021-09-01', '2021-09-27', '39', '33.65', '-25.18', 4947, '38', '3.36', '196.44', '3', '5', 2687, -635, '15', '24', '-25.69']
['SNX-USDT', '5m', 'SNX-USDT', '2021-09-01', '2021-09-27', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['1000XEC-USDT', '5m', '1000XEC-USDT', '2021-09-01', '2021-09-27', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['ZEC-USDT', '5m', 'ZEC-USDT', '2021-09-01', '2021-09-27', '40', '18.54', '-24.86', 897, '38', '2.45', '36.09', '3', '7', 1893, -609, '15', '25', '-22.65']
['CHZ-USDT', '5m', 'CHZ-USDT', '2021-09-01', '2021-09-27', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['YFI-USDT', '5m', 'YFI-USDT', '2021-09-01', '2021-09-27', '41', '27.51', '-17.38', 2571, '32', '3.86', '147.96', '2', '5', 1441, -398, '13', '28', '-20.63']
