['Pair', 'TF', 'Dna', 'Start Date', 'End Date', 'Total Trades', 'Total Net Profit', 'Max.DD', 'Annual Profit', 'Winrate', 'Sharpe', 'Calmar', 'Winning Strike', 'Losing Strike', 'Largest Winning', 'Largest Losing', 'Num. of Wins', 'Num. of Losses', 'Market Change']
['ETH-USD', '5m', '@lj:m', '2021-08-01', '2021-09-25', '34', '-9.18', '-14.47', -47, '29', '-1.51', '-3.22', '2', '7', 664, -348, '10', '24', '15.62']
['ETH-USD', '5m', '?c3KB', '2021-08-01', '2021-09-25', '44', '-1.52', '-10.49', -9, '30', '-0.06', '-0.9', '2', '5', 747, -417, '13', '31', '15.62']
['ETH-USD', '5m', 'Ebeis', '2021-08-01', '2021-09-25', '13', '9.64', '-6.07', 82, '46', '2.0', '13.55', '2', '2', 820, -405, '6', '7', '15.62']
['ETH-USD', '5m', 'qc3KB', '2021-08-01', '2021-09-25', '28', '-7.67', '-16.02', -41, '18', '-1.36', '-2.53', '2', '13', 644, -347, '5', '23', '15.62']
['ETH-USD', '5m', '@cPOm', '2021-08-01', '2021-09-25', '28', '-0.06', '-10.65', 0, '32', '0.17', '-0.04', '3', '4', 747, -425, '9', '19', '15.62']
['ETH-USD', '5m', 'KlLat', '2021-08-01', '2021-09-25', '10', '-1.91', '-4.26', -12, '40', '-0.58', '-2.78', '2', '2', 361, -133, '4', '6', '15.62']
['ETH-USD', '5m', 'NSWDm', '2021-08-01', '2021-09-25', '30', '10.37', '-7.84', 90, '47', '1.99', '11.51', '4', '5', 729, -287, '14', '16', '15.62']
['ETH-USD', '5m', 'NLWHI', '2021-08-01', '2021-09-25', '50', '7.13', '-11.59', 57, '36', '1.42', '4.89', '4', '8', 640, -323, '18', '32', '15.62']
['ETH-USD', '5m', 'NLWPI', '2021-08-01', '2021-09-25', '49', '7.77', '-11.59', 63, '37', '1.53', '5.42', '4', '8', 644, -326, '18', '31', '15.62']
['ETH-USD', '5m', 'VoPsp', '2021-08-01', '2021-09-25', '6', '11.26', '-3.47', 100, '50', '3.45', '28.92', '1', '1', 1105, -155, '3', '3', '15.62']
['ETH-USD', '5m', 'NMWVB', '2021-08-01', '2021-09-25', '46', '9.12', '-10.06', 77, '39', '1.76', '7.61', '4', '7', 675, -335, '18', '28', '15.62']
['ETH-USD', '5m', 'NMWHB', '2021-08-01', '2021-09-25', '47', '8.28', '-10.75', 68, '38', '1.61', '6.32', '4', '8', 670, -335, '18', '29', '15.62']
['ETH-USD', '5m', 'NMV4I', '2021-08-01', '2021-09-25', '46', '1.5', '-10.75', 10, '37', '0.45', '0.95', '4', '8', 648, -335, '17', '29', '15.62']
['ETH-USD', '5m', 'NMLUI', '2021-08-01', '2021-09-25', '46', '7.78', '-10.06', 63, '39', '1.57', '6.25', '4', '7', 653, -335, '18', '28', '15.62']
['ETH-USD', '5m', 'Q_Ka]', '2021-08-01', '2021-09-25', '38', '-11.15', '-16.17', -54, '29', '-1.89', '-3.32', '2', '8', 688, -331, '11', '27', '15.62']
['ETH-USD', '5m', '*iWPI', '2021-08-01', '2021-09-25', '77', '-9.79', '-17.74', -49, '29', '-2.0', '-2.76', '3', '9', 593, -254, '22', '55', '15.62']
['ETH-USD', '5m', 'HedAl', '2021-08-01', '2021-09-25', '35', '-9.8', '-15.62', -49, '26', '-1.6', '-3.13', '2', '6', 691, -386, '9', '26', '15.62']
['ETH-USD', '5m', '8X+,h', '2021-08-01', '2021-09-25', '57', '8.67', '-7.66', 72, '35', '1.92', '9.39', '4', '10', 434, -279, '20', '37', '15.62']
['ETH-USD', '5m', 'VGhVM', '2021-08-01', '2021-09-25', '55', '-5.21', '-15.76', -29, '31', '-0.75', '-1.87', '3', '10', 594, -315, '17', '38', '15.62']
['ETH-USD', '5m', '3B:Op', '2021-08-01', '2021-09-25', '36', '1.23', '-10.77', 8, '31', '0.41', '0.77', '2', '5', 517, -270, '11', '25', '15.62']
['ETH-USD', '5m', 'NMhPB', '2021-08-01', '2021-09-25', '46', '11.09', '-10.06', 98, '39', '2.06', '9.78', '4', '7', 871, -335, '18', '28', '15.62']
['ETH-USD', '5m', 'NMhVB', '2021-08-01', '2021-09-25', '46', '11.09', '-10.06', 98, '39', '2.06', '9.78', '4', '7', 871, -335, '18', '28', '15.62']
['ETH-USD', '5m', 'VH:OV', '2021-08-01', '2021-09-25', '46', '-0.26', '-14.24', -2, '37', '0.13', '-0.12', '3', '8', 723, -323, '17', '29', '15.62']
['ETH-USD', '5m', 'KOLaI', '2021-08-01', '2021-09-25', '47', '5.25', '-10.24', 40, '38', '1.1', '3.86', '4', '7', 643, -334, '18', '29', '15.62']
['ETH-USD', '5m', 'JSIgn', '2021-08-01', '2021-09-25', '22', '15.33', '-7.26', 153, '45', '2.82', '21.12', '3', '4', 897, -290, '10', '12', '15.62']
['ETH-USD', '5m', 'MoPVp', '2021-08-01', '2021-09-25', '14', '13.21', '-5.86', 125, '36', '3.06', '21.24', '2', '2', 1014, -158, '5', '9', '15.62']
['ETH-USD', '5m', 'YcwOk', '2021-08-01', '2021-09-25', '25', '-4.72', '-14.52', -27, '24', '-0.73', '-1.86', '3', '10', 737, -197, '6', '19', '15.62']
['ETH-USD', '5m', 'V4POp', '2021-08-01', '2021-09-25', '28', '10.91', '-5.6', 96, '50', '2.33', '17.21', '3', '3', 695, -212, '14', '14', '15.62']
['ETH-USD', '5m', 'NlWVs', '2021-08-01', '2021-09-25', '13', '12.27', '-6.48', 113, '46', '2.63', '17.38', '3', '2', 775, -155, '6', '7', '15.62']
['ETH-USD', '5m', 'NlWVr', '2021-08-01', '2021-09-25', '14', '11.06', '-7.46', 98, '43', '2.4', '13.17', '3', '3', 766, -155, '6', '8', '15.62']
['ETH-USD', '5m', 'Vo:O\\', '2021-08-01', '2021-09-25', '27', '-2.23', '-11.84', -14, '33', '-0.27', '-1.15', '2', '4', 685, -293, '9', '18', '15.62']
['ETH-USD', '5m', 'NlWVq', '2021-08-01', '2021-09-25', '15', '9.86', '-7.46', 85, '40', '2.21', '11.34', '3', '3', 760, -155, '6', '9', '15.62']
['ETH-USD', '5m', 'PnPVp', '2021-08-01', '2021-09-25', '15', '12.44', '-7.48', 115, '33', '2.55', '15.34', '2', '3', 1037, -148, '5', '10', '15.62']
['ETH-USD', '5m', '>RPVp', '2021-08-01', '2021-09-25', '33', '-0.12', '-10.32', -1, '33', '0.14', '-0.08', '2', '7', 870, -356, '11', '22', '15.62']
['ETH-USD', '5m', 'RnPVp', '2021-08-01', '2021-09-25', '11', '4.51', '-8.37', 33, '36', '1.29', '3.98', '2', '3', 1070, -303, '4', '7', '15.62']
['ETH-USD', '5m', '/EAmi', '2021-08-01', '2021-09-25', '15', '1.4', '-5.68', 9, '33', '0.57', '1.67', '1', '3', 470, -235, '5', '10', '15.62']
['ETH-USD', '5m', 'FQMA1', '2021-08-01', '2021-09-25', '50', '6.43', '-11.32', 50, '36', '1.26', '4.43', '4', '8', 883, -337, '18', '32', '15.62']
['ETH-USD', '5m', 'Nc3Kn', '2021-08-01', '2021-09-25', '31', '-0.72', '-11.33', -5, '32', '0.04', '-0.4', '3', '5', 698, -207, '10', '21', '15.62']
['ETH-USD', '5m', 'VKPOM', '2021-08-01', '2021-09-25', '49', '3.1', '-12.5', 22, '35', '0.74', '1.76', '4', '6', 642, -348, '17', '32', '15.62']
['ETH-USD', '5m', 'KNLaI', '2021-08-01', '2021-09-25', '46', '4.65', '-10.32', 34, '39', '0.99', '3.34', '3', '7', 643, -331, '18', '28', '15.62']
['ETH-USD', '5m', 'KuLaI', '2021-08-01', '2021-09-25', '37', '4.85', '-15.77', 36, '24', '0.98', '2.3', '2', '8', 1105, -218, '9', '28', '15.62']
['ETH-USD', '5m', '\\T<UI', '2021-08-01', '2021-09-25', '44', '-11.08', '-15.19', -53, '27', '-1.86', '-3.52', '2', '11', 573, -273, '12', '32', '15.62']
['ETH-USD', '5m', '<IW9\\', '2021-08-01', '2021-09-25', '68', '-5.64', '-15.1', -32, '35', '-0.78', '-2.09', '3', '8', 665, -306, '24', '44', '15.62']
['ETH-USD', '5m', 'KNL:I', '2021-08-01', '2021-09-25', '47', '3.93', '-10.96', 29, '38', '0.86', '2.6', '3', '8', 639, -331, '18', '29', '15.62']
['ETH-USD', '5m', 'ZHCVI', '2021-08-01', '2021-09-25', '51', '-5.68', '-15.37', -32, '33', '-0.9', '-2.06', '2', '10', 652, -322, '17', '34', '15.62']
['ETH-USD', '5m', 'VKQ<P', '2021-08-01', '2021-09-25', '46', '4.71', '-11.79', 35, '37', '1.03', '2.97', '4', '6', 666, -350, '17', '29', '15.62']
['ETH-USD', '5m', 'NLVVI', '2021-08-01', '2021-09-25', '48', '6.84', '-11.59', 54, '35', '1.37', '4.65', '3', '8', 633, -326, '17', '31', '15.62']
['ETH-USD', '5m', '=Fjk6', '2021-08-01', '2021-09-25', '70', '-10.11', '-18.77', -50, '31', '-1.54', '-2.67', '3', '8', 630, -257, '22', '48', '15.62']
['ETH-USD', '5m', 'NMLkI', '2021-08-01', '2021-09-25', '45', '7.2', '-10.06', 57, '38', '1.46', '5.7', '3', '7', 653, -335, '17', '28', '15.62']
['ETH-USD', '5m', '<9W4I', '2021-08-01', '2021-09-25', '105', '-3.59', '-17.52', -21, '34', '-0.44', '-1.21', '3', '10', 545, -257, '36', '69', '15.62']
['ETH-USD', '5m', '=Cj7I', '2021-08-01', '2021-09-25', '71', '-4.61', '-14.97', -26, '34', '-0.57', '-1.77', '2', '8', 644, -227, '24', '47', '15.62']
['ETH-USD', '5m', 'IlW9\\', '2021-08-01', '2021-09-25', '34', '-6.66', '-13.95', -36, '29', '-0.96', '-2.59', '2', '6', 993, -336, '10', '24', '15.62']
['ETH-USD', '5m', 'HlW9\\', '2021-08-01', '2021-09-25', '34', '-6.66', '-13.95', -36, '29', '-0.96', '-2.59', '2', '6', 993, -336, '10', '24', '15.62']
['ETH-USD', '5m', 'ElW9\\', '2021-08-01', '2021-09-25', '34', '-10.04', '-15.13', -50, '26', '-1.66', '-3.29', '2', '6', 642, -320, '9', '25', '15.62']
['ETH-USD', '5m', 'G8)VI', '2021-08-01', '2021-09-25', '78', '4.91', '-7.94', 37, '44', '1.4', '4.62', '4', '4', 260, -204, '34', '44', '15.62']
['ETH-USD', '5m', 'VSOD_', '2021-08-01', '2021-09-25', '40', '0.75', '-12.78', 5, '30', '0.32', '0.39', '3', '9', 722, -253, '12', '28', '15.62']
['ETH-USD', '5m', 'HE*Vl', '2021-08-01', '2021-09-25', '33', '5.64', '-4.68', 43, '39', '1.72', '9.18', '2', '4', 421, -337, '13', '20', '15.62']
['ETH-USD', '5m', 'NNQPB', '2021-08-01', '2021-09-25', '50', '0.91', '-10.18', 6, '32', '0.34', '0.59', '4', '7', 671, -332, '16', '34', '15.62']
['ETH-USD', '5m', 'N`VVh', '2021-08-01', '2021-09-25', '31', '-18.79', '-18.79', -74, '19', '-4.17', '-3.95', '1', '12', 314, -364, '6', '25', '15.62']
['ETH-USD', '5m', '_IhOM', '2021-08-01', '2021-09-25', '50', '-8.64', '-17.18', -45, '32', '-1.45', '-2.59', '3', '9', 595, -353, '16', '34', '15.62']
['ETH-USD', '5m', '_cPOm', '2021-08-01', '2021-09-25', '21', '-0.34', '-12.27', -2, '24', '0.12', '-0.18', '3', '5', 766, -171, '5', '16', '15.62']
['ETH-USD', '5m', 'VKhV4', '2021-08-01', '2021-09-25', '50', '1.09', '-12.5', 7, '34', '0.38', '0.59', '4', '6', 611, -348, '17', '33', '15.62']
['ETH-USD', '5m', 'N`LVm', '2021-08-01', '2021-09-25', '27', '-15.58', '-15.89', -67, '22', '-3.44', '-4.21', '2', '12', 314, -364, '6', '21', '15.62']
['ETH-USD', '5m', '>nP5p', '2021-08-01', '2021-09-25', '32', '-7.46', '-12.46', -40, '31', '-1.24', '-3.18', '2', '7', 671, -352, '10', '22', '15.62']
['ETH-USD', '5m', '<lW4d', '2021-08-01', '2021-09-25', '36', '-6.08', '-11.8', -34, '28', '-0.93', '-2.85', '2', '7', 684, -341, '10', '26', '15.62']
['ETH-USD', '5m', 'r?WgI', '2021-08-01', '2021-09-25', '54', '-6.09', '-18.16', -34, '33', '-0.86', '-1.85', '3', '8', 581, -269, '18', '36', '15.62']
['ETH-USD', '5m', 'KlLa`', '2021-08-01', '2021-09-25', '30', '-20.26', '-20.26', -77, '23', '-4.56', '-3.81', '2', '6', 302, -246, '7', '23', '15.62']
['ETH-USD', '5m', '*Vjdg', '2021-08-01', '2021-09-25', '33', '-4.03', '-8.2', -23, '30', '-1.1', '-2.86', '2', '5', 332, -267, '10', '23', '15.62']
['ETH-USD', '5m', ']IhHB', '2021-08-01', '2021-09-25', '54', '-5.68', '-15.82', -32, '33', '-0.86', '-2.0', '4', '8', 588, -349, '18', '36', '15.62']
['ETH-USD', '5m', 'Vo:Ov', '2021-08-01', '2021-09-25', '9', '1.27', '-6.4', 9, '33', '0.49', '1.33', '1', '2', 636, -318, '3', '6', '15.62']
['ETH-USD', '5m', '<lj)I', '2021-08-01', '2021-09-25', '35', '-5.43', '-11.2', -31, '29', '-0.8', '-2.72', '2', '6', 689, -341, '10', '25', '15.62']
['ETH-USD', '5m', 'H)d]l', '2021-08-01', '2021-09-25', '23', '1.22', '-4.21', 8, '39', '0.52', '1.95', '2', '3', 399, -232, '9', '14', '15.62']
['ETH-USD', '5m', 'H)a]l', '2021-08-01', '2021-09-25', '23', '1.1', '-4.2', 7, '39', '0.48', '1.77', '2', '3', 386, -230, '9', '14', '15.62']
['ETH-USD', '5m', 'KlLac', '2021-08-01', '2021-09-25', '26', '-18.2', '-18.28', -73, '23', '-4.09', '-3.99', '2', '6', 305, -247, '6', '20', '15.62']
['ETH-USD', '5m', 'VoPOu', '2021-08-01', '2021-09-25', '10', '4.55', '-7.33', 34, '30', '1.31', '4.6', '1', '3', 1105, -330, '3', '7', '15.62']
['ETH-USD', '5m', 'ko:Op', '2021-08-01', '2021-09-25', '15', '0.45', '-8.57', 3, '33', '0.24', '0.35', '2', '4', 726, -291, '5', '10', '15.62']
['ETH-USD', '5m', '>IPVp', '2021-08-01', '2021-09-25', '33', '0.02', '-8.53', 0, '36', '0.16', '0.01', '2', '8', 827, -320, '12', '21', '15.62']
['ETH-USD', '5m', 'ecPOm', '2021-08-01', '2021-09-25', '23', '-7.49', '-13.56', -40, '26', '-1.17', '-2.94', '3', '5', 705, -407, '6', '17', '15.62']
['ETH-USD', '5m', 'WnPVp', '2021-08-01', '2021-09-25', '12', '2.0', '-9.32', 14, '25', '0.65', '1.48', '1', '4', 1085, -311, '3', '9', '15.62']
['ETH-USD', '5m', '5j`VV', '2021-08-01', '2021-09-25', '42', '4.96', '-8.54', 37, '33', '1.03', '4.35', '2', '4', 747, -333, '14', '28', '15.62']
['ETH-USD', '5m', 'NnWHn', '2021-08-01', '2021-09-25', '22', '2.22', '-10.21', 15, '23', '0.59', '1.51', '2', '6', 757, -173, '5', '17', '15.62']
['ETH-USD', '5m', '=FjUI', '2021-08-01', '2021-09-25', '70', '-10.11', '-18.77', -50, '31', '-1.54', '-2.67', '3', '8', 630, -257, '22', '48', '15.62']
['ETH-USD', '5m', '3.:Op', '2021-08-01', '2021-09-25', '23', '2.16', '-4.12', 15, '43', '1.06', '3.63', '3', '5', 326, -180, '10', '13', '15.62']
['ETH-USD', '5m', 'UcPOm', '2021-08-01', '2021-09-25', '28', '-11.24', '-15.64', -54, '18', '-1.86', '-3.45', '3', '11', 704, -342, '5', '23', '15.62']
['ETH-USD', '5m', 'NhGie', '2021-08-01', '2021-09-25', '24', '-2.78', '-12.9', -17, '29', '-0.43', '-1.3', '3', '9', 711, -195, '7', '17', '15.62']
['ETH-USD', '5m', '>2PVp', '2021-08-01', '2021-09-25', '19', '3.22', '-6.56', 23, '53', '1.27', '3.5', '6', '4', 511, -265, '10', '9', '15.62']
['ETH-USD', '5m', 'NQL9I', '2021-08-01', '2021-09-25', '45', '-3.47', '-12.25', -21, '36', '-0.49', '-1.68', '4', '7', 636, -372, '16', '29', '15.62']
['ETH-USD', '5m', '>+PVp', '2021-08-01', '2021-09-25', '19', '2.01', '-5.66', 14, '37', '0.85', '2.45', '2', '3', 460, -198, '7', '12', '15.62']
['ETH-USD', '5m', '>(PVp', '2021-08-01', '2021-09-25', '17', '1.28', '-5.36', 9, '41', '0.57', '1.61', '2', '4', 486, -195, '7', '10', '15.62']
['ETH-USD', '5m', 'KlLa\\', '2021-08-01', '2021-09-25', '34', '-17.91', '-18.25', -72, '24', '-3.69', '-3.97', '2', '6', 548, -246, '8', '26', '15.62']
['ETH-USD', '5m', 'KlL-I', '2021-08-01', '2021-09-25', '34', '-11.94', '-14.48', -56, '29', '-2.11', '-3.89', '2', '6', 545, -243, '10', '24', '15.62']
['ETH-USD', '5m', '/N8*m', '2021-08-01', '2021-09-25', '107', '-8.76', '-19.69', -45, '27', '-1.19', '-2.28', '2', '9', 582, -258, '29', '78', '15.62']
['ETH-USD', '5m', '<gZ)D', '2021-08-01', '2021-09-25', '38', '-1.04', '-10.17', -7, '32', '0.02', '-0.65', '2', '5', 722, -372, '12', '26', '15.62']
['ETH-USD', '5m', 'no:OV', '2021-08-01', '2021-09-25', '25', '-8.35', '-12.29', -43, '24', '-1.59', '-3.53', '2', '7', 738, -291, '6', '19', '15.62']
['ETH-USD', '5m', 'UKB6v', '2021-08-01', '2021-09-25', '33', '1.85', '-10.17', 13, '39', '0.54', '1.25', '3', '5', 711, -333, '13', '20', '15.62']
['ETH-USD', '5m', 'VLhOP', '2021-08-01', '2021-09-25', '45', '1.36', '-11.3', 9, '36', '0.42', '0.81', '3', '6', 626, -356, '16', '29', '15.62']
['ETH-USD', '5m', '@GjU/', '2021-08-01', '2021-09-25', '66', '-4.89', '-14.92', -28, '36', '-0.63', '-1.87', '3', '8', 632, -308, '24', '42', '15.62']
['ETH-USD', '5m', 'go4<a', '2021-08-01', '2021-09-25', '18', '-8.22', '-12.95', -43, '22', '-2.1', '-3.31', '1', '4', 576, -309, '4', '14', '15.62']
['ETH-USD', '5m', 'VLoI(', '2021-08-01', '2021-09-25', '48', '0.59', '-11.62', 4, '35', '0.29', '0.34', '4', '6', 621, -352, '17', '31', '15.62']
['ETH-USD', '5m', '[GwOk', '2021-08-01', '2021-09-25', '33', '-1.55', '-11.16', -10, '39', '-0.12', '-0.87', '3', '5', 628, -321, '13', '20', '15.62']
['ETH-USD', '5m', ',R4<a', '2021-08-01', '2021-09-25', '105', '-3.47', '-11.67', -21, '25', '-0.44', '-1.76', '2', '9', 584, -259, '26', '79', '15.62']
['ETH-USD', '5m', '<0jVh', '2021-08-01', '2021-09-25', '42', '1.33', '-8.56', 9, '40', '0.47', '1.05', '4', '4', 716, -273, '17', '25', '15.62']
['ETH-USD', '5m', '1kjOa', '2021-08-01', '2021-09-25', '38', '-7.59', '-12.47', -40, '32', '-1.12', '-3.23', '2', '9', 762, -328, '12', '26', '15.62']
['ETH-USD', '5m', 'vnPVp', '2021-08-01', '2021-09-25', '13', '-8.14', '-14.27', -42, '23', '-1.94', '-2.98', '1', '4', 636, -306, '3', '10', '15.62']
['ETH-USD', '5m', 'VMPOM', '2021-08-01', '2021-09-25', '48', '-0.65', '-13.11', -4, '35', '0.07', '-0.32', '4', '6', 628, -355, '17', '31', '15.62']
['ETH-USD', '5m', 'kcPwm', '2021-08-01', '2021-09-25', '12', '-2.86', '-9.53', -17, '17', '-0.61', '-1.81', '2', '8', 731, -235, '2', '10', '15.62']
['ETH-USD', '5m', 'wnPVp', '2021-08-01', '2021-09-25', '13', '6.35', '-9.37', 49, '31', '1.44', '5.27', '2', '3', 1110, -285, '4', '9', '15.62']
['ETH-USD', '5m', 'VMhV4', '2021-08-01', '2021-09-25', '48', '-2.07', '-13.11', -13, '35', '-0.18', '-0.97', '4', '6', 615, -355, '17', '31', '15.62']
['ETH-USD', '5m', '/o*<l', '2021-08-01', '2021-09-25', '44', '-1.81', '-10.81', -11, '32', '-0.18', '-1.04', '3', '10', 494, -290, '14', '30', '15.62']
['ETH-USD', '5m', '<CW4I', '2021-08-01', '2021-09-25', '75', '-3.29', '-15.07', -20, '35', '-0.36', '-1.3', '2', '8', 639, -205, '26', '49', '15.62']
['ETH-USD', '5m', '\\GPOp', '2021-08-01', '2021-09-25', '29', '3.08', '-10.33', 22, '34', '0.74', '2.12', '2', '4', 705, -322, '10', '19', '15.62']
['ETH-USD', '5m', 'G5)AI', '2021-08-01', '2021-09-25', '84', '8.43', '-10.79', 70, '48', '2.17', '6.44', '4', '6', 233, -268, '40', '44', '15.62']
['ETH-USD', '5m', '2CnJa', '2021-08-01', '2021-09-25', '85', '-4.21', '-18.95', -24, '27', '-0.52', '-1.29', '3', '10', 549, -231, '23', '62', '15.62']
['ETH-USD', '5m', '1CjOa', '2021-08-01', '2021-09-25', '75', '-1.17', '-11.14', -7, '28', '-0.0', '-0.66', '2', '6', 671, -200, '21', '54', '15.62']
['ETH-USD', '5m', 'G5)UI', '2021-08-01', '2021-09-25', '83', '8.76', '-10.79', 73, '48', '2.24', '6.75', '4', '6', 233, -268, '40', '43', '15.62']
['ETH-USD', '5m', 'HRdAl', '2021-08-01', '2021-09-25', '37', '1.51', '-10.15', 10, '38', '0.45', '1.01', '3', '7', 672, -369, '14', '23', '15.62']
['ETH-USD', '5m', '<0jV[', '2021-08-01', '2021-09-25', '89', '-10.16', '-14.77', -50, '34', '-2.05', '-3.4', '3', '7', 618, -225, '30', '59', '15.62']
['ETH-USD', '5m', 'Gl)Vw', '2021-08-01', '2021-09-25', '14', '3.24', '-7.24', 23, '36', '1.14', '3.19', '3', '3', 469, -171, '5', '9', '15.62']
['ETH-USD', '5m', '3W:Op', '2021-08-01', '2021-09-25', '36', '-6.97', '-13.21', -38, '33', '-1.57', '-2.84', '3', '7', 400, -334, '12', '24', '15.62']
['ETH-USD', '5m', 'l)dAl', '2021-08-01', '2021-09-25', '48', '-1.25', '-9.89', -8, '52', '-0.19', '-0.8', '6', '4', 492, -200, '25', '23', '15.62']
['ETH-USD', '5m', '=)jUv', '2021-08-01', '2021-09-25', '11', '-3.63', '-4.48', -21, '45', '-2.8', '-4.79', '3', '2', 99, -201, '5', '6', '15.62']
['ETH-USD', '5m', '3Gj:/', '2021-08-01', '2021-09-25', '104', '-15.51', '-24.08', -67, '29', '-2.44', '-2.77', '4', '8', 736, -228, '30', '74', '15.62']
['ETH-USD', '5m', 'A0j7I', '2021-08-01', '2021-09-25', '121', '-7.61', '-17.95', -40, '31', '-1.31', '-2.25', '4', '9', 556, -213, '37', '84', '15.62']
['ETH-USD', '5m', 'rcPOm', '2021-08-01', '2021-09-25', '16', '-1.27', '-10.21', -8, '19', '-0.08', '-0.78', '2', '7', 775, -347, '3', '13', '15.62']
['ETH-USD', '5m', 'voPVp', '2021-08-01', '2021-09-25', '13', '4.08', '-9.67', 30, '31', '0.96', '3.08', '2', '3', 1100, -525, '4', '9', '15.62']
['ETH-USD', '5m', '>nP,p', '2021-08-01', '2021-09-25', '32', '-8.26', '-12.53', -43, '31', '-1.31', '-3.43', '2', '7', 671, -352, '10', '22', '15.62']
['ETH-USD', '5m', '@lj:v', '2021-08-01', '2021-09-25', '31', '-11.71', '-14.3', -56, '29', '-2.03', '-3.89', '2', '7', 664, -348, '9', '22', '15.62']
['ETH-USD', '5m', ']nh,B', '2021-08-01', '2021-09-25', '28', '-0.11', '-13.05', -1, '29', '0.18', '-0.05', '2', '5', 743, -383, '8', '20', '15.62']
['ETH-USD', '5m', 'V\\hV4', '2021-08-01', '2021-09-25', '40', '-8.56', '-14.52', -44, '32', '-1.28', '-3.04', '2', '7', 664, -308, '13', '27', '15.62']
['ETH-USD', '5m', ']nh)B', '2021-08-01', '2021-09-25', '26', '1.01', '-12.08', 7, '27', '0.36', '0.56', '2', '6', 743, -388, '7', '19', '15.62']
['ETH-USD', '5m', 'r))Vn', '2021-08-01', '2021-09-25', '29', '2.58', '-6.01', 18, '59', '0.9', '3.0', '10', '4', 192, -197, '17', '12', '15.62']
['ETH-USD', '5m', 'V[hV4', '2021-08-01', '2021-09-25', '40', '-9.51', '-14.64', -48, '32', '-1.47', '-3.27', '2', '7', 633, -318, '13', '27', '15.62']
['ETH-USD', '5m', 'VH7Mj', '2021-08-01', '2021-09-25', '34', '-4.39', '-12.4', -25, '35', '-0.88', '-2.05', '3', '6', 660, -332, '12', '22', '15.62']
['ETH-USD', '5m', 'oY^QO', '2021-08-01', '2021-09-25', '36', '-11.97', '-17.6', -56, '22', '-2.0', '-3.21', '2', '9', 626, -280, '8', '28', '15.62']
['ETH-USD', '5m', 'VQQPP', '2021-08-01', '2021-09-25', '45', '-9.73', '-13.13', -49, '29', '-1.78', '-3.71', '2', '11', 627, -337, '13', '32', '15.62']
['ETH-USD', '5m', 'WY;1;', '2021-08-01', '2021-09-25', '39', '-6.7', '-12.33', -36, '33', '-1.03', '-2.95', '2', '7', 562, -311, '13', '26', '15.62']
['ETH-USD', '5m', 'kcP^m', '2021-08-01', '2021-09-25', '19', '-6.38', '-11.42', -35, '16', '-1.17', '-3.06', '2', '8', 741, -243, '3', '16', '15.62']
['ETH-USD', '5m', '=)jUu', '2021-08-01', '2021-09-25', '13', '-4.91', '-5.75', -28, '38', '-3.7', '-4.87', '3', '4', 99, -200, '5', '8', '15.62']
['ETH-USD', '5m', '>,PVp', '2021-08-01', '2021-09-25', '18', '-4.37', '-7.71', -25, '33', '-2.03', '-3.28', '3', '4', 306, -213, '6', '12', '15.62']
['ETH-USD', '5m', 'G))Ui', '2021-08-01', '2021-09-25', '46', '-8.32', '-8.32', -43, '35', '-3.79', '-5.2', '2', '5', 158, -210, '16', '30', '15.62']
['ETH-USD', '5m', '<8W4I', '2021-08-01', '2021-09-25', '108', '-13.71', '-24.6', -62, '31', '-2.52', '-2.51', '3', '8', 470, -227, '34', '74', '15.62']
['ETH-USD', '5m', '5/:OV', '2021-08-01', '2021-09-25', '147', '-9.05', '-19.18', -46, '31', '-1.79', '-2.4', '4', '12', 342, -128, '45', '102', '15.62']
['ETH-USD', '5m', ')K)VI', '2021-08-01', '2021-09-25', '169', '-8.92', '-18.6', -46, '21', '-1.61', '-2.45', '3', '14', 278, -187, '36', '133', '15.62']
['ETH-USD', '5m', '.-VgI', '2021-08-01', '2021-09-25', '236', '-19.54', '-21.86', -76, '28', '-4.51', '-3.47', '3', '12', 455, -165, '65', '171', '15.62']
['ETH-USD', '5m', '=,8<8', '2021-08-01', '2021-09-25', '161', '-12.51', '-19.19', -58, '31', '-2.49', '-3.03', '3', '7', 293, -183, '50', '111', '15.62']
