iteration,dna,fitness,training_log.win-rate,training_log.total,training_log.PNL,testing_log.win-rate,testing_log.total,testing_log.PNL,parameters.ott_len,parameters.ott_percent,parameters.stop_loss,parameters.risk_reward,parameters.chop_rsi_len,parameters.chop_bandwidth,parameters.tps_index
2220,)_rr*eH,0.7529032258064516,34,193,117.81,45,24,8.82,3,548,375,95,4,20,69
2220,)_nr*eH,0.6490322580645161,34,193,108.76,45,24,8.42,3,548,356,95,4,20,69
2220,:7fs*jH,0.6412903225806451,52,111,145.51,30,20,-7.47,20,295,316,96,4,21,69
2220,)_f6*e:,0.636774193548387,32,201,126.6,37,24,2.95,3,548,316,34,4,20,39
2220,-_fr*eH,0.6348387096774194,41,128,133.99,61,18,11.16,7,548,316,95,4,20,69
2220,)_frgeH,0.6303225806451612,60,10,12.53,42,7,1.38,3,548,316,95,52,20,69
2220,)_f6ZeH,0.6175319826182847,50,30,49.57,45,11,2.32,3,548,316,34,42,20,69
2220,)_f6SeH,0.527452233559731,46,43,61.69,50,12,2.54,3,548,316,34,36,20,69
2220,)_frkeH,0.5045172493455011,55,9,10.7,42,7,1.38,3,548,316,95,55,20,69
2220,)JfI*?H,0.3632258064516129,34,259,74.57,27,40,10.99,3,415,316,53,4,8,69
2220,)_s6*eH,0.36,32,198,86.97,29,24,2.31,3,548,380,34,4,20,69
2220,)_fr*e8,0.3548387096774194,31,193,76.68,41,24,6.37,3,548,316,95,4,20,34
2220,)_fU*eH,0.33548387096774196,34,195,82.39,45,24,8.11,3,548,316,66,4,20,69
2220,)_fZ*eH,0.33096774193548384,35,194,73.66,45,24,8.27,3,548,316,71,4,20,69
2220,)_fY*eH,0.3258064516129032,35,194,72.8,45,24,8.25,3,548,316,70,4,20,69
2220,)_fr*e7,0.32193548387096776,32,193,84.73,41,24,6.37,3,548,316,95,4,20,32
2220,:5TX0UA,0.30580645161290326,45,135,102.9,45,20,-2.1,20,282,227,69,8,15,54
2220,)_fr*e-,0.30451612903225805,31,193,83.54,37,24,5.95,3,548,316,95,4,20,11
2220,)_fr*e\,0.2948387096774194,36,193,57.44,45,24,8.8,3,548,316,95,4,20,112
2220,)_frReH,0.2911787201681734,46,45,55.48,50,12,1.87,3,548,316,95,35,20,69
2220,)jfr*eH,0.2754838709677419,35,173,119.01,42,19,2.69,3,618,316,95,4,20,69
2220,)_fr*e;,0.264516129032258,33,193,73.08,41,24,6.78,3,548,316,95,4,20,41
2220,-Hg<;@E,0.2587096774193548,38,171,76.64,42,21,6.16,7,403,321,40,17,8,62
2220,)_fr*e2,0.2503225806451613,31,193,63.27,41,24,6.37,3,548,316,95,4,20,22
2220,)_fr*fH,0.24903225806451612,34,193,57.9,45,24,7.59,3,548,316,95,4,20,69
2220,)_ar*eH,0.23806451612903226,34,194,56.64,45,24,7.05,3,548,291,95,4,20,69
2220,)_er*eH,0.23806451612903226,34,193,56.11,45,24,7.48,3,548,311,95,4,20,69
2280,.2D9Vno,1.124467060316727,88,9,11.0,0,3,-3.18,8,263,148,37,39,22,153
2280,B5fI*?H,0.8800107454886615,58,99,145.48,50,14,-3.91,28,282,316,53,4,8,69
2280,)_fr[eH,0.7702198499393033,52,25,40.79,45,11,1.66,3,548,316,95,43,20,69
2280,)_rr*eH,0.7529032258064516,34,193,117.81,45,24,8.82,3,548,375,95,4,20,69
2280,)_nr*eH,0.6490322580645161,34,193,108.76,45,24,8.42,3,548,356,95,4,20,69
2280,:7fs*jH,0.6412903225806451,52,111,145.51,30,20,-7.47,20,295,316,96,4,21,69
2280,)_f6*e:,0.636774193548387,32,201,126.6,37,24,2.95,3,548,316,34,4,20,39
2280,)_frgeH,0.6303225806451612,60,10,12.53,42,7,1.38,3,548,316,95,52,20,69
2280,)_f6ZeH,0.6175319826182847,50,30,49.57,45,11,2.32,3,548,316,34,42,20,69
2280,)_f6SeH,0.527452233559731,46,43,61.69,50,12,2.54,3,548,316,34,36,20,69
2280,)_frkeH,0.5045172493455011,55,9,10.7,42,7,1.38,3,548,316,95,55,20,69
2280,)JfI*?H,0.3632258064516129,34,259,74.57,27,40,10.99,3,415,316,53,4,8,69
2280,)_s6*eH,0.36,32,198,86.97,29,24,2.31,3,548,380,34,4,20,69
2280,)_fr*e8,0.3548387096774194,31,193,76.68,41,24,6.37,3,548,316,95,4,20,34
2280,)_fU*eH,0.33548387096774196,34,195,82.39,45,24,8.11,3,548,316,66,4,20,69
2280,)_fZ*eH,0.33096774193548384,35,194,73.66,45,24,8.27,3,548,316,71,4,20,69
2280,)_fY*eH,0.3258064516129032,35,194,72.8,45,24,8.25,3,548,316,70,4,20,69
2280,)_fr*e7,0.32193548387096776,32,193,84.73,41,24,6.37,3,548,316,95,4,20,32
2280,:5TX0UA,0.30580645161290326,45,135,102.9,45,20,-2.1,20,282,227,69,8,15,54
2280,)_fr*e-,0.30451612903225805,31,193,83.54,37,24,5.95,3,548,316,95,4,20,11
2280,)_fr*e\,0.2948387096774194,36,193,57.44,45,24,8.8,3,548,316,95,4,20,112
2280,)_frReH,0.2911787201681734,46,45,55.48,50,12,1.87,3,548,316,95,35,20,69
2280,)jfr*eH,0.2754838709677419,35,173,119.01,42,19,2.69,3,618,316,95,4,20,69
2280,-Hg<;@E,0.2587096774193548,38,171,76.64,42,21,6.16,7,403,321,40,17,8,62
2280,)_fr*e2,0.2503225806451613,31,193,63.27,41,24,6.37,3,548,316,95,4,20,22
2280,)_fr*fH,0.24903225806451612,34,193,57.9,45,24,7.59,3,548,316,95,4,20,69
2280,)_ar*eH,0.23806451612903226,34,194,56.64,45,24,7.05,3,548,291,95,4,20,69
2280,)_er*eH,0.23806451612903226,34,193,56.11,45,24,7.48,3,548,311,95,4,20,69
2280,)_fr*e_,0.23612903225806453,36,193,50.74,45,24,9.21,3,548,316,95,4,20,118
2280,)_fr*`H,0.23483870967741935,34,195,58.46,45,24,7.59,3,548,316,95,4,18,69
