['Pair', 'TF', 'Dna', 'Start Date', 'End Date', 'Total Trades', 'Total Net Profit', 'Max.DD', 'Annual Profit', 'Winrate', 'Sharpe', 'Calmar', 'Serenity', 'Winning Strike', 'Losing Strike', 'Largest Winning', 'Largest Losing', 'Num. of Wins', 'Num. of Losses', 'Market Change']
['BTC-USDT', '30m', '\\<)D.in', '2021-08-01', '2021-10-10', '22', '5.96', '-8.31', 45, '45', '0.46', '1.59', '5.46', '3', '5', 517, -326, '10', '12', '32.66']
['BTC-USDT', '30m', '[<)D.in', '2021-08-01', '2021-10-10', '22', '5.96', '-8.31', 45, '45', '0.46', '1.59', '5.46', '3', '5', 517, -326, '10', '12', '32.66']
['BTC-USDT', '30m', ']<HD?iv', '2021-08-01', '2021-10-10', '23', '6.33', '-7.38', 48, '48', '0.51', '1.77', '6.5', '3', '4', 330, -339, '11', '12', '32.66']
['BTC-USDT', '30m', '[<)D8in', '2021-08-01', '2021-10-10', '22', '5.96', '-8.31', 45, '45', '0.46', '1.59', '5.46', '3', '5', 517, -326, '10', '12', '32.66']
['BTC-USDT', '30m', '[<)D>in', '2021-08-01', '2021-10-10', '22', '5.96', '-8.31', 45, '45', '0.46', '1.59', '5.46', '3', '5', 517, -326, '10', '12', '32.66']
['BTC-USDT', '30m', '[<)D.im', '2021-08-01', '2021-10-10', '22', '5.96', '-8.31', 45, '45', '0.46', '1.59', '5.46', '3', '5', 517, -326, '10', '12', '32.66']
['BTC-USDT', '30m', 'V<HD?iq', '2021-08-01', '2021-10-10', '25', '11.86', '-5.66', 92, '52', '1.5', '2.75', '16.25', '3', '3', 345, -339, '13', '12', '32.66']
['BTC-USDT', '30m', '\\<9D=in', '2021-08-01', '2021-10-10', '22', '5.21', '-8.02', 40, '45', '0.42', '1.5', '5.0', '3', '5', 438, -326, '10', '12', '32.66']
['BTC-USDT', '30m', '\\<9D4in', '2021-08-01', '2021-10-10', '22', '5.21', '-8.02', 40, '45', '0.42', '1.5', '5.0', '3', '5', 438, -326, '10', '12', '32.66']
['BTC-USDT', '30m', 'W<HD?iq', '2021-08-01', '2021-10-10', '23', '7.0', '-7.29', 53, '48', '0.58', '1.86', '7.24', '3', '5', 330, -326, '11', '12', '32.66']
['BTC-USDT', '30m', 'U<BD<in', '2021-08-01', '2021-10-10', '25', '13.36', '-6.4', 106, '52', '1.63', '2.84', '16.51', '3', '3', 415, -339, '13', '12', '32.66']
['BTC-USDT', '30m', 'U<;D?in', '2021-08-01', '2021-10-10', '25', '13.58', '-6.68', 108, '52', '1.62', '2.8', '16.13', '3', '3', 458, -339, '13', '12', '32.66']
['BTC-USDT', '30m', 'V<9D4in', '2021-08-01', '2021-10-10', '25', '14.32', '-6.91', 115, '52', '1.68', '2.85', '16.61', '3', '3', 480, -339, '13', '12', '32.66']
['BTC-USDT', '30m', 'V<AD?iq', '2021-08-01', '2021-10-10', '25', '13.64', '-6.41', 108, '52', '1.69', '2.84', '16.88', '3', '3', 447, -339, '13', '12', '32.66']
['BTC-USDT', '30m', 'V</D?iq', '2021-08-01', '2021-10-10', '25', '14.65', '-7.19', 118, '52', '1.62', '2.82', '16.4', '3', '3', 523, -339, '13', '12', '32.66']
['BTC-USDT', '30m', 'V<BD?in', '2021-08-01', '2021-10-10', '25', '13.36', '-6.4', 106, '52', '1.63', '2.84', '16.51', '3', '3', 415, -339, '13', '12', '32.66']
['BTC-USDT', '30m', '[<;D?in', '2021-08-01', '2021-10-10', '22', '4.82', '-8.02', 37, '45', '0.38', '1.43', '4.67', '3', '5', 418, -326, '10', '12', '32.66']
['BTC-USDT', '30m', '\\<;D>in', '2021-08-01', '2021-10-10', '22', '4.82', '-8.02', 37, '45', '0.38', '1.43', '4.67', '3', '5', 418, -326, '10', '12', '32.66']
['BTC-USDT', '30m', '\\<;D8in', '2021-08-01', '2021-10-10', '22', '4.82', '-8.02', 37, '45', '0.38', '1.43', '4.67', '3', '5', 418, -326, '10', '12', '32.66']
['BTC-USDT', '30m', 'V<)D?in', '2021-08-01', '2021-10-10', '25', '15.95', '-7.64', 131, '52', '1.71', '2.89', '17.14', '3', '3', 567, -339, '13', '12', '32.66']
['BTC-USDT', '30m', 'V<)D8in', '2021-08-01', '2021-10-10', '25', '15.95', '-7.64', 131, '52', '1.71', '2.89', '17.14', '3', '3', 567, -339, '13', '12', '32.66']
['BTC-USDT', '30m', 'V<)D3in', '2021-08-01', '2021-10-10', '25', '15.95', '-7.64', 131, '52', '1.71', '2.89', '17.14', '3', '3', 567, -339, '13', '12', '32.66']
['BTC-USDT', '30m', 'Z<9Dniu', '2021-08-01', '2021-10-10', '22', '9.56', '-8.11', 72, '50', '0.75', '2.29', '8.93', '3', '4', 457, -339, '11', '11', '32.66']
['BTC-USDT', '30m', 'T<=D?in', '2021-08-01', '2021-10-10', '25', '12.81', '-6.44', 101, '52', '1.53', '2.77', '15.62', '3', '3', 404, -339, '13', '12', '32.66']
['BTC-USDT', '30m', 'V<;D8in', '2021-08-01', '2021-10-10', '25', '13.58', '-6.68', 108, '52', '1.62', '2.8', '16.13', '3', '3', 458, -339, '13', '12', '32.66']
['BTC-USDT', '30m', 'V<;D>in', '2021-08-01', '2021-10-10', '25', '13.58', '-6.68', 108, '52', '1.62', '2.8', '16.13', '3', '3', 458, -339, '13', '12', '32.66']
['BTC-USDT', '30m', 'V<;D?in', '2021-08-01', '2021-10-10', '25', '13.58', '-6.68', 108, '52', '1.62', '2.8', '16.13', '3', '3', 458, -339, '13', '12', '32.66']
['BTC-USDT', '30m', 'R<-D<in', '2021-08-01', '2021-10-10', '27', '10.42', '-8.97', 80, '48', '0.46', '2.11', '8.93', '3', '4', 488, -326, '13', '14', '32.66']
['BTC-USDT', '30m', 'V<;DDin', '2021-08-01', '2021-10-10', '25', '13.58', '-6.68', 108, '52', '1.62', '2.8', '16.13', '3', '3', 458, -339, '13', '12', '32.66']
['BTC-USDT', '30m', 'R<)D.in', '2021-08-01', '2021-10-10', '27', '11.32', '-9.21', 88, '48', '0.5', '2.17', '9.53', '3', '4', 539, -326, '13', '14', '32.66']
['BTC-USDT', '30m', 'V<2D?iq', '2021-08-01', '2021-10-10', '25', '13.49', '-6.94', 107, '52', '1.51', '2.78', '15.42', '3', '3', 436, -339, '13', '12', '32.66']
['BTC-USDT', '30m', '[<BD<in', '2021-08-01', '2021-10-10', '22', '4.74', '-7.65', 37, '45', '0.41', '1.44', '4.83', '3', '5', 379, -326, '10', '12', '32.66']
['BTC-USDT', '30m', '[<BD?in', '2021-08-01', '2021-10-10', '22', '4.74', '-7.65', 37, '45', '0.41', '1.44', '4.83', '3', '5', 379, -326, '10', '12', '32.66']
['BTC-USDT', '30m', 'R<;D?in', '2021-08-01', '2021-10-10', '27', '9.12', '-8.63', 69, '48', '0.42', '2.01', '8.05', '3', '4', 436, -326, '13', '14', '32.66']
['BTC-USDT', '30m', 'R<;D>in', '2021-08-01', '2021-10-10', '27', '9.12', '-8.63', 69, '48', '0.42', '2.01', '8.05', '3', '4', 436, -326, '13', '14', '32.66']
['BTC-USDT', '30m', 'R<)D?in', '2021-08-01', '2021-10-10', '27', '11.32', '-9.21', 88, '48', '0.5', '2.17', '9.53', '3', '4', 539, -326, '13', '14', '32.66']
['BTC-USDT', '30m', 'R<)D0in', '2021-08-01', '2021-10-10', '27', '11.32', '-9.21', 88, '48', '0.5', '2.17', '9.53', '3', '4', 539, -326, '13', '14', '32.66']
['BTC-USDT', '30m', 'R<)D<in', '2021-08-01', '2021-10-10', '27', '11.32', '-9.21', 88, '48', '0.5', '2.17', '9.53', '3', '4', 539, -326, '13', '14', '32.66']
['BTC-USDT', '30m', 'W<)D.in', '2021-08-01', '2021-10-10', '23', '11.36', '-8.31', 88, '48', '0.9', '2.34', '10.55', '3', '5', 540, -326, '11', '12', '32.66']
['BTC-USDT', '30m', 'Z<9Dqiw', '2021-08-01', '2021-10-10', '23', '10.6', '-8.11', 81, '52', '0.83', '2.47', '9.99', '3', '4', 457, -352, '12', '11', '32.66']
['BTC-USDT', '30m', 'R</D?iq', '2021-08-01', '2021-10-10', '27', '10.23', '-8.81', 78, '48', '0.46', '2.09', '8.91', '3', '4', 498, -326, '13', '14', '32.66']
['BTC-USDT', '30m', 'W<)D3in', '2021-08-01', '2021-10-10', '23', '11.36', '-8.31', 88, '48', '0.9', '2.34', '10.55', '3', '5', 540, -326, '11', '12', '32.66']
['BTC-USDT', '30m', 'U<=D?iq', '2021-08-01', '2021-10-10', '25', '12.81', '-6.44', 101, '52', '1.53', '2.76', '15.62', '3', '3', 404, -339, '13', '12', '32.66']
['BTC-USDT', '30m', '\\<BD?in', '2021-08-01', '2021-10-10', '22', '4.74', '-7.65', 37, '45', '0.41', '1.44', '4.83', '3', '5', 379, -326, '10', '12', '32.66']
['BTC-USDT', '30m', 'U<>D?in', '2021-08-01', '2021-10-10', '25', '11.87', '-6.2', 92, '52', '1.41', '2.69', '14.86', '3', '3', 349, -339, '13', '12', '32.66']
['BTC-USDT', '30m', 'V<=D?in', '2021-08-01', '2021-10-10', '25', '12.81', '-6.44', 101, '52', '1.53', '2.76', '15.62', '3', '3', 404, -339, '13', '12', '32.66']
['BTC-USDT', '30m', 'W<9D.in', '2021-08-01', '2021-10-10', '23', '9.78', '-8.02', 74, '48', '0.78', '2.19', '9.28', '3', '5', 457, -326, '11', '12', '32.66']
['BTC-USDT', '30m', 'T:Ue*Xf', '2021-08-01', '2021-10-10', '23', '9.42', '-6.15', 69, '48', '1.58', '2.11', '11.27', '3', '3', 467, -326, '11', '12', '32.66']
