['Pair', 'TF', 'Dna', 'Start Date', 'End Date', 'Total Trades', 'Total Net Profit', 'Max.DD', 'Annual Profit', 'Winrate', 'Sharpe', 'Calmar', 'Serenity', 'Winning Strike', 'Losing Strike', 'Largest Winning', 'Largest Losing', 'Num. of Wins', 'Num. of Losses', 'Market Change']
['ETH-USD', '5m', '@@Qr</', '2021-06-01', '2021-10-01', '180', '31.04', '-27.0', 125, '39', '0.61', '1.36', '4.63', '6', '8', 2090, -611, '70', '110', '11.36']
['ETH-USD', '5m', '@@Qs<.', '2021-06-01', '2021-10-01', '180', '31.04', '-27.0', 125, '39', '0.61', '1.36', '4.63', '6', '8', 2090, -611, '70', '110', '11.36']
['ETH-USD', '5m', '@@Qr\\.', '2021-06-01', '2021-10-01', '180', '31.04', '-27.0', 125, '39', '0.61', '1.36', '4.63', '6', '8', 2090, -611, '70', '110', '11.36']
['ETH-USD', '5m', '@@Qr<*', '2021-06-01', '2021-10-01', '180', '31.04', '-27.0', 125, '39', '0.61', '1.36', '4.63', '6', '8', 2090, -611, '70', '110', '11.36']
['ETH-USD', '5m', '@@Qrg.', '2021-06-01', '2021-10-01', '180', '31.04', '-27.0', 125, '39', '0.61', '1.36', '4.63', '6', '8', 2090, -611, '70', '110', '11.36']
['ETH-USD', '5m', '@@Qr_.', '2021-06-01', '2021-10-01', '180', '31.04', '-27.0', 125, '39', '0.61', '1.36', '4.63', '6', '8', 2090, -611, '70', '110', '11.36']
['ETH-USD', '5m', '@@Qrb8', '2021-06-01', '2021-10-01', '180', '31.04', '-27.0', 125, '39', '0.61', '1.36', '4.63', '6', '8', 2090, -611, '70', '110', '11.36']
['ETH-USD', '5m', '@@QrS8', '2021-06-01', '2021-10-01', '180', '31.04', '-27.0', 125, '39', '0.61', '1.36', '4.63', '6', '8', 2090, -611, '70', '110', '11.36']
['ETH-USD', '5m', '@@Qr>8', '2021-06-01', '2021-10-01', '180', '31.04', '-27.0', 125, '39', '0.61', '1.36', '4.63', '6', '8', 2090, -611, '70', '110', '11.36']
['ETH-USD', '5m', '@@Qrr8', '2021-06-01', '2021-10-01', '180', '31.04', '-27.0', 125, '39', '0.61', '1.36', '4.63', '6', '8', 2090, -611, '70', '110', '11.36']
['ETH-USD', '5m', '@@c^E8', '2021-06-01', '2021-10-01', '180', '26.88', '-26.0', 104, '38', '0.58', '1.24', '3.98', '4', '8', 2052, -669, '68', '112', '11.36']
['ETH-USD', '5m', '-@CBEU', '2021-06-01', '2021-10-01', '96', '46.75', '-15.0', 215, '40', '2.02', '2.84', '14.12', '4', '4', 843, -672, '38', '58', '11.36']
['ETH-USD', '5m', 'SNR]-.', '2021-06-01', '2021-10-01', '109', '82.38', '-22.0', 504, '39', '3.41', '2.65', '22.38', '3', '7', 2263, -907, '43', '66', '11.36']
